COUNTY,RPL_THEME1,STATE
Ulster,0.6264,NEW YORK
Steuben,0.5386,NEW YORK
Kings,0.483,NEW YORK
Albany,0.4142,NEW YORK
Nassau,0.4568,NEW YORK
New York,0.5028,NEW YORK
Bronx,0.6039,NEW YORK
Nassau,0.3329,NEW YORK
Queens,0.4579,NEW YORK
Chautauqua,0.571,NEW YORK
Kings,0.8111,NEW YORK
Queens,0.5279,NEW YORK
Jefferson,0.6783,NEW YORK
Niagara,0.8126,NEW YORK
Queens,0.4668,NEW YORK
Allegany,0.653,NEW YORK
Seneca,0.4744,NEW YORK
Orange,0.5073,NEW YORK
Kings,0.9458,NEW YORK
St. Lawrence,0.6994,NEW YORK
Orleans,0.7002,NEW YORK
Rockland,0.7808,NEW YORK
Kings,0.5396,NEW YORK
Orange,0.5544,NEW YORK
Suffolk,0.4694,NEW YORK
Kings,0.5327,NEW YORK
Queens,0.7328,NEW YORK
Bronx,0.2052,NEW YORK
Kings,0.5566,NEW YORK
Kings,0.7056,NEW YORK
Queens,0.6438,NEW YORK
Westchester,0.4204,NEW YORK
Kings,0.4409,NEW YORK
Genesee,0.3826,NEW YORK
Genesee,0.7151,NEW YORK
Queens,0.5444,NEW YORK
Kings,0.4856,NEW YORK
Kings,0.7488,NEW YORK
Columbia,0.3045,NEW YORK
Queens,0.4243,NEW YORK
Rensselaer,0.8251,NEW YORK
Erie,0.4278,NEW YORK
Franklin,0.576,NEW YORK
Queens,0.5884,NEW YORK
Queens,0.5372,NEW YORK
Queens,0.4503,NEW YORK
Kings,0.515,NEW YORK
Kings,0.6649,NEW YORK
Bronx,0.5451,NEW YORK
Jefferson,0.5825,NEW YORK
Kings,0.4859,NEW YORK
Erie,0.7551,NEW YORK
Seneca,0.6515,NEW YORK
Suffolk,0.2427,NEW YORK
Queens,0.7716,NEW YORK
Kings,0.652,NEW YORK
Queens,0.6601,NEW YORK
Albany,0.6823,NEW YORK
Nassau,0.1914,NEW YORK
St. Lawrence,0.6352,NEW YORK
Bronx,0.5443,NEW YORK
Fulton,0.4617,NEW YORK
Westchester,0.398,NEW YORK
Rockland,0.9272,NEW YORK
Clinton,0.6095,NEW YORK
Queens,0.5919,NEW YORK
Suffolk,0.5579,NEW YORK
Kings,0.5841,NEW YORK
Queens,0.6316,NEW YORK
Queens,0.2658,NEW YORK
St. Lawrence,0.7749,NEW YORK
Queens,0.4757,NEW YORK
Bronx,0.4733,NEW YORK
Kings,0.5488,NEW YORK
Onondaga,0.8321,NEW YORK
Queens,0.7838,NEW YORK
Cattaraugus,0.6619,NEW YORK
Kings,0.5217,NEW YORK
Schuyler,0.7031,NEW YORK
Queens,0.4203,NEW YORK
Queens,0.5368,NEW YORK
Kings,0.5096,NEW YORK
Schenectady,0.9362,NEW YORK
Erie,0.8478,NEW YORK
Erie,0.6585,NEW YORK
Montgomery,0.6943,NEW YORK
Kings,0.4977,NEW YORK
Kings,0.362,NEW YORK
Kings,0.3034,NEW YORK
Richmond,0.463,NEW YORK
Erie,0.5763,NEW YORK
Richmond,0.6864,NEW YORK
Kings,0.3913,NEW YORK
Queens,0.6186,NEW YORK
Queens,0.6826,NEW YORK
Kings,0.662,NEW YORK
Queens,0.8586,NEW YORK
St. Lawrence,0.6922,NEW YORK
Oswego,0.911,NEW YORK
Monroe,0.7569,NEW YORK
Queens,0.643,NEW YORK
Queens,0.6557,NEW YORK
Erie,0.6766,NEW YORK
Suffolk,0.6346,NEW YORK
Richmond,0.5971,NEW YORK
Lewis,0.487,NEW YORK
Suffolk,0.4934,NEW YORK
Queens,0.8029,NEW YORK
Suffolk,0.4582,NEW YORK
Kings,0.5413,NEW YORK
Kings,0.589,NEW YORK
Bronx,0.4194,NEW YORK
Nassau,0.5963,NEW YORK
Richmond,0.5265,NEW YORK
Orange,0.8853,NEW YORK
Kings,0.6427,NEW YORK
Suffolk,0.569,NEW YORK
Kings,0.5669,NEW YORK
Onondaga,0.5468,NEW YORK
Seneca,0.4608,NEW YORK
Kings,0.784,NEW YORK
Queens,0.4309,NEW YORK
Chautauqua,0.7175,NEW YORK
Kings,0.5554,NEW YORK
Kings,0.394,NEW YORK
Queens,0.7133,NEW YORK
Queens,0.6727,NEW YORK
Westchester,0.5176,NEW YORK
Suffolk,0.7217,NEW YORK
Kings,0.6674,NEW YORK
Chautauqua,0.552,NEW YORK
New York,0.5611,NEW YORK
Westchester,0.6581,NEW YORK
Queens,0.7814,NEW YORK
Kings,0.4223,NEW YORK
Dutchess,0.57,NEW YORK
Queens,0.6489,NEW YORK
Queens,0.7158,NEW YORK
Tompkins,0.7539,NEW YORK
Queens,0.3265,NEW YORK
Queens,0.6145,NEW YORK
Fulton,0.5689,NEW YORK
Kings,0.6126,NEW YORK
Nassau,0.5701,NEW YORK
Queens,0.7284,NEW YORK
Kings,0.575,NEW YORK
Queens,0.6227,NEW YORK
Queens,0.6799,NEW YORK
Kings,0.3349,NEW YORK
Greene,0.6063,NEW YORK
Fulton,0.8288,NEW YORK
Queens,0.7783,NEW YORK
Dutchess,0.7346,NEW YORK
Onondaga,0.8165,NEW YORK
Kings,0.628,NEW YORK
Queens,0.6355,NEW YORK
Queens,0.6786,NEW YORK
Delaware,0.6785,NEW YORK
Ulster,0.6304,NEW YORK
Queens,0.6854,NEW YORK
Suffolk,0.332,NEW YORK
Kings,0.6883,NEW YORK
Bronx,0.2024,NEW YORK
Kings,0.5546,NEW YORK
Queens,0.5247,NEW YORK
Bronx,0.6278,NEW YORK
Queens,0.3592,NEW YORK
Queens,0.6723,NEW YORK
Kings,0.6149,NEW YORK
Wayne,0.6531,NEW YORK
Chenango,0.6262,NEW YORK
Nassau,0.6518,NEW YORK
Kings,0.607,NEW YORK
Queens,0.6512,NEW YORK
Nassau,0.3882,NEW YORK
Queens,0.7123,NEW YORK
Montgomery,0.7133,NEW YORK
Genesee,0.577,NEW YORK
Kings,0.6081,NEW YORK
Westchester,0.4854,NEW YORK
Nassau,0.6157,NEW YORK
Kings,0.6787,NEW YORK
Kings,0.7968,NEW YORK
Genesee,0.6576,NEW YORK
Kings,0.7847,NEW YORK
Suffolk,0.3526,NEW YORK
Cattaraugus,0.6313,NEW YORK
Kings,0.7062,NEW YORK
Queens,0.8478,NEW YORK
Chautauqua,0.7129,NEW YORK
Queens,0.6001,NEW YORK
Queens,0.5278,NEW YORK
Queens,0.5906,NEW YORK
Monroe,0.8229,NEW YORK
Queens,0.7098,NEW YORK
Kings,0.595,NEW YORK
St. Lawrence,0.7018,NEW YORK
Queens,0.5973,NEW YORK
Monroe,0.6494,NEW YORK
Cattaraugus,0.5645,NEW YORK
Queens,0.5475,NEW YORK
Kings,0.6401,NEW YORK
Wayne,0.4687,NEW YORK
Tioga,0.632,NEW YORK
Kings,0.4189,NEW YORK
Suffolk,0.7818,NEW YORK
Queens,0.8067,NEW YORK
Oneida,0.581,NEW YORK
Queens,0.493,NEW YORK
Queens,0.5822,NEW YORK
Westchester,0.3552,NEW YORK
Sullivan,0.6844,NEW YORK
Kings,0.6842,NEW YORK
Oneida,0.7752,NEW YORK
Orange,0.5555,NEW YORK
Orleans,0.5301,NEW YORK
Kings,0.5347,NEW YORK
Queens,0.6123,NEW YORK
Queens,0.6278,NEW YORK
Queens,0.6555,NEW YORK
Westchester,0.5742,NEW YORK
Queens,0.8395,NEW YORK
Bronx,0.7453,NEW YORK
Orange,0.5417,NEW YORK
Queens,0.6026,NEW YORK
Kings,0.7076,NEW YORK
Herkimer,0.6932,NEW YORK
New York,0.5357,NEW YORK
Queens,0.5829,NEW YORK
Kings,0.6058,NEW YORK
Queens,0.4982,NEW YORK
Kings,0.6141,NEW YORK
New York,0.5318,NEW YORK
Allegany,0.6648,NEW YORK
New York,0.4345,NEW YORK
Kings,0.5804,NEW YORK
Queens,0.5176,NEW YORK
Kings,0.7445,NEW YORK
Queens,0.5696,NEW YORK
Cattaraugus,0.7413,NEW YORK
Monroe,0.8733,NEW YORK
Queens,0.8955,NEW YORK
Montgomery,0.7459,NEW YORK
St. Lawrence,0.5981,NEW YORK
Bronx,0.6079,NEW YORK
Queens,0.6556,NEW YORK
Kings,0.7408,NEW YORK
Kings,0.8473,NEW YORK
Nassau,0.6653,NEW YORK
Queens,0.7795,NEW YORK
Bronx,0.5659,NEW YORK
Dutchess,0.4951,NEW YORK
Bronx,0.3826,NEW YORK
Kings,0.7825,NEW YORK
Queens,0.7004,NEW YORK
Kings,0.4912,NEW YORK
Kings,0.3833,NEW YORK
Monroe,0.7666,NEW YORK
Kings,0.5373,NEW YORK
Kings,0.5486,NEW YORK
New York,0.5198,NEW YORK
Westchester,0.6195,NEW YORK
Niagara,0.8458,NEW YORK
Kings,0.6457,NEW YORK
Queens,0.6269,NEW YORK
Ulster,0.5534,NEW YORK
Westchester,0.6151,NEW YORK
Queens,0.8016,NEW YORK
Kings,0.4419,NEW YORK
Herkimer,0.7304,NEW YORK
Queens,0.6657,NEW YORK
Kings,0.4368,NEW YORK
Kings,0.5303,NEW YORK
Kings,0.6739,NEW YORK
Bronx,0.4759,NEW YORK
New York,0.5002,NEW YORK
Chenango,0.7132,NEW YORK
Queens,0.8523,NEW YORK
Kings,0.7385,NEW YORK
Erie,0.6745,NEW YORK
Kings,0.4945,NEW YORK
Queens,0.7097,NEW YORK
St. Lawrence,0.7618,NEW YORK
Kings,0.8106,NEW YORK
Queens,0.6004,NEW YORK
New York,0.5553,NEW YORK
Oneida,0.3684,NEW YORK
Kings,0.4792,NEW YORK
Queens,0.6627,NEW YORK
Nassau,0.4624,NEW YORK
Kings,0.5992,NEW YORK
Kings,0.5531,NEW YORK
Queens,0.5797,NEW YORK
Queens,0.5863,NEW YORK
Queens,0.7589,NEW YORK
Queens,0.6266,NEW YORK
Nassau,0.4434,NEW YORK
St. Lawrence,0.7213,NEW YORK
Suffolk,0.6439,NEW YORK
Bronx,0.6862,NEW YORK
Kings,0.7932,NEW YORK
Richmond,0.6039,NEW YORK
Queens,0.6647,NEW YORK
New York,0.6764,NEW YORK
Kings,0.4456,NEW YORK
Queens,0.5921,NEW YORK
Bronx,0.409,NEW YORK
Kings,0.6307,NEW YORK
Kings,0.6965,NEW YORK
Kings,0.4454,NEW YORK
Kings,0.6179,NEW YORK
Queens,0.3742,NEW YORK
Kings,0.5007,NEW YORK
Queens,0.7367,NEW YORK
Westchester,0.6903,NEW YORK
Queens,0.8409,NEW YORK
Queens,0.6733,NEW YORK
Genesee,0.6753,NEW YORK
Queens,0.6886,NEW YORK
Herkimer,0.8098,NEW YORK
New York,0.6077,NEW YORK
Westchester,0.6552,NEW YORK
Queens,0.4699,NEW YORK
Queens,0.6027,NEW YORK
Queens,0.7931,NEW YORK
Cortland,0.606,NEW YORK
Kings,0.622,NEW YORK
Kings,0.6496,NEW YORK
Kings,0.5404,NEW YORK
Suffolk,0.4992,NEW YORK
Niagara,0.801,NEW YORK
Albany,0.7475,NEW YORK
New York,0.5304,NEW YORK
Queens,0.5352,NEW YORK
Queens,0.5451,NEW YORK
Queens,0.5213,NEW YORK
Kings,0.6647,NEW YORK
Kings,0.6641,NEW YORK
Schenectady,0.8524,NEW YORK
Queens,0.6532,NEW YORK
Queens,0.7195,NEW YORK
Orange,0.2396,NEW YORK
Oswego,0.6614,NEW YORK
Clinton,0.6101,NEW YORK
Broome,0.6927,NEW YORK
Kings,0.5371,NEW YORK
Westchester,0.6792,NEW YORK
Chautauqua,0.6443,NEW YORK
Queens,0.7865,NEW YORK
Queens,0.7229,NEW YORK
Queens,0.5986,NEW YORK
Oswego,0.7547,NEW YORK
Queens,0.7277,NEW YORK
Kings,0.6383,NEW YORK
Bronx,0.6314,NEW YORK
New York,0.6014,NEW YORK
Queens,0.6314,NEW YORK
Yates,0.6412,NEW YORK
Queens,0.7275,NEW YORK
Queens,0.8076,NEW YORK
Kings,0.8157,NEW YORK
Kings,0.7695,NEW YORK
Washington,0.6308,NEW YORK
Kings,0.8027,NEW YORK
Queens,0.7405,NEW YORK
Queens,0.6108,NEW YORK
Wayne,0.7403,NEW YORK
Monroe,0.615,NEW YORK
Queens,0.4352,NEW YORK
Erie,0.6431,NEW YORK
Queens,0.4694,NEW YORK
Kings,0.8891,NEW YORK
Queens,0.5999,NEW YORK
Columbia,0.5364,NEW YORK
Queens,0.7885,NEW YORK
Kings,0.8999,NEW YORK
Kings,0.602,NEW YORK
Kings,0.5713,NEW YORK
Chautauqua,0.8784,NEW YORK
Queens,0.6199,NEW YORK
Queens,0.6763,NEW YORK
Kings,0.6671,NEW YORK
Schenectady,0.9173,NEW YORK
Otsego,0.5593,NEW YORK
Franklin,0.7072,NEW YORK
Suffolk,0.5131,NEW YORK
Kings,0.6098,NEW YORK
Queens,0.5251,NEW YORK
Otsego,0.8159,NEW YORK
Kings,0.5524,NEW YORK
New York,0.6146,NEW YORK
Jefferson,0.6246,NEW YORK
Broome,0.8177,NEW YORK
Kings,0.6395,NEW YORK
Kings,0.8066,NEW YORK
Kings,0.4199,NEW YORK
Chautauqua,0.736,NEW YORK
New York,0.5448,NEW YORK
Queens,0.7113,NEW YORK
Erie,0.8421,NEW YORK
Queens,0.7428,NEW YORK
Westchester,0.5032,NEW YORK
Queens,0.7715,NEW YORK
Kings,0.5006,NEW YORK
Nassau,0.64,NEW YORK
New York,0.4841,NEW YORK
Nassau,0.5364,NEW YORK
Kings,0.8113,NEW YORK
Kings,0.5039,NEW YORK
Bronx,0.7084,NEW YORK
Kings,0.61,NEW YORK
New York,0.7135,NEW YORK
Kings,0.5495,NEW YORK
Queens,0.6835,NEW YORK
New York,0.8109,NEW YORK
Kings,0.8496,NEW YORK
Queens,0.9258,NEW YORK
Rockland,0.5451,NEW YORK
Broome,0.6575,NEW YORK
Nassau,0.5384,NEW YORK
Jefferson,0.6925,NEW YORK
Richmond,0.5535,NEW YORK
Kings,0.5398,NEW YORK
New York,0.6086,NEW YORK
Kings,0.8179,NEW YORK
Queens,0.6817,NEW YORK
New York,0.6576,NEW YORK
Niagara,0.8775,NEW YORK
Bronx,0.9531,NEW YORK
Richmond,0.5911,NEW YORK
Broome,0.7953,NEW YORK
Cattaraugus,0.5607,NEW YORK
Kings,0.6514,NEW YORK
Queens,0.4914,NEW YORK
Clinton,0.763,NEW YORK
Kings,0.6596,NEW YORK
Queens,0.5987,NEW YORK
Kings,0.5669,NEW YORK
Kings,0.7782,NEW YORK
Suffolk,0.703,NEW YORK
Suffolk,0.6675,NEW YORK
Suffolk,0.7093,NEW YORK
Delaware,0.6645,NEW YORK
Queens,0.5705,NEW YORK
Oneida,0.8068,NEW YORK
Suffolk,0.7584,NEW YORK
Kings,0.6111,NEW YORK
Kings,0.6354,NEW YORK
Kings,0.7675,NEW YORK
Rockland,0.8622,NEW YORK
Kings,0.9038,NEW YORK
Kings,0.5749,NEW YORK
Oswego,0.7293,NEW YORK
Queens,0.8013,NEW YORK
Queens,0.6542,NEW YORK
Allegany,0.787,NEW YORK
Queens,0.7633,NEW YORK
Kings,0.645,NEW YORK
Queens,0.662,NEW YORK
Rockland,0.5545,NEW YORK
Dutchess,0.6256,NEW YORK
Queens,0.6603,NEW YORK
St. Lawrence,0.7095,NEW YORK
Kings,0.7499,NEW YORK
Steuben,0.6824,NEW YORK
New York,0.555,NEW YORK
Richmond,0.7242,NEW YORK
Queens,0.6905,NEW YORK
Kings,0.6473,NEW YORK
Kings,0.5405,NEW YORK
Kings,0.7319,NEW YORK
Queens,0.4638,NEW YORK
Queens,0.6476,NEW YORK
Kings,0.7616,NEW YORK
Kings,0.6444,NEW YORK
Herkimer,0.602,NEW YORK
Wayne,0.7482,NEW YORK
Erie,0.3366,NEW YORK
Steuben,0.7937,NEW YORK
Rockland,0.5936,NEW YORK
Queens,0.4775,NEW YORK
Niagara,0.8695,NEW YORK
Bronx,0.6652,NEW YORK
Cattaraugus,0.7289,NEW YORK
Onondaga,0.8489,NEW YORK
Kings,0.6885,NEW YORK
Kings,0.6944,NEW YORK
Richmond,0.5286,NEW YORK
Kings,0.5111,NEW YORK
Queens,0.723,NEW YORK
Jefferson,0.7828,NEW YORK
Bronx,0.5337,NEW YORK
Queens,0.7949,NEW YORK
Bronx,0.707,NEW YORK
Queens,0.696,NEW YORK
Ulster,0.6886,NEW YORK
Bronx,0.603,NEW YORK
Queens,0.6535,NEW YORK
Oneida,0.7359,NEW YORK
Queens,0.642,NEW YORK
New York,0.5496,NEW YORK
Kings,0.4765,NEW YORK
St. Lawrence,0.7943,NEW YORK
Suffolk,0.6616,NEW YORK
Ulster,0.6938,NEW YORK
Fulton,0.89,NEW YORK
Queens,0.6339,NEW YORK
Kings,0.796,NEW YORK
New York,0.5395,NEW YORK
Westchester,0.5617,NEW YORK
Suffolk,0.5374,NEW YORK
Steuben,0.635,NEW YORK
Kings,0.7743,NEW YORK
Kings,0.4257,NEW YORK
Suffolk,0.7369,NEW YORK
Kings,0.5497,NEW YORK
New York,0.5741,NEW YORK
Bronx,0.6312,NEW YORK
Schuyler,0.6241,NEW YORK
Monroe,0.6497,NEW YORK
Queens,0.5453,NEW YORK
Kings,0.3497,NEW YORK
Onondaga,0.7064,NEW YORK
Queens,0.8458,NEW YORK
Queens,0.7037,NEW YORK
Kings,0.6161,NEW YORK
Westchester,0.7831,NEW YORK
Orange,0.8179,NEW YORK
Queens,0.6319,NEW YORK
Queens,0.5753,NEW YORK
Kings,0.6443,NEW YORK
Westchester,0.5519,NEW YORK
Broome,0.6614,NEW YORK
Schenectady,0.8617,NEW YORK
Kings,0.7631,NEW YORK
Queens,0.7661,NEW YORK
Queens,0.7588,NEW YORK
Kings,0.6456,NEW YORK
New York,0.7299,NEW YORK
Kings,0.7208,NEW YORK
Suffolk,0.732,NEW YORK
Suffolk,0.5755,NEW YORK
Queens,0.6234,NEW YORK
Erie,0.6916,NEW YORK
Queens,0.7713,NEW YORK
Monroe,0.9257,NEW YORK
Kings,0.7812,NEW YORK
Orange,0.4992,NEW YORK
Kings,0.8024,NEW YORK
Kings,0.7291,NEW YORK
Queens,0.7552,NEW YORK
Kings,0.5619,NEW YORK
Cattaraugus,0.6193,NEW YORK
Chautauqua,0.5349,NEW YORK
Queens,0.7053,NEW YORK
Ulster,0.7227,NEW YORK
Kings,0.724,NEW YORK
Westchester,0.5358,NEW YORK
Queens,0.7912,NEW YORK
Queens,0.8999,NEW YORK
Bronx,0.5225,NEW YORK
Kings,0.7209,NEW YORK
Kings,0.6148,NEW YORK
Queens,0.674,NEW YORK
Nassau,0.7226,NEW YORK
Queens,0.7054,NEW YORK
Queens,0.5805,NEW YORK
Queens,0.7657,NEW YORK
Kings,0.8063,NEW YORK
Bronx,0.5892,NEW YORK
Westchester,0.5853,NEW YORK
Kings,0.6845,NEW YORK
New York,0.7328,NEW YORK
Niagara,0.7769,NEW YORK
Queens,0.7305,NEW YORK
Onondaga,0.7724,NEW YORK
Bronx,0.5064,NEW YORK
Erie,0.5958,NEW YORK
Onondaga,0.6995,NEW YORK
Kings,0.8559,NEW YORK
Broome,0.8943,NEW YORK
Montgomery,0.5766,NEW YORK
Queens,0.7723,NEW YORK
Nassau,0.7182,NEW YORK
Kings,0.6912,NEW YORK
Queens,0.8644,NEW YORK
Westchester,0.9712,NEW YORK
Queens,0.5002,NEW YORK
Erie,0.7408,NEW YORK
Dutchess,0.5868,NEW YORK
Kings,0.6887,NEW YORK
Queens,0.7698,NEW YORK
Ulster,0.587,NEW YORK
Queens,0.397,NEW YORK
Kings,0.7032,NEW YORK
Bronx,0.6482,NEW YORK
Westchester,0.5688,NEW YORK
Kings,0.8634,NEW YORK
Kings,0.7578,NEW YORK
Kings,0.8021,NEW YORK
Queens,0.4139,NEW YORK
Kings,0.692,NEW YORK
Kings,0.6114,NEW YORK
Oswego,0.848,NEW YORK
Kings,0.7986,NEW YORK
Kings,0.7167,NEW YORK
Richmond,0.7587,NEW YORK
Erie,0.8523,NEW YORK
Bronx,0.7413,NEW YORK
Kings,0.6699,NEW YORK
Queens,0.671,NEW YORK
Erie,0.8946,NEW YORK
Kings,0.7052,NEW YORK
Oswego,0.7681,NEW YORK
Richmond,0.6586,NEW YORK
Queens,0.6985,NEW YORK
Kings,0.6013,NEW YORK
Albany,0.8117,NEW YORK
Kings,0.8901,NEW YORK
Kings,0.7197,NEW YORK
Wayne,0.7293,NEW YORK
Erie,0.8682,NEW YORK
Kings,0.7035,NEW YORK
Erie,0.849,NEW YORK
Nassau,0.6654,NEW YORK
New York,0.5825,NEW YORK
Bronx,0.6502,NEW YORK
Queens,0.7811,NEW YORK
Queens,0.8027,NEW YORK
Bronx,0.631,NEW YORK
Kings,0.6074,NEW YORK
Queens,0.5256,NEW YORK
Onondaga,0.716,NEW YORK
Queens,0.7895,NEW YORK
Steuben,0.724,NEW YORK
Kings,0.7057,NEW YORK
Kings,0.7956,NEW YORK
Queens,0.8718,NEW YORK
Kings,0.7719,NEW YORK
Kings,0.7161,NEW YORK
Kings,0.8305,NEW YORK
Rensselaer,0.7434,NEW YORK
Broome,0.7894,NEW YORK
Rensselaer,0.7615,NEW YORK
Queens,0.8065,NEW YORK
Kings,0.6128,NEW YORK
Erie,0.9599,NEW YORK
Kings,0.785,NEW YORK
Onondaga,0.7415,NEW YORK
Westchester,0.6714,NEW YORK
Kings,0.7662,NEW YORK
New York,0.5255,NEW YORK
Bronx,0.7534,NEW YORK
Erie,0.8637,NEW YORK
Suffolk,0.5153,NEW YORK
Queens,0.5933,NEW YORK
Queens,0.8786,NEW YORK
Queens,0.8927,NEW YORK
Kings,0.6895,NEW YORK
Erie,0.8868,NEW YORK
Westchester,0.4875,NEW YORK
Wayne,0.803,NEW YORK
New York,0.7555,NEW YORK
Kings,0.8539,NEW YORK
Orange,0.9378,NEW YORK
Richmond,0.6147,NEW YORK
Dutchess,0.6082,NEW YORK
Queens,0.5743,NEW YORK
Kings,0.6473,NEW YORK
New York,0.7961,NEW YORK
Livingston,0.7449,NEW YORK
Kings,0.792,NEW YORK
Herkimer,0.7381,NEW YORK
Richmond,0.7911,NEW YORK
Bronx,0.7182,NEW YORK
Monroe,0.8041,NEW YORK
Queens,0.8579,NEW YORK
Queens,0.8108,NEW YORK
Monroe,0.912,NEW YORK
Bronx,0.7209,NEW YORK
Niagara,0.8171,NEW YORK
Ulster,0.5715,NEW YORK
Queens,0.7185,NEW YORK
Kings,0.6246,NEW YORK
Greene,0.8799,NEW YORK
Queens,0.7977,NEW YORK
Dutchess,0.7797,NEW YORK
Kings,0.733,NEW YORK
Kings,0.6354,NEW YORK
Steuben,0.7438,NEW YORK
Kings,0.6588,NEW YORK
Queens,0.7039,NEW YORK
Queens,0.6632,NEW YORK
Suffolk,0.7175,NEW YORK
Washington,0.735,NEW YORK
Kings,0.7039,NEW YORK
Queens,0.4861,NEW YORK
Kings,0.7918,NEW YORK
Kings,0.8772,NEW YORK
Franklin,0.7348,NEW YORK
Nassau,0.6476,NEW YORK
Kings,0.8543,NEW YORK
Onondaga,0.8253,NEW YORK
Monroe,0.7661,NEW YORK
Monroe,0.8222,NEW YORK
Kings,0.5591,NEW YORK
Queens,0.6467,NEW YORK
Kings,0.7286,NEW YORK
Kings,0.9314,NEW YORK
Queens,0.9192,NEW YORK
Delaware,0.6219,NEW YORK
Clinton,0.6654,NEW YORK
New York,0.5091,NEW YORK
Bronx,0.6869,NEW YORK
New York,0.6937,NEW YORK
Nassau,0.6892,NEW YORK
Bronx,0.7129,NEW YORK
Erie,0.7712,NEW YORK
New York,0.5823,NEW YORK
Queens,0.7027,NEW YORK
Kings,0.7617,NEW YORK
Westchester,0.6032,NEW YORK
Wayne,0.6339,NEW YORK
Queens,0.6912,NEW YORK
Kings,0.7731,NEW YORK
Kings,0.5879,NEW YORK
Queens,0.7574,NEW YORK
Kings,0.7309,NEW YORK
Schenectady,0.868,NEW YORK
Queens,0.6186,NEW YORK
New York,0.79,NEW YORK
Bronx,0.6372,NEW YORK
Kings,0.7838,NEW YORK
Monroe,0.8613,NEW YORK
Westchester,0.6598,NEW YORK
Erie,0.9056,NEW YORK
Kings,0.7273,NEW YORK
Kings,0.8585,NEW YORK
Westchester,0.481,NEW YORK
Kings,0.7363,NEW YORK
Chenango,0.5734,NEW YORK
Monroe,0.7221,NEW YORK
Richmond,0.6177,NEW YORK
Sullivan,0.8111,NEW YORK
Cayuga,0.8293,NEW YORK
Oswego,0.7661,NEW YORK
Kings,0.6509,NEW YORK
Dutchess,0.6417,NEW YORK
Queens,0.8521,NEW YORK
Queens,0.5835,NEW YORK
Bronx,0.6821,NEW YORK
Onondaga,0.7496,NEW YORK
Westchester,0.5401,NEW YORK
Queens,0.7654,NEW YORK
Kings,0.7868,NEW YORK
Kings,0.6814,NEW YORK
Kings,0.7812,NEW YORK
Kings,0.7056,NEW YORK
Suffolk,0.5934,NEW YORK
Ulster,0.6915,NEW YORK
Kings,0.8896,NEW YORK
Kings,0.7622,NEW YORK
Queens,0.6227,NEW YORK
Queens,0.6852,NEW YORK
Kings,0.715,NEW YORK
Erie,0.7179,NEW YORK
Westchester,0.7552,NEW YORK
Queens,0.6245,NEW YORK
Kings,0.7557,NEW YORK
Steuben,0.7757,NEW YORK
New York,0.6405,NEW YORK
Kings,0.7405,NEW YORK
Kings,0.6065,NEW YORK
Onondaga,0.7948,NEW YORK
Queens,0.6758,NEW YORK
Onondaga,0.99,NEW YORK
New York,0.7068,NEW YORK
Bronx,0.5529,NEW YORK
Kings,0.8132,NEW YORK
Queens,0.5968,NEW YORK
Chautauqua,0.8087,NEW YORK
Kings,0.7366,NEW YORK
Kings,0.7264,NEW YORK
Suffolk,0.8272,NEW YORK
Nassau,0.6599,NEW YORK
Monroe,0.6072,NEW YORK
Schenectady,0.6827,NEW YORK
Wayne,0.7994,NEW YORK
Kings,0.7548,NEW YORK
Kings,0.786,NEW YORK
Kings,0.736,NEW YORK
Kings,0.8408,NEW YORK
Erie,0.6543,NEW YORK
Kings,0.8744,NEW YORK
Kings,0.7486,NEW YORK
Kings,0.6629,NEW YORK
Ulster,0.7451,NEW YORK
Kings,0.7932,NEW YORK
Dutchess,0.9955,NEW YORK
Rockland,0.9598,NEW YORK
Kings,0.781,NEW YORK
Bronx,0.6251,NEW YORK
Schenectady,0.8566,NEW YORK
Delaware,0.6668,NEW YORK
New York,0.6779,NEW YORK
Queens,0.7543,NEW YORK
Queens,0.609,NEW YORK
Kings,0.8044,NEW YORK
Rockland,0.5839,NEW YORK
Kings,0.7564,NEW YORK
Richmond,0.727,NEW YORK
Kings,0.6954,NEW YORK
Bronx,0.6594,NEW YORK
Kings,0.8515,NEW YORK
Queens,0.8997,NEW YORK
Rockland,0.9113,NEW YORK
Rockland,0.9875,NEW YORK
New York,0.843,NEW YORK
Queens,0.8535,NEW YORK
Kings,0.7099,NEW YORK
Kings,0.6352,NEW YORK
Cayuga,0.7588,NEW YORK
Monroe,0.9572,NEW YORK
Bronx,0.4699,NEW YORK
Oneida,0.8179,NEW YORK
Queens,0.7204,NEW YORK
Queens,0.7223,NEW YORK
Kings,0.8793,NEW YORK
Suffolk,0.5575,NEW YORK
Kings,0.6832,NEW YORK
Montgomery,0.8088,NEW YORK
New York,0.7869,NEW YORK
Kings,0.7809,NEW YORK
Jefferson,0.7444,NEW YORK
Queens,0.8259,NEW YORK
Kings,0.8469,NEW YORK
Orange,0.6973,NEW YORK
Tioga,0.7546,NEW YORK
Queens,0.8702,NEW YORK
Kings,0.8102,NEW YORK
Kings,0.5282,NEW YORK
Niagara,0.8293,NEW YORK
Suffolk,0.5148,NEW YORK
Kings,0.8206,NEW YORK
Tompkins,0.6413,NEW YORK
Kings,0.8609,NEW YORK
Nassau,0.5183,NEW YORK
Westchester,0.8082,NEW YORK
Broome,0.8114,NEW YORK
Oneida,0.8803,NEW YORK
