STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
06,377,Spreckels Union Elementary School District,Monterey County
06,416,Washington Union Elementary School District,Monterey County
06,177,Howell Mountain Elementary School District,Napa County
06,266,Napa Valley Unified School District,Napa County
06,313,Pope Valley Union Elementary School District,Napa County
06,378,St. Helena Unified School District,Napa County
06,000,Twin Ridges Elementary School District,Nevada County
06,014,Penn Valley Union Elementary School District,Nevada County
06,083,Chicago Park Elementary School District,Nevada County
06,088,Clear Creek Elementary School District,Nevada County
06,157,Grass Valley Elementary School District,Nevada County
06,268,Nevada City Elementary School District,Nevada County
06,268,Nevada Joint Union High School District,Nevada County
06,309,Pleasant Ridge Union Elementary School District,Nevada County
06,403,Union Hill Elementary School District,Nevada County
06,026,Anaheim Elementary School District,Orange County
06,026,Anaheim Union High School District,Orange County
06,058,Brea-Olinda Unified School District,Orange County
06,063,Buena Park Elementary School District,Orange County
06,074,Capistrano Unified School District,Orange County
06,080,Centralia Elementary School District,Orange County
06,104,Cypress Elementary School District,Orange County
06,142,Fountain Valley Elementary School District,Orange County
06,147,Fullerton Elementary School District,Orange County
06,148,Garden Grove Unified School District,Orange County
06,180,Huntington Beach City Elementary School District,Orange County
06,180,Huntington Beach Union High School District,Orange County
06,201,La Habra City Elementary School District,Orange County
06,203,Laguna Beach Unified School District,Orange County
06,225,Los Alamitos Unified School District,Orange County
06,234,Magnolia Elementary School District,Orange County
06,272,Newport-Mesa Unified School District,Orange County
06,281,Ocean View Elementary School District,Orange County
06,286,Orange Unified School District,Orange County
06,306,Placentia-Yorba Linda Unified School District,Orange County
06,338,Saddleback Valley Unified School District,Orange County
06,353,Santa Ana Unified School District,Orange County
06,360,Savanna Elementary School District,Orange County
06,401,Tustin Unified School District,Orange County
06,421,Westminster School District,Orange County
06,845,Irvine Unified School District,Orange County
06,000,Rocklin Unified School District,Placer County
06,016,Ackerman Elementary School District,Placer County
06,022,Alta-Dutch Flat Union Elementary School District,Placer County
06,034,Auburn Union Elementary School District,Placer County
06,093,Colfax Elementary School District,Placer County
06,130,Eureka Union Elementary School District,Placer County
06,139,Foresthill Union Elementary School District,Placer County
06,225,Loomis Union Elementary School District,Placer County
06,271,Newcastle Elementary School District,Placer County
06,307,Placer Hills Union Elementary School District,Placer County
06,307,Placer Union High School District,Placer County
06,336,Roseville City Elementary School District,Placer County
06,421,Western Placer Unified School District,Placer County
06,311,Plumas Unified School District,Plumas County
06,000,Lake Elsinore Unified School District,Riverside County
06,000,Temecula Valley Unified School District,Riverside County
06,000,Murrieta Valley Unified School District,Riverside County
06,024,Alvord Unified School District,Riverside County
06,038,Banning Unified School District,Riverside County
06,060,Perris Union High School District (9-12),Riverside County
06,098,Corona-Norco Unified School District,Riverside County
06,111,Desert Center Unified School District,Riverside County
06,111,Desert Sands Unified School District,Riverside County
06,169,Hemet Unified School District,Riverside County
06,192,Jurupa Unified School District,Riverside County
06,245,Menifee Union School District,Riverside County
06,258,Moreno Valley Unified School District,Riverside County
06,277,Nuview Union Elementary School District,Riverside County
06,295,Palm Springs Unified School District,Riverside County
06,296,Palo Verde Unified School District,Riverside County
06,301,Perris Elementary School District,Riverside County
06,302,Perris Union High School District,Riverside County
06,331,Riverside Unified School District,Riverside County
06,333,Romoland Elementary School District,Riverside County
06,344,San Jacinto Unified School District,Riverside County
06,911,Val Verde Unified School District,Riverside County
06,000,Natomas Unified School District,Sacramento County
06,013,Twin Rivers Unified School District,Sacramento County
06,030,Arcohe Union Elementary School District,Sacramento County
06,060,Twin Rivers Unified School District (7-12),Sacramento County
06,123,Elk Grove Unified School District,Sacramento County
06,138,Folsom-Cordova Unified School District,Sacramento County
06,332,Robla Elementary School District,Sacramento County
06,338,Sacramento City Unified School District,Sacramento County
06,346,San Juan Unified School District,Sacramento County
06,051,Bitterwater-Tully Union Elementary School District,San Benito County
06,086,Cienega Union Elementary School District,San Benito County
06,173,Hollister School District,San Benito County
06,188,Jefferson Elementary School District,San Benito County
06,274,North County Joint Union Elementary School District,San Benito County
06,297,Panoche Elementary School District,San Benito County
06,341,San Benito High School District,San Benito County
06,376,Southside Elementary School District,San Benito County
06,396,Tres Pinos Union Elementary School District,San Benito County
06,426,Willow Grove Union Elementary School District,San Benito County
06,000,Hesperia Unified School District,San Bernardino County
06,000,Lucerne Valley Unified School District,San Bernardino County
06,000,Upland Unified School District,San Bernardino County
06,000,Apple Valley Unified School District,San Bernardino County
06,017,Adelanto Elementary School District,San Bernardino County
06,021,Alta Loma Elementary School District,San Bernardino County
06,036,Baker Valley Unified School District,San Bernardino County
06,040,Barstow Unified School District,San Bernardino County
06,042,Bear Valley Unified School District,San Bernardino County
06,079,Central Elementary School District,San Bernardino County
06,084,Chino Valley Unified School District,San Bernardino County
06,129,Etiwanda Elementary School District,San Bernardino County
06,139,Fontana Unified School District,San Bernardino County
06,163,Cucamonga Elementary School District,San Bernardino County
06,168,Helendale Elementary School District,San Bernardino County
06,258,Morongo Unified School District,San Bernardino County
06,262,Mountain View Elementary School District,San Bernardino County
06,267,Needles Unified School District,San Bernardino County
06,284,Ontario-Montclair School District,San Bernardino County
06,289,Oro Grande Elementary School District,San Bernardino County
06,320,Redlands Unified School District,San Bernardino County
06,323,Rialto Unified School District,San Bernardino County
06,326,Rim of the World Unified School District,San Bernardino County
06,341,San Bernardino City Unified School District,San Bernardino County
06,368,Silver Valley Unified School District,San Bernardino County
06,369,Victor Valley Union High School District,San Bernardino County
06,410,Victor Elementary School District,San Bernardino County
06,000,Warner Unified School District,San Diego County
06,000,Valley Center-Pauma Unified School District,San Diego County
06,014,Bonsall Unified School District,San Diego County
06,021,Alpine Union Elementary School District,San Diego County
06,057,Borrego Springs Unified School District,San Diego County
06,068,Cajon Valley Union Elementary School District,San Diego County
06,074,Cardiff Elementary School District,San Diego County
06,075,Carlsbad Unified School District,San Diego County
06,086,Chula Vista Elementary School District,San Diego County
06,098,Coronado Unified School District,San Diego County
06,107,Dehesa Elementary School District,San Diego County
06,107,Del Mar Union Elementary School District,San Diego County
06,127,Encinitas Union Elementary School District,San Diego County
06,128,Escondido Union Elementary School District,San Diego County
06,129,Escondido Union High School District,San Diego County
06,135,Fallbrook Union Elementary School District,San Diego County
06,135,Fallbrook Union High School District,San Diego County
06,162,Grossmont Union High School District,San Diego County
06,187,Jamul-Dulzura Union Elementary School District,San Diego County
06,191,Julian Union High School District,San Diego County
06,191,Julian Union Elementary School District,San Diego County
06,202,La Mesa-Spring Valley School District,San Diego County
06,207,Lakeside Union Elementary School District,San Diego County
06,213,Lemon Grove Elementary School District,San Diego County
06,261,Mountain Empire Unified School District,San Diego County
06,266,National Elementary School District,San Diego County
06,282,Oceanside Unified School District,San Diego County
06,315,Poway Unified School District,San Diego County
06,317,Ramona City Unified School District,San Diego County
06,317,Rancho Santa Fe Elementary School District,San Diego County
06,343,San Diego City Unified School District,San Diego County
06,343,San Dieguito Union High School District,San Diego County
06,348,San Marcos Unified School District,San Diego County
06,350,San Pasqual Union Elementary School District,San Diego County
06,352,San Ysidro Elementary School District,San Diego County
06,358,Santee School District,San Diego County
06,369,Solana Beach Elementary School District,San Diego County
06,373,South Bay Union School District,San Diego County
06,376,Spencer Valley Elementary School District,San Diego County
06,386,Sweetwater Union High School District,San Diego County
06,407,Vallecitos Elementary School District,San Diego County
06,411,Vista Unified School District,San Diego County
06,344,San Francisco Unified School District,San Francisco County
06,000,Tracy Unified School District,San Joaquin County
06,014,Lammersville Joint Unified School District,San Joaquin County
06,038,Banta Elementary School District,San Joaquin County
06,060,Tracy Unified School District (9-12),San Joaquin County
06,128,Escalon Unified School District,San Joaquin County
06,188,Jefferson Elementary School District,San Joaquin County
06,216,Lincoln Unified School District,San Joaquin County
06,218,Linden Unified School District,San Joaquin County
06,222,Lodi Unified School District,San Joaquin County
06,236,Manteca Unified School District,San Joaquin County
06,269,New Hope Elementary School District,San Joaquin County
06,270,New Jerusalem Elementary School District,San Joaquin County
06,279,Oak View Union Elementary School District,San Joaquin County
06,328,Ripon Unified School District,San Joaquin County
06,380,Stockton Unified School District,San Joaquin County
06,000,Paso Robles Joint Unified School District,San Luis Obispo County
06,000,Coast Unified School District,San Luis Obispo County
06,033,Atascadero Unified School District,San Luis Obispo County
06,078,Cayucos Elementary School District,San Luis Obispo County
06,230,Lucia Mar Unified School District,San Luis Obispo County
06,348,San Luis Coastal Unified School District,San Luis Obispo County
06,390,Templeton Unified School District,San Luis Obispo County
06,990,Coast Unified School District (9-12),San Luis Obispo County
06,042,Bayshore Elementary School District,San Mateo County
06,045,Belmont-Redwood Shores Elementary School District,San Mateo County
06,060,Brisbane Elementary School District,San Mateo County
06,064,Burlingame Elementary School District,San Mateo County
06,067,Cabrillo Unified School District,San Mateo County
06,171,Hillsborough City Elementary School District,San Mateo County
06,188,Jefferson Elementary School District,San Mateo County
06,189,Jefferson Union High School District,San Mateo County
06,202,La Honda-Pescadero Unified School District,San Mateo County
06,204,Pacifica School District,San Mateo County
06,223,Las Lomitas Elementary School District,San Mateo County
06,245,Menlo Park City Elementary School District,San Mateo County
06,249,Millbrae Elementary School District,San Mateo County
06,314,Portola Valley Elementary School District,San Mateo County
06,318,Ravenswood City Elementary School District,San Mateo County
06,321,Redwood City Elementary School District,San Mateo County
06,342,San Bruno Park Elementary School District,San Mateo County
06,342,San Carlos Elementary School District,San Mateo County
06,349,San Mateo-Foster City Elementary School District,San Mateo County
06,349,San Mateo Union High School District,San Mateo County
06,363,Sequoia Union High School District,San Mateo County
06,375,South San Francisco Unified School District,San Mateo County
06,431,Woodside Elementary School District,San Mateo County
06,014,Santa Barbara Unified School District,Santa Barbara County
06,037,Ballard Elementary School District,Santa Barbara County
06,052,Blochman Union Elementary School District,Santa Barbara County
06,055,Santa Maria-Bonita Elementary School District,Santa Barbara County
06,060,Santa Barbara Unified School District (7-12),Santa Barbara County
06,063,Buellton Union Elementary School District,Santa Barbara County
06,075,Carpinteria Unified School District,Santa Barbara County
06,092,Cold Spring Elementary School District,Santa Barbara County
06,093,College Elementary School District,Santa Barbara County
06,155,Goleta Union Elementary School District,Santa Barbara County
06,162,Guadalupe Union Elementary School District,Santa Barbara County
06,174,Hope Elementary School District,Santa Barbara County
06,224,Lompoc Unified School District,Santa Barbara County
06,229,Los Olivos Elementary School District,Santa Barbara County
06,255,Montecito Union Elementary School District,Santa Barbara County
06,287,Orcutt Union Elementary School District,Santa Barbara County
06,356,Santa Maria Joint Union High School District,Santa Barbara County
06,358,Santa Ynez Valley Union High School District,Santa Barbara County
06,371,Solvang Elementary School District,Santa Barbara County
06,412,Vista del Mar Union Elementary School District,Santa Barbara County
06,023,Alum Rock Union Elementary School District,Santa Clara County
06,048,Berryessa Union Elementary School District,Santa Clara County
06,071,Cambrian Elementary School District,Santa Clara County
06,072,Campbell Union Elementary School District,Santa Clara County
06,072,Campbell Union High School District,Santa Clara County
06,102,Cupertino Union Elementary School District,Santa Clara County
06,118,East Side Union High School District,Santa Clara County
06,131,Evergreen Elementary School District,Santa Clara County
06,143,Franklin-McKinley Elementary School District,Santa Clara County
06,144,Fremont Union High School District,Santa Clara County
06,151,Gilroy Unified School District,Santa Clara County
06,226,Los Altos Elementary School District,Santa Clara County
06,228,Los Gatos Union Elementary School District,Santa Clara County
06,231,Luther Burbank Elementary School District,Santa Clara County
06,245,Milpitas Unified School District,Santa Clara County
06,257,Moreland School District,Santa Clara County
06,258,Morgan Hill Unified School District,Santa Clara County
06,262,Mountain View Whisman Elementary School District,Santa Clara County
06,263,Mountain View-Los Altos Union School District,Santa Clara County
06,264,Mount Pleasant Elementary School District,Santa Clara County
06,278,Oak Grove Elementary School District,Santa Clara County
06,286,Orchard Elementary School District,Santa Clara County
06,296,Palo Alto Unified School District,Santa Clara County
06,345,San Jose Unified School District,Santa Clara County
06,354,Santa Clara Unified School District,Santa Clara County
06,359,Saratoga Union Elementary School District,Santa Clara County
06,384,Sunnyvale Elementary School District,Santa Clara County
06,403,Union Elementary School District,Santa Clara County
06,000,Scotts Valley Unified School District,Santa Cruz County
06,056,Bonny Doon Union Elementary School District,Santa Cruz County
06,060,Santa Cruz City High School District (9-12),Santa Cruz County
06,165,Happy Valley Elementary School District,Santa Cruz County
06,219,Live Oak Elementary School District,Santa Cruz County
06,260,Mountain Elementary School District,Santa Cruz County
06,293,Pacific Elementary School District,Santa Cruz County
06,347,San Lorenzo Valley Unified School District,Santa Cruz County
06,355,Santa Cruz City Elementary School District,Santa Cruz County
06,356,Santa Cruz City High School District,Santa Cruz County
06,372,Soquel Elementary School District,Santa Cruz County
06,990,Santa Cruz City High School District (6-12),Santa Cruz County
06,027,Anderson Union High School District,Shasta County
06,043,Bella Vista Elementary School District,Shasta County
06,052,Black Butte Union Elementary School District,Shasta County
06,076,Cascade Union Elementary School District,Shasta County
06,077,Castle Rock Union Elementary School District,Shasta County
06,094,Columbia Elementary School District,Shasta County
06,099,Cottonwood Union Elementary School District,Shasta County
06,128,Enterprise Elementary School District,Shasta County
06,144,French Gulch-Whiskeytown Elementary School District,Shasta County
06,149,Gateway Unified School District,Shasta County
06,156,Grant Elementary School District,Shasta County
06,165,Happy Valley Union Elementary School District,Shasta County
06,181,"Igo, Platina Union Elementary School District"
06,182,Indian Springs Elementary School District,Shasta County
06,192,Junction Elementary School District,Shasta County
06,249,Millville Elementary School District,Shasta County
06,270,Mountain Union Elementary School District,Shasta County
06,275,North Cow Creek Elementary School District,Shasta County
06,278,Oak Run Elementary School District,Shasta County
06,292,Pacheco Union Elementary School District,Shasta County
06,320,Redding Elementary School District,Shasta County
06,365,Shasta Union Elementary School District,Shasta County
06,366,Shasta Union High School District,Shasta County
06,424,Whitmore Union Elementary School District,Shasta County
06,001,Scott Valley Unified School District,Siskiyou County
06,049,Big Springs Union Elementary School District,Siskiyou County
06,054,Bogus Elementary School District,Siskiyou County
06,060,Scott Valley Unified School District (9-12),Siskiyou County
06,065,Butte Valley Unified School District,Siskiyou County
06,066,Butteville Union Elementary School District,Siskiyou County
06,109,Delphic Elementary School District,Siskiyou County
06,116,Dunsmuir Elementary School District,Siskiyou County
06,140,Forks of Salmon Elementary School District,Siskiyou County
06,149,Gazelle Union Elementary School District,Siskiyou County
06,161,Grenada Elementary School District,Siskiyou County
06,165,Happy Camp Union Elementary School District,Siskiyou County
06,176,Hornbrook Elementary School District,Siskiyou County
06,192,Junction Elementary School District,Siskiyou County
06,199,Klamath River Union Elementary School District,Siskiyou County
06,219,Little Shasta Elementary School District,Siskiyou County
06,242,McCloud Union Elementary School District,Siskiyou County
06,253,Montague Elementary School District,Siskiyou County
06,260,Mount Shasta Union Elementary School District,Siskiyou County
06,362,Seiad Elementary School District,Siskiyou County
06,369,Siskiyou Union High School District,Siskiyou County
06,419,Weed Union Elementary School District,Siskiyou County
06,426,Willow Creek Elementary School District,Siskiyou County
06,433,Yreka Union Elementary School District,Siskiyou County
06,434,Yreka Union High School District,Siskiyou County
06,046,Benicia Unified School District,Solano County
06,112,Dixon Unified School District,Solano County
06,396,Travis Unified School District,Solano County
06,405,Vacaville Unified School District,Solano County
06,407,Vallejo City Unified School District,Solano County
06,000,Windsor Unified School District,Sonoma County
06,000,Healdsburg Unified School District,Sonoma County
06,018,Alexander Valley Union School District,Sonoma County
06,026,West Sonoma County Union High School District,Sonoma County
06,043,Bellevue Union School District,Sonoma County
06,046,Bennett Valley Union Elementary School District,Sonoma County
06,060,Healdsburg Unified School District (7-12),Sonoma County
06,087,Cinnabar Elementary School District,Sonoma County
06,089,Cloverdale Unified School District,Sonoma County
06,099,Cotati-Rohnert Park Unified School District,Sonoma County
06,116,Dunham Elementary School District,Sonoma County
06,140,Forestville Union Elementary School District,Sonoma County
06,141,Fort Ross Elementary School District,Sonoma County
06,151,Geyserville Unified School District,Sonoma County
06,158,Gravenstein Union Elementary School District,Sonoma County
06,163,Guerneville Elementary School District,Sonoma County
06,166,Harmony Union School District,Sonoma County
06,175,Horicon Elementary School District,Sonoma County
06,194,Kenwood Elementary School District,Sonoma County
06,215,Liberty Elementary School District,Sonoma County
06,240,Mark West Union Elementary School District,Sonoma County
06,254,Monte Rio Union Elementary School District,Sonoma County
06,256,Montgomery Elementary School District,Sonoma County
06,278,Oak Grove Union Elementary School District,Sonoma County
06,283,Old Adobe Union Elementary School District,Sonoma County
06,302,Petaluma City Elementary School District,Sonoma County
06,304,Piner-Olivet Union Elementary School District,Sonoma County
06,323,Kashia Elementary School District,Sonoma County
06,326,Rincon Valley Union Elementary School District,Sonoma County
06,335,Roseland School District,Sonoma County
06,358,Santa Rosa Elementary School District,Sonoma County
06,358,Santa Rosa High School District,Sonoma County
06,361,Sebastopol Union Elementary School District,Sonoma County
06,372,Sonoma Valley Unified School District,Sonoma County
06,402,Twin Hills Union Elementary School District,Sonoma County
06,402,Two Rock Union Elementary School District,Sonoma County
06,417,Waugh Elementary School District,Sonoma County
06,422,West Side Union Elementary School District,Sonoma County
06,427,Wilmar Union Elementary School District,Sonoma County
06,432,Wright Elementary School District,Sonoma County
06,000,Hughson Unified School District,Stanislaus County
06,000,Riverbank Unified School District,Stanislaus County
06,000,Oakdale Joint Unified School District,Stanislaus County
06,000,Waterford Unified School District,Stanislaus County
06,060,Turlock Unified School District (9-12),Stanislaus County
06,081,Ceres Unified School District,Stanislaus County
06,082,Chatom Union Elementary School District,Stanislaus County
06,110,Denair Unified School District,Stanislaus County
06,126,Empire Union Elementary School District,Stanislaus County
06,158,Gratton Elementary School District,Stanislaus County
06,166,Hart-Ransom Union Elementary School District,Stanislaus County
06,171,Hickman Community Charter School District,Stanislaus County
06,196,Keyes Union Elementary School District,Stanislaus County
06,200,Knights Ferry Elementary School District,Stanislaus County
06,251,Modesto City Elementary School District,Stanislaus County
06,251,Modesto City High School District,Stanislaus County
06,272,Newman-Crows Landing Unified School District,Stanislaus County
06,297,Paradise Elementary School District,Stanislaus County
06,332,Roberts Ferry Union Elementary School District,Stanislaus County
06,339,Salida Union Elementary School District,Stanislaus County
06,366,Shiloh Elementary School District,Stanislaus County
06,379,Stanislaus Union Elementary School District,Stanislaus County
06,386,Sylvan Union Elementary School District,Stanislaus County
06,990,Hughson Unified School District (9-12),Stanislaus County
06,060,Brittan Elementary School District,Sutter County
06,061,Browns Elementary School District,Sutter County
06,143,Franklin Elementary School District,Sutter County
06,220,Live Oak Unified School District,Sutter County
06,238,Marcum-Illinois Union Elementary School District,Sutter County
06,246,Meridian Elementary School District,Sutter County
06,277,Nuestro Elementary School District,Sutter County
06,386,Sutter Union High School District,Sutter County
06,429,Winship Robbins Elementary School District,Sutter County
06,434,Yuba City Unified School District,Sutter County
06,097,Corning Union Elementary School District,Tehama County
06,098,Corning Union High School District,Tehama County
06,131,Evergreen Union Elementary School District,Tehama County
06,138,Flournoy Union Elementary School District,Tehama County
06,150,Gerber Union Elementary School District,Tehama County
06,198,Kirkwood Elementary School District,Tehama County
06,210,Lassen View Union Elementary School District,Tehama County
06,228,Los Molinos Unified School District,Tehama County
06,319,Red Bluff Union Elementary School District,Tehama County
06,322,Reeds Creek Elementary School District,Tehama County
06,324,Richfield Elementary School District,Tehama County
06,000,Mountain Valley Unified School District,Trinity County
06,013,Trinity Alps Unified School District,Trinity County
06,060,Trinity Alps Unified School District (9-12),Trinity County
06,065,Burnt Ranch Elementary School District,Trinity County
06,092,Coffee Creek Elementary School District,Trinity County
06,114,Douglas City Elementary School District,Trinity County
06,191,Junction City Elementary School District,Trinity County
06,214,Lewiston Elementary School District,Trinity County
06,397,Trinity Center Elementary School District,Trinity County
06,000,Farmersville Unified School District,Tulare County
06,000,Porterville Unified School District,Tulare County
06,000,Dinuba Unified School District,Tulare County
06,014,Woodlake Unified School District,Tulare County
06,014,Exeter Unified School District,Tulare County
06,019,Allensworth Elementary School District,Tulare County
06,020,Alpaugh Unified School District,Tulare County
06,022,Alta Vista Elementary School District,Tulare County
06,060,Woodlake Unified School District (9-12),Tulare County
06,060,Exeter Unified School District (9-12),Tulare County
06,061,Porterville Unified School District (9-12),Tulare County
06,064,Buena Vista Elementary School District,Tulare County
06,065,Burton Elementary School District,Tulare County
06,095,Columbine Elementary School District,Tulare County
06,115,Ducor Union Elementary School District,Tulare County
06,117,Earlimart Elementary School District,Tulare County
06,175,Hope Elementary School District,Tulare County
06,176,Hot Springs Elementary School District,Tulare County
06,197,Kings River Union Elementary School District,Tulare County
06,215,Liberty Elementary School District,Tulare County
06,218,Lindsay Unified School District,Tulare County
06,279,Oak Valley Union Elementary School District,Tulare County
06,291,Outside Creek Elementary School District,Tulare County
06,296,Palo Verde Union Elementary School District,Tulare County
06,306,Pixley Union Elementary School District,Tulare County
06,310,Pleasant View Elementary School District,Tulare County
06,324,Richgrove Elementary School District,Tulare County
06,332,Rockford Elementary School District,Tulare County
06,359,Saucelito Elementary School District,Tulare County
06,363,Sequoia Union Elementary School District,Tulare County
06,377,Springville Union Elementary School District,Tulare County
06,380,Stone Corral Elementary School District,Tulare County
06,381,Strathmore Union Elementary School District,Tulare County
06,383,Sundale Union Elementary School District,Tulare County
06,384,Sunnyside Union Elementary School District,Tulare County
06,390,Terra Bella Union Elementary School District,Tulare County
06,392,Three Rivers Union Elementary School District,Tulare County
06,393,Tipton Elementary School District,Tulare County
06,398,Tulare City Elementary School District,Tulare County
06,411,Visalia Unified School District,Tulare County
06,431,Woodville Elementary School District,Tulare County
06,045,Belleview Elementary School District,Tuolumne County
06,094,Columbia Union Elementary School District,Tuolumne County
06,103,Curtis Creek Elementary School District,Tuolumne County
06,186,Jamestown Elementary School District,Tuolumne County
06,372,Sonora Elementary School District,Tuolumne County
06,372,Sonora Union High School District,Tuolumne County
06,373,Soulsbyville Elementary School District,Tuolumne County
06,382,Summerville Elementary School District,Tuolumne County
06,382,Summerville Union High School District,Tuolumne County
06,402,Twain Harte School District,Tuolumne County
06,911,Big Oak Flat-Groveland Unified School District,Tuolumne County
06,014,Santa Paula Unified School District,Ventura County
06,060,Santa Paula Unified School District (9-12),Ventura County
06,060,Briggs Elementary School District,Ventura County
06,096,Conejo Valley Unified School District,Ventura County
06,138,Fillmore Unified School District,Ventura County
06,178,Hueneme Elementary School District,Ventura County
06,247,Mesa Union Elementary School District,Ventura County
06,256,Moorpark Unified School District,Ventura County
06,264,Mupu Elementary School District,Ventura County
06,278,Oak Park Unified School District,Ventura County
06,281,Ocean View Elementary School District,Ventura County
06,282,Ojai Unified School District,Ventura County
06,292,Oxnard Elementary School District,Ventura County
06,292,Oxnard Union High School District,Ventura County
06,309,Pleasant Valley Elementary School District,Ventura County
06,327,Rio Elementary School District,Ventura County
06,354,Santa Clara Elementary School District,Ventura County
06,368,Simi Valley Unified School District,Ventura County
06,371,Somis Union Elementary School District,Ventura County
06,409,Ventura Unified School District,Ventura County
06,129,Esparto Unified School District,Yolo County
06,415,Washington Unified School District,Yolo County
06,072,Camptonville Elementary School District,Yuba County
06,311,Plumas Lake Elementary School District,Yuba County
06,423,Wheatland Elementary School District,Yuba County
06,423,Wheatland Union High School District,Yuba County
06,990,Nevada Joint Union High School District (9-12),Yuba County
08,019,Adams County School District 14,Adams County
08,055,Mapleton School District 1,Adams County
08,072,Westminster Public School District,Adams County
08,029,Cherry Creek School District 5,Arapahoe County
08,037,Englewood School District 1,Arapahoe County
08,053,Littleton School District 6,Arapahoe County
08,065,Sheridan School District 2,Arapahoe County
08,027,Campo School District RE-6,Baca County
08,060,Pritchett School District RE-3,Baca County
08,066,Springfield School District RE-4,Baca County
08,069,Vilas School District RE-5,Baca County
08,071,Walsh School District RE-1,Baca County
08,052,Las Animas School District RE-1,Bent County
08,055,McClave School District RE-2,Bent County
08,026,Buena Vista School District R-31,Chaffee County
08,000,Cheyenne County School District RE-5,Cheyenne County
08,050,Kit Carson School District R-1,Cheyenne County
08,030,Clear Creek School District RE-1,Clear Creek County
08,021,South Conejos School District RE-10,Conejos County
08,041,Sierra Grande School District R-30,Costilla County
08,063,Centennial School District R-1,Costilla County
08,072,Custer County School District C-1,Custer County
08,033,Denver County School District 1,Denver County
08,019,Agate School District 300,Elbert County
08,036,Elbert School District 200,Elbert County
08,037,Elizabeth School District,Elbert County
08,050,Kiowa School District C-2,Elbert County
08,019,Academy School District 20,El Paso County
08,029,Cheyenne Mountain School District 12,El Paso County
08,030,Colorado Springs School District 11,El Paso County
08,037,Ellicott School District 22,El Paso County
08,038,School District 49,El Paso County
08,040,Fountain School District 8,El Paso County
08,045,Hanover School District 28,El Paso County
08,045,Harrison School District 2,El Paso County
08,054,Manitou Springs School District 14,El Paso County
08,058,Lewis-Palmer School District 38,El Paso County
08,064,Widefield School District 3,El Paso County
08,027,Ca̱on City School District RE-1,Fremont County
08,031,Cotopaxi School District RE-3,Fremont County
08,043,Garfield County School District 16,Garfield County
08,062,Garfield School District RE-2,Garfield County
08,042,Gilpin County School District RE-1,Gilpin County
08,043,East Grand School District 2,Grand County
08,046,Hinsdale County School District RE-1,Hinsdale County
08,051,La Veta School District RE-2,Huerfano County
08,070,Huerfano School District RE-1,Huerfano County
08,070,North Park School District R-1,Jackson County
08,035,Eads School District RE-1,Kiowa County
08,069,Plainview School District RE-2,Kiowa County
08,024,Bethune School District R-5,Kit Carson County
08,065,Hi-Plains School District R-23,Kit Carson County
08,067,Stratton School District R-4,Kit Carson County
08,051,Lake County School District R-1,Lake County
08,034,Durango School District 9-R,La Plata County
08,039,Poudre School District R-1,Larimer County
08,020,Aguilar Reorganized School District 6,Las Animas County
08,025,Branson Reorganized School District 82,Las Animas County
08,046,Hoehne Reorganized School District 3,Las Animas County
08,049,Kim Reorganized School District 88,Las Animas County
08,069,Trinidad School District 1,Las Animas County
08,072,Primero Reorganized School District 2,Las Animas County
08,047,Genoa-Hugo School District C-113,Lincoln County
08,048,Karval School District RE-23,Lincoln County
08,039,Frenchman School District RE-3,Logan County
08,060,Plateau School District RE-5,Logan County
08,066,Valley School District RE-1,Logan County
08,030,Plateau Valley School District 50,Mesa County
08,043,Mesa County Valley School District 51,Mesa County
08,031,Creede School District,Mineral County
08,057,Moffat County School District RE-1,Moffat County
08,030,Montezuma-Cortez School District RE-1,Montezuma County
08,033,Dolores School District RE-4A,Montezuma County
08,054,Mancos School District RE-6,Montezuma County
08,058,West End School District RE-2,Montrose County
08,040,Fort Morgan School District RE-3,Morgan County
08,028,Cheraw School District 31,Otero County
08,051,East Otero School District R-1,Otero County
08,062,Rocky Ford School District R-2,Otero County
08,068,Swink School District 33,Otero County
08,059,Ouray School District R-1,Ouray County
08,062,Ridgway School District R-2,Ouray County
08,023,Platte Canyon School District 1,Park County
08,038,Park County School District RE-2,Park County
08,022,Aspen School District 1,Pitkin County
08,042,Granada School District RE-1,Prowers County
08,046,Holly School District RE-3,Prowers County
08,052,Lamar School District RE-2,Prowers County
08,061,Pueblo City School District 60,Pueblo County
08,061,Pueblo County School District 70,Pueblo County
08,056,Meeker School District RE1,Rio Blanco County
08,061,Rangely School District RE-4,Rio Blanco County
08,033,Upper Rio Grande School District C-7,Rio Grande County
08,057,Monte Vista School District C-8,Rio Grande County
08,045,Hayden School District RE-1,Routt County
08,066,Steamboat Springs School District RE-2,Routt County
08,057,Moffat School District 2,Saguache County
08,063,Mountain Valley School District RE-1,Saguache County
08,065,Silverton School District 1,San Juan County
08,068,Telluride School District R-1,San Miguel County
08,060,Revere School District,Sedgwick County
08,068,Summit School District RE-1,Summit County
08,031,Cripple Creek-Victor School District RE-1,Teller County
08,073,Woodland Park School District RE-2,Teller County
08,020,Akron School District R-1,Washington County
08,022,Arickaree School District R-2,Washington County
08,053,Lone Star School District 101,Washington County
08,059,Otis School District R-3,Washington County
08,074,Woodlin School District R-104,Washington County
08,023,Ault-Highland School District RE-9,Weld County
08,036,Eaton School District RE-2,Weld County
08,042,Weld County School District RE-1,Weld County
