STATE,COUNTY,NAME_LEA21,NAME_COUNTY21
17,043,Ashley Community Consolidated School District 15,Washington County
17,103,Clay City Community Unit District 10,Wayne County
17,154,Flora Community Unit School District 35,Wayne County
17,413,Wayne City Community Unit School District 100,Wayne County
17,000,Norris City-Omaha-Enfield Community Unit School District 3,White County
17,000,Gallatin Community Unit School District 7,White County
17,001,Bureau Valley Community Unit School District 340,Whiteside County
17,143,Erie Community Unit School District 1,Whiteside County
17,321,Polo Community Unit School District 222,Whiteside County
17,328,Prophetstown-Lyndon-Tampico Community Unit School District 3,Whiteside County
17,263,Minooka Community Consolidated School District 201,Will County
17,263,Minooka Community High School District 111,Will County
17,302,Oswego Community Unit School District 308,Will County
17,160,Galatia Community Unit School District 1,Williamson County
17,188,Herrin Community Unit School District 4,Williamson County
17,003,El Paso-Gridley Community Unit School District 11,Woodford County
18,004,Benton Community School Corporation,Benton County
18,114,Tri-County School Corporation,Benton County
18,114,Tri-County School Corporation,Jasper County
18,091,John Glenn School Corporation,LaPorte County
18,091,John Glenn School Corporation,Marshall County
18,091,John Glenn School Corporation,St. Joseph County
18,004,Benton Community School Corporation,Tippecanoe County
18,004,Benton Community School Corporation,Warren County
18,114,Tri-County School Corporation,White County
19,030,Adair-Casey Community School District,Adair County
19,275,West Central Valley Community School District,Adair County
19,083,Creston Community School District,Adams County
19,197,Moravia Community School District,Appanoose County
19,030,Adair-Casey Community School District,Audubon County
19,039,Atlantic Community School District,Audubon County
19,048,Benton Community School District,Benton County
19,078,College Community School District,Benton County
19,293,Vinton-Shellsburg Community School District,Benton County
19,091,Dike-New Hartford Community School District,Black Hawk County
19,293,Vinton-Shellsburg Community School District,Black Hawk County
19,305,Waverly-Shell Rock Community School District,Black Hawk County
19,042,Ballard Community School District,Boone County
19,181,Madrid Community School District,Boone County
19,209,North Polk Community School District,Boone County
19,225,Perry Community School District,Boone County
19,274,Stratford Community School District,Boone County
19,320,Woodward-Granger Community School District,Boone County
19,990,Southeast Webster-Grand Community School District,Boone County
19,276,Sumner-Fredericksburg Community School District,Bremer County
19,305,Waverly-Shell Rock Community School District,Bremer County
19,293,Vinton-Shellsburg Community School District,Buchanan County
19,034,Alta-Aurelia Community School District,Buena Vista County
19,253,Schaller-Crestland Community School District,Buena Vista County
19,091,Dike-New Hartford Community School District,Butler County
19,305,Waverly-Shell Rock Community School District,Butler County
19,000,Prairie Valley Community School District,Calhoun County
19,183,Manson Northwest Webster Community School District,Calhoun County
19,231,Pocahontas Area Community School District,Calhoun County
19,295,East Sac County Community School District,Carroll County
19,039,Atlantic Community School District,Cass County
19,096,Durant Community School District,Cedar County
19,309,West Liberty Community School District,Cedar County
19,249,Rudd-Rockford-Marble Rock Community School District,Cerro Gordo County
19,000,South O'Brien Community School District,Cherokee County
19,034,Alta-Aurelia Community School District,Cherokee County
19,103,River Valley Community School District,Cherokee County
19,157,Kingsley-Pierson Community School District,Cherokee County
19,142,Howard-Winneshiek Community School District,Chickasaw County
19,276,Sumner-Fredericksburg Community School District,Chickasaw County
19,074,Clarke Community School District,Clarke County
19,146,Interstate 35 Community School District,Clarke County
19,201,Murray Community School District,Clarke County
19,000,South O'Brien Community School District,Clay County
19,074,Clay Central-Everly Community School District,Clay County
19,185,Maquoketa Community School District,Clinton County
19,295,East Sac County Community School District,Crawford County
19,000,Panorama Community School District,Dallas County
19,181,Madrid Community School District,Dallas County
19,225,Perry Community School District,Dallas County
19,275,West Central Valley Community School District,Dallas County
19,320,Woodward-Granger Community School District,Dallas County
19,197,Moravia Community School District,Davis County
19,074,Clarke Community School District,Decatur County
19,198,Mount Ayr Community School District,Decatur County
19,201,Murray Community School District,Decatur County
19,305,Wayne Community School District,Decatur County
19,118,Fort Madison Community School District,Des Moines County
19,074,Clay Central-Everly Community School District,Dickinson County
19,185,Maquoketa Community School District,Dubuque County
19,038,North Union Community School District,Emmet County
19,276,Sumner-Fredericksburg Community School District,Fayette County
19,249,Rudd-Rockford-Marble Rock Community School District,Floyd County
19,046,Belmond-Klemme Community School District,Franklin County
19,000,Panorama Community School District,Greene County
19,000,Prairie Valley Community School District,Greene County
19,225,Perry Community School District,Greene County
19,990,Southeast Webster-Grand Community School District,Greene County
19,044,BCLUW Community School District,Grundy County
19,091,Dike-New Hartford Community School District,Grundy County
19,106,Eldora-New Providence Community School District,Grundy County
19,000,Panorama Community School District,Guthrie County
19,030,Adair-Casey Community School District,Guthrie County
19,275,West Central Valley Community School District,Guthrie County
19,274,Stratford Community School District,Hamilton County
19,306,Webster City Community School District,Hamilton County
19,033,Algona Community School District,Hancock County
19,046,Belmond-Klemme Community School District,Hancock County
19,178,Lu Verne Community School District,Hancock County
19,044,BCLUW Community School District,Hardin County
19,079,Colo-Nesco Community School District,Hardin County
19,106,Eldora-New Providence Community School District,Hardin County
19,279,Tri-Center Community School District,Harrison County
19,319,Woodbine Community School District,Harrison County
19,118,Fort Madison Community School District,Henry County
19,294,Waco Community School District,Henry County
19,142,Howard-Winneshiek Community School District,Howard County
19,099,Eagle Grove Community School District,Humboldt County
19,126,Gilmore City-Bradgate Community School District,Humboldt County
19,143,Humboldt Community School District,Humboldt County
19,178,Lu Verne Community School District,Humboldt County
19,103,River Valley Community School District,Ida County
19,253,Schaller-Crestland Community School District,Ida County
19,048,Benton Community School District,Iowa County
19,109,English Valleys Community School District,Iowa County
19,191,Mid-Prairie Community School District,Iowa County
19,185,Maquoketa Community School District,Jackson County
19,180,Lynnville-Sully Community School District,Jasper County
19,224,Pella Community School District,Jasper County
19,268,Southeast Polk Community School District,Jasper County
19,990,PCM Community School District,Jasper County
19,078,College Community School District,Johnson County
19,140,Highland Community School District,Johnson County
19,191,Mid-Prairie Community School District,Johnson County
19,200,Mount Vernon Community School District,Johnson County
19,309,West Liberty Community School District,Johnson County
19,200,Mount Vernon Community School District,Jones County
19,109,English Valleys Community School District,Keokuk County
19,033,Algona Community School District,Kossuth County
19,038,North Union Community School District,Kossuth County
19,178,Lu Verne Community School District,Kossuth County
19,118,Fort Madison Community School District,Lee County
19,078,College Community School District,Linn County
19,200,Mount Vernon Community School District,Linn County
19,140,Highland Community School District,Louisa County
19,294,Waco Community School District,Louisa County
19,074,Clarke Community School District,Lucas County
19,305,Wayne Community School District,Lucas County
19,124,George-Little Rock Community School District,Lyon County
19,146,Interstate 35 Community School District,Madison County
19,180,Lynnville-Sully Community School District,Mahaska County
19,224,Pella Community School District,Mahaska County
19,224,Pella Community School District,Marion County
19,268,Southeast Polk Community School District,Marion County
19,990,PCM Community School District,Marion County
19,044,BCLUW Community School District,Marshall County
19,079,Colo-Nesco Community School District,Marshall County
19,106,Eldora-New Providence Community School District,Marshall County
19,249,Rudd-Rockford-Marble Rock Community School District,Mitchell County
19,319,Woodbine Community School District,Monona County
19,197,Moravia Community School District,Monroe County
19,240,Red Oak Community School District,Montgomery County
19,096,Durant Community School District,Muscatine County
19,309,West Liberty Community School District,Muscatine County
19,000,South O'Brien Community School District,O'Brien County
19,074,Clay Central-Everly Community School District,O'Brien County
19,124,George-Little Rock Community School District,Osceola County
19,045,Bedford Community School District,Page County
19,240,Red Oak Community School District,Page County
19,038,North Union Community School District,Palo Alto County
19,231,Pocahontas Area Community School District,Palo Alto County
19,157,Kingsley-Pierson Community School District,Plymouth County
19,126,Gilmore City-Bradgate Community School District,Pocahontas County
19,183,Manson Northwest Webster Community School District,Pocahontas County
19,231,Pocahontas Area Community School District,Pocahontas County
19,042,Ballard Community School District,Polk County
19,181,Madrid Community School District,Polk County
19,209,North Polk Community School District,Polk County
19,268,Southeast Polk Community School District,Polk County
19,320,Woodward-Granger Community School District,Polk County
19,990,PCM Community School District,Polk County
19,039,Atlantic Community School District,Pottawattamie County
19,240,Red Oak Community School District,Pottawattamie County
19,279,Tri-Center Community School District,Pottawattamie County
19,109,English Valleys Community School District,Poweshiek County
19,180,Lynnville-Sully Community School District,Poweshiek County
19,045,Bedford Community School District,Ringgold County
19,083,Creston Community School District,Ringgold County
19,198,Mount Ayr Community School District,Ringgold County
19,034,Alta-Aurelia Community School District,Sac County
19,253,Schaller-Crestland Community School District,Sac County
19,295,East Sac County Community School District,Sac County
19,096,Durant Community School District,Scott County
19,279,Tri-Center Community School District,Shelby County
19,319,Woodbine Community School District,Shelby County
19,124,George-Little Rock Community School District,Sioux County
19,042,Ballard Community School District,Story County
19,079,Colo-Nesco Community School District,Story County
19,209,North Polk Community School District,Story County
19,048,Benton Community School District,Tama County
19,045,Bedford Community School District,Taylor County
19,198,Mount Ayr Community School District,Taylor County
19,083,Creston Community School District,Union County
19,201,Murray Community School District,Union County
19,146,Interstate 35 Community School District,Warren County
19,140,Highland Community School District,Washington County
19,191,Mid-Prairie Community School District,Washington County
19,294,Waco Community School District,Washington County
19,305,Wayne Community School District,Wayne County
19,000,Prairie Valley Community School District,Webster County
19,099,Eagle Grove Community School District,Webster County
19,126,Gilmore City-Bradgate Community School District,Webster County
19,143,Humboldt Community School District,Webster County
19,183,Manson Northwest Webster Community School District,Webster County
19,274,Stratford Community School District,Webster County
19,306,Webster City Community School District,Webster County
19,990,Southeast Webster-Grand Community School District,Webster County
19,033,Algona Community School District,Winnebago County
19,142,Howard-Winneshiek Community School District,Winneshiek County
19,103,River Valley Community School District,Woodbury County
19,157,Kingsley-Pierson Community School District,Woodbury County
19,046,Belmond-Klemme Community School District,Wright County
19,099,Eagle Grove Community School District,Wright County
19,143,Humboldt Community School District,Wright County
19,306,Webster City Community School District,Wright County
20,056,Easton Unified School District 449,Atchison County
20,074,South Brown County Unified School District 430,Atchison County
20,125,Valley Falls Unified School District 338,Atchison County
20,130,Jefferson County North Unified School District 339,Atchison County
20,114,Skyline Schools Unified School District 438,Barber County
20,040,Otis-Bison Unified School District 403,Barton County
20,064,Girard Unified School District 248,Bourbon County
20,074,South Brown County Unified School District 430,Brown County
20,042,Central Unified School District 462,Butler County
20,085,Bluestem Unified School District 205,Butler County
20,057,Elk Valley Unified School District 283,Chautauqua County
20,075,West Elk Unified School District 282,Chautauqua County
20,050,Comanche County Unified School District 300,Clark County
20,065,Southern Cloud Unified School District 334,Clay County
20,051,Concordia Unified School District 333,Cloud County
20,053,Pike Valley Unified School District 426,Cloud County
20,065,Southern Cloud Unified School District 334,Cloud County
20,095,North Ottawa County Unified School District 239,Cloud County
20,086,Leroy-Gridley Unified School District 245,Coffey County
20,050,Comanche County Unified School District 300,Comanche County
20,042,Central Unified School District 462,Cowley County
20,098,Mulvane Unified School District 263,Cowley County
20,064,Girard Unified School District 248,Crawford County
20,075,Hoxie Community Schools Unified School District 412,Decatur County
20,100,Oberlin Unified School District 294,Decatur County
20,000,Southeast of Saline Unified School District 306,Dickinson County
20,117,Solomon Unified School District 393,Dickinson County
20,060,Eudora Unified School District 491,Douglas County
20,084,Lawrence Unified School District 497,Douglas County
20,121,Shawnee Heights Unified School District 450,Douglas County
20,081,Kinsley-Offerle Unified School District 347,Edwards County
20,042,Central Unified School District 462,Elk County
20,057,Elk Valley Unified School District 283,Elk County
20,075,West Elk Unified School District 282,Elk County
20,085,Bluestem Unified School District 205,Elk County
20,040,Otis-Bison Unified School District 403,Ellis County
20,104,Palco Unified School District 269,Ellis County
20,000,Smoky Valley Unified School District 400,Ellsworth County
20,088,Little River Unified School District 444,Ellsworth County
20,062,Fowler Unified School District 225,Ford County
20,081,Kinsley-Offerle Unified School District 347,Ford County
20,032,Mill Creek Valley Unified School District 329,Geary County
20,111,Riley County Unified School District 378,Geary County
20,067,Grinnell Public Schools Unified School District 291,Gove County
20,070,Healy Public Schools Unified School District 468,Gove County
20,075,Hoxie Community Schools Unified School District 412,Graham County
20,104,Palco Unified School District 269,Graham County
20,120,Stockton Unified School District 271,Graham County
20,097,Moscow Public Schools Unified School District 209,Grant County
20,051,Copeland Unified School District 476,Gray County
20,062,Fowler Unified School District 225,Gray County
20,075,West Elk Unified School District 282,Greenwood County
20,085,Bluestem Unified School District 205,Greenwood County
20,086,Leroy-Gridley Unified School District 245,Greenwood County
20,090,Madison-Virgil Unified School District 386,Greenwood County
20,053,Cunningham Unified School District 332,Harper County
20,043,Burrton Unified School District 369,Harvey County
20,065,Goessel Unified School District 411,Harvey County
20,069,Haven Public Schools Unified School District 312,Harvey County
20,071,Hesston Unified School District 460,Harvey County
20,051,Copeland Unified School District 476,Haskell County
20,081,Kinsley-Offerle Unified School District 347,Hodgeman County
20,112,Pawnee Heights Unified School District 496,Hodgeman County
20,074,South Brown County Unified School District 430,Jackson County
20,095,Jefferson West Unified School District 340,Jackson County
20,125,Valley Falls Unified School District 338,Jackson County
20,056,Easton Unified School District 449,Jefferson County
20,084,Lawrence Unified School District 497,Jefferson County
20,095,Jefferson West Unified School District 340,Jefferson County
20,125,Valley Falls Unified School District 338,Jefferson County
20,130,Jefferson County North Unified School District 339,Jefferson County
20,000,Smith Center Unified School District 237,Jewell County
20,051,Concordia Unified School District 333,Jewell County
20,053,Pike Valley Unified School District 426,Jewell County
20,060,Eudora Unified School District 491,Johnson County
20,053,Cunningham Unified School District 332,Kingman County
20,050,Comanche County Unified School District 300,Kiowa County
20,070,Healy Public Schools Unified School District 468,Lane County
20,056,Easton Unified School District 449,Leavenworth County
20,060,Eudora Unified School District 491,Leavenworth County
20,084,Lawrence Unified School District 497,Leavenworth County
20,130,Jefferson County North Unified School District 339,Leavenworth County
20,095,North Ottawa County Unified School District 239,Lincoln County
20,000,Triplains Unified School District 275,Logan County
20,032,North Lyon County Unified School District 251,Lyon County
20,090,Madison-Virgil Unified School District 386,Lyon County
20,000,Southeast of Saline Unified School District 306,McPherson County
20,000,Smoky Valley Unified School District 400,McPherson County
20,065,Goessel Unified School District 411,McPherson County
20,071,Hesston Unified School District 460,McPherson County
20,088,Little River Unified School District 444,McPherson County
20,065,Goessel Unified School District 411,Marion County
20,071,Hesston Unified School District 460,Marion County
20,045,Vermillion Unified School District 380,Marshall County
20,109,Blue Valley Unified School District 384,Marshall County
20,051,Copeland Unified School District 476,Meade County
20,062,Fowler Unified School District 225,Meade County
20,044,Waconda Unified School District 272,Mitchell County
20,057,Elk Valley Unified School District 283,Montgomery County
20,045,Vermillion Unified School District 380,Nemaha County
20,064,Girard Unified School District 248,Neosho County
20,100,Oberlin Unified School District 294,Norton County
20,032,North Lyon County Unified School District 251,Osage County
20,121,Shawnee Heights Unified School District 450,Osage County
20,000,Smith Center Unified School District 237,Osborne County
20,044,Waconda Unified School District 272,Osborne County
20,102,Osborne County Unified School District 392,Osborne County
20,120,Stockton Unified School District 271,Osborne County
20,065,Southern Cloud Unified School District 334,Ottawa County
20,095,North Ottawa County Unified School District 239,Ottawa County
20,117,Solomon Unified School District 393,Ottawa County
20,112,Pawnee Heights Unified School District 496,Pawnee County
20,000,Wamego Unified School District 320,Pottawatomie County
20,045,Vermillion Unified School District 380,Pottawatomie County
20,109,Blue Valley Unified School District 384,Pottawatomie County
20,111,Riley County Unified School District 378,Pottawatomie County
20,053,Cunningham Unified School District 332,Pratt County
20,083,Fairfield Unified School District 310,Pratt County
20,114,Skyline Schools Unified School District 438,Pratt County
20,040,Brewster Unified School District 314,Rawlins County
20,043,Burrton Unified School District 369,Reno County
20,046,Chase-Raymond Unified School District 401,Reno County
20,069,Haven Public Schools Unified School District 312,Reno County
20,083,Fairfield Unified School District 310,Reno County
20,051,Concordia Unified School District 333,Republic County
20,053,Pike Valley Unified School District 426,Republic County
20,046,Chase-Raymond Unified School District 401,Rice County
20,088,Little River Unified School District 444,Rice County
20,000,Wamego Unified School District 320,Riley County
20,032,Mill Creek Valley Unified School District 329,Riley County
20,109,Blue Valley Unified School District 384,Riley County
20,111,Riley County Unified School District 378,Riley County
20,102,Osborne County Unified School District 392,Rooks County
20,104,Palco Unified School District 269,Rooks County
20,120,Stockton Unified School District 271,Rooks County
20,040,Otis-Bison Unified School District 403,Rush County
20,112,Pawnee Heights Unified School District 496,Rush County
20,000,Southeast of Saline Unified School District 306,Saline County
20,000,Smoky Valley Unified School District 400,Saline County
20,117,Solomon Unified School District 393,Saline County
20,070,Healy Public Schools Unified School District 468,Scott County
20,043,Burrton Unified School District 369,Sedgwick County
20,069,Haven Public Schools Unified School District 312,Sedgwick County
20,098,Mulvane Unified School District 263,Sedgwick County
20,097,Moscow Public Schools Unified School District 209,Seward County
20,095,Jefferson West Unified School District 340,Shawnee County
20,121,Shawnee Heights Unified School District 450,Shawnee County
20,067,Grinnell Public Schools Unified School District 291,Sheridan County
20,075,Hoxie Community Schools Unified School District 412,Sheridan County
20,100,Oberlin Unified School District 294,Sheridan County
20,040,Brewster Unified School District 314,Sherman County
20,000,Smith Center Unified School District 237,Smith County
20,044,Waconda Unified School District 272,Smith County
20,102,Osborne County Unified School District 392,Smith County
20,046,Chase-Raymond Unified School District 401,Stafford County
20,083,Fairfield Unified School District 310,Stafford County
20,114,Skyline Schools Unified School District 438,Stafford County
20,097,Moscow Public Schools Unified School District 209,Stevens County
20,098,Mulvane Unified School District 263,Sumner County
20,000,Triplains Unified School District 275,Thomas County
20,040,Brewster Unified School District 314,Thomas County
20,067,Grinnell Public Schools Unified School District 291,Thomas County
20,000,Wamego Unified School District 320,Wabaunsee County
20,032,North Lyon County Unified School District 251,Wabaunsee County
20,032,Mill Creek Valley Unified School District 329,Wabaunsee County
20,000,Triplains Unified School District 275,Wallace County
20,086,Leroy-Gridley Unified School District 245,Woodson County
20,090,Madison-Virgil Unified School District 386,Woodson County
21,057,Walton-Verona Independent School District,Boone County
21,000,Fort Knox Dependent Schools,Bullitt County
21,057,Walton-Verona Independent School District,Gallatin County
21,000,Fort Knox Dependent Schools,Hardin County
21,057,Walton-Verona Independent School District,Kenton County
21,000,Fort Knox Dependent Schools,Meade County
23,141,School Administrative District 55,Cumberland County
23,147,Regional School Unit 02,Kennebec County
23,147,Regional School Unit 12,Kennebec County
23,147,Regional School Unit 02,Lincoln County
23,147,Regional School Unit 12,Lincoln County
23,141,School Administrative District 55,Oxford County
23,147,Regional School Unit 02,Sagadahoc County
23,147,Regional School Unit 12,Waldo County
23,141,School Administrative District 55,York County
26,076,Caledonia Community Schools,Allegan County
26,270,Otsego Public Schools,Allegan County
26,285,Plainwell Community Schools,Allegan County
26,355,Wayland Union Schools,Allegan County
26,183,Hillman Community Schools,Alpena County
26,130,Elk Rapids Schools,Antrim County
26,329,Standish-Sterling Community School District,Arenac County
26,363,Whittemore-Prescott Area Schools,Arenac County
26,000,L'Anse Area Schools,Baraga County
26,046,Bellevue Community Schools,Barry County
26,076,Caledonia Community Schools,Barry County
26,172,Gull Lake Community Schools,Barry County
26,285,Plainwell Community Schools,Barry County
26,355,Wayland Union Schools,Barry County
26,150,Freeland Community School District,Bay County
26,295,Reese Public Schools,Bay County
26,329,Standish-Sterling Community School District,Bay County
26,338,Traverse City Area Public Schools,Benzie County
26,121,Dowagiac Union Schools,Berrien County
26,104,Colon Community School District,Branch County
26,046,Bellevue Community Schools,Calhoun County
26,172,Gull Lake Community Schools,Calhoun County
26,121,Dowagiac Union Schools,Cass County
26,227,Marcellus Community Schools,Cass County
26,346,Vanderbilt Area Schools,Charlevoix County
26,346,Vanderbilt Area Schools,Cheboygan County
26,135,Evart Public Schools,Clare County
26,164,Grand Ledge Public Schools,Clinton County
26,179,Haslett Public Schools,Clinton County
26,211,Lansing Public School District,Clinton County
26,355,Waverly Community Schools,Clinton County
26,110,Crawford AuSable Schools,Crawford County
26,046,Bellevue Community Schools,Eaton County
26,164,Grand Ledge Public Schools,Eaton County
26,211,Lansing Public School District,Eaton County
26,355,Waverly Community Schools,Eaton County
26,065,Brandon School District,Genesee County
26,075,Byron Area Schools,Genesee County
26,142,Fenton Area Public Schools,Genesee County
26,163,Goodrich Area Schools,Genesee County
26,329,Standish-Sterling Community School District,Gladwin County
26,358,West Branch-Rose City Area Schools,Gladwin County
26,130,Elk Rapids Schools,Grand Traverse County
26,225,Manton Consolidated Schools,Grand Traverse County
26,338,Traverse City Area Public Schools,Grand Traverse County
26,066,Breckenridge Community Schools,Gratiot County
26,236,Merrill Community Schools,Gratiot County
26,313,Shepherd Public School District,Gratiot County
26,328,St. Louis Public Schools,Gratiot County
26,349,Vestaburg Community Schools,Gratiot County
26,019,Addison Community Schools,Hillsdale County
26,000,L'Anse Area Schools,Houghton County
26,084,Cass City Public Schools,Huron County
26,147,Fowlerville Community Schools,Ingham County
26,179,Haslett Public Schools,Ingham County
26,211,Lansing Public School District,Ingham County
26,246,Morrice Area Schools,Ingham County
26,355,Waverly Community Schools,Ingham County
26,045,Belding Area School District,Ionia County
26,164,Grand Ledge Public Schools,Ionia County
26,171,Greenville Public Schools,Ionia County
26,363,Whittemore-Prescott Area Schools,Iosco County
26,095,Chippewa Hills School District,Isabella County
26,129,Montabella Community Schools,Isabella County
26,313,Shepherd Public School District,Isabella County
26,328,St. Louis Public Schools,Isabella County
26,349,Vestaburg Community Schools,Isabella County
26,019,Addison Community Schools,Jackson County
26,104,Colon Community School District,Kalamazoo County
26,172,Gull Lake Community Schools,Kalamazoo County
26,270,Otsego Public Schools,Kalamazoo County
26,285,Plainwell Community Schools,Kalamazoo County
26,110,Crawford AuSable Schools,Kalkaska County
26,130,Elk Rapids Schools,Kalkaska County
26,045,Belding Area School District,Kent County
26,076,Caledonia Community Schools,Kent County
26,165,Grant Public School District,Kent County
26,171,Greenville Public Schools,Kent County
26,209,Lakeview Community Schools,Kent County
26,339,Tri County Area Schools,Kent County
26,355,Wayland Union Schools,Kent County
26,075,Cadillac Area Public Schools,Lake County
26,200,Kaleva Norman Dickson School District,Lake County
26,231,Mason County Central Schools,Lake County
26,231,Mason County Eastern District,Lake County
26,282,Pine River Area Schools,Lake County
26,065,Brandon School District,Lapeer County
26,070,Brown City Community School District,Lapeer County
26,163,Goodrich Area Schools,Lapeer County
26,228,Marlette Community Schools,Lapeer County
26,272,Oxford Area Community Schools,Lapeer County
26,338,Traverse City Area Public Schools,Leelanau County
26,019,Addison Community Schools,Lenawee County
26,075,Byron Area Schools,Livingston County
26,142,Fenton Area Public Schools,Livingston County
26,147,Fowlerville Community Schools,Livingston County
26,246,Morrice Area Schools,Livingston County
26,322,South Lyon Community Schools,Livingston County
26,272,Oxford Area Community Schools,Macomb County
26,200,Kaleva Norman Dickson School District,Manistee County
26,231,Mason County Eastern District,Manistee County
26,200,Kaleva Norman Dickson School District,Mason County
26,231,Mason County Central Schools,Mason County
26,231,Mason County Eastern District,Mason County
26,351,Walkerville Rural Community School District,Mason County
26,095,Chippewa Hills School District,Mecosta County
26,129,Montabella Community Schools,Mecosta County
26,135,Evart Public Schools,Mecosta County
26,209,Lakeview Community Schools,Mecosta County
26,246,Morley Stanwood Community Schools,Mecosta County
26,066,Breckenridge Community Schools,Midland County
26,150,Freeland Community School District,Midland County
26,236,Merrill Community Schools,Midland County
26,313,Shepherd Public School District,Midland County
26,328,St. Louis Public Schools,Midland County
26,225,Manton Consolidated Schools,Missaukee County
26,045,Belding Area School District,Montcalm County
26,129,Montabella Community Schools,Montcalm County
26,171,Greenville Public Schools,Montcalm County
26,209,Lakeview Community Schools,Montcalm County
26,246,Morley Stanwood Community Schools,Montcalm County
26,339,Tri County Area Schools,Montcalm County
26,349,Vestaburg Community Schools,Montcalm County
26,183,Hillman Community Schools,Montmorency County
26,198,Johannesburg-Lewiston Area School District,Montmorency County
26,151,Fremont Public School District,Muskegon County
26,165,Grant Public School District,Muskegon County
26,185,Holton Public Schools,Muskegon County
26,151,Fremont Public School District,Newaygo County
26,165,Grant Public School District,Newaygo County
26,185,Holton Public Schools,Newaygo County
26,246,Morley Stanwood Community Schools,Newaygo County
26,339,Tri County Area Schools,Newaygo County
26,351,Walkerville Rural Community School District,Newaygo County
26,065,Brandon School District,Oakland County
26,142,Fenton Area Public Schools,Oakland County
26,163,Goodrich Area Schools,Oakland County
26,259,Northville Public Schools,Oakland County
26,272,Oxford Area Community Schools,Oakland County
26,322,South Lyon Community Schools,Oakland County
26,151,Fremont Public School District,Oceana County
26,185,Holton Public Schools,Oceana County
26,231,Mason County Central Schools,Oceana County
26,351,Walkerville Rural Community School District,Oceana County
26,358,West Branch-Rose City Area Schools,Ogemaw County
26,363,Whittemore-Prescott Area Schools,Ogemaw County
26,000,L'Anse Area Schools,Ontonagon County
26,075,Cadillac Area Public Schools,Osceola County
26,095,Chippewa Hills School District,Osceola County
26,135,Evart Public Schools,Osceola County
26,282,Pine River Area Schools,Osceola County
26,198,Johannesburg-Lewiston Area School District,Oscoda County
26,358,West Branch-Rose City Area Schools,Oscoda County
26,110,Crawford AuSable Schools,Otsego County
26,198,Johannesburg-Lewiston Area School District,Otsego County
26,346,Vanderbilt Area Schools,Otsego County
26,183,Hillman Community Schools,Presque Isle County
26,066,Breckenridge Community Schools,Saginaw County
26,150,Freeland Community School District,Saginaw County
26,236,Merrill Community Schools,Saginaw County
26,295,Reese Public Schools,Saginaw County
26,070,Brown City Community School District,St. Clair County
26,104,Colon Community School District,St. Joseph County
26,227,Marcellus Community Schools,St. Joseph County
26,070,Brown City Community School District,Sanilac County
26,084,Cass City Public Schools,Sanilac County
26,228,Marlette Community Schools,Sanilac County
26,075,Byron Area Schools,Shiawassee County
26,147,Fowlerville Community Schools,Shiawassee County
26,179,Haslett Public Schools,Shiawassee County
26,246,Morrice Area Schools,Shiawassee County
26,084,Cass City Public Schools,Tuscola County
26,228,Marlette Community Schools,Tuscola County
26,295,Reese Public Schools,Tuscola County
26,121,Dowagiac Union Schools,Van Buren County
26,227,Marcellus Community Schools,Van Buren County
26,270,Otsego Public Schools,Van Buren County
26,259,Northville Public Schools,Washtenaw County
26,322,South Lyon Community Schools,Washtenaw County
26,259,Northville Public Schools,Wayne County
26,075,Cadillac Area Public Schools,Wexford County
26,225,Manton Consolidated Schools,Wexford County
26,282,Pine River Area Schools,Wexford County
27,110,East Central School District,Aitkin County
27,140,Hinckley-Finlayson School District,Aitkin County
27,155,Isle Public School District,Aitkin County
27,122,Forest Lake Public School District,Anoka County
27,423,White Bear Lake School District,Anoka County
27,001,Lake Park Audubon School District,Becker County
27,281,Pelican Rapids Public School District,Becker County
27,421,Waubun-Ogema-White Earth Public Schools,Becker County
27,080,Cass Lake-Bena Public Schools,Beltrami County
27,189,Grygla Public School District,Beltrami County
27,122,Foley Public School District,Benton County
27,283,Pierz Public School District,Benton County
27,325,Royalton Public School District,Benton County
27,001,Clinton-Graceville-Beardsley,Big Stone County
27,089,Chokio-Alberta Public School District,Big Stone County
27,000,Maple River School District,Blue Earth County
27,001,Blue Earth Area Public Schools,Blue Earth County
27,185,Madelia Public School District,Blue Earth County
27,187,Mankato Public School District,Blue Earth County
27,234,New Ulm Public School District,Blue Earth County
27,406,Truman Public School District,Blue Earth County
27,914,Janesville-Waldorf-Pemberton,Blue Earth County
27,001,Cedar Mountain School District,Brown County
27,001,Red Rock Central School District,Brown County
27,095,Comfrey Public School District,Brown County
27,185,Madelia Public School District,Brown County
27,234,New Ulm Public School District,Brown County
27,336,St. James Public School District,Brown County
27,001,Howard Lake-Waverly-Winsted,Carver County
27,419,Watertown-Mayer Public School District,Carver County
27,060,Brainerd Public School District,Cass County
27,080,Cass Lake-Bena Public Schools,Cass County
27,000,MACCRAY School District,Chippewa County
27,044,Benson Public School District,Chippewa County
27,171,Kerkhoven-Murdock-Sunburg,Chippewa County
27,213,Montevideo Public School District,Chippewa County
27,122,Forest Lake Public School District,Chisago County
27,001,Lake Park Audubon School District,Clay County
27,036,Barnesville Public School District,Clay County
27,281,Pelican Rapids Public School District,Clay County
27,001,Red Rock Central School District,Cottonwood County
27,001,Westbrook-Walnut Grove Schools,Cottonwood County
27,073,Butterfield Public School District,Cottonwood County
27,095,Comfrey Public School District,Cottonwood County
27,124,Fulda Public School District,Cottonwood County
