COUNTY,RPL_THEME1,STATE
LOS ANGELES,0.7805,CALIFORNIA
SACRAMENTO,0.7766,CALIFORNIA
ORANGE,0.7723,CALIFORNIA
SAN BERNARDINO,0.8282,CALIFORNIA
ALAMEDA,0.6314,CALIFORNIA
MONTEREY,0.7878,CALIFORNIA
RIVERSIDE,0.9929,CALIFORNIA
SAN JOAQUIN,0.9558,CALIFORNIA
VENTURA,0.8134,CALIFORNIA
LOS ANGELES,0.8856,CALIFORNIA
RIVERSIDE,0.7323,CALIFORNIA
LOS ANGELES,0.7671,CALIFORNIA
LOS ANGELES,0.9458,CALIFORNIA
LOS ANGELES,0.8882,CALIFORNIA
LOS ANGELES,0.7979,CALIFORNIA
ALAMEDA,0.7345,CALIFORNIA
SAN JOAQUIN,0.8839,CALIFORNIA
ALAMEDA,0.856,CALIFORNIA
LOS ANGELES,0.8881,CALIFORNIA
SAN BERNARDINO,0.9189,CALIFORNIA
SAN DIEGO,0.9094,CALIFORNIA
SAN DIEGO,0.7447,CALIFORNIA
ALAMEDA,0.6587,CALIFORNIA
LOS ANGELES,0.9143,CALIFORNIA
FRESNO,0.8672,CALIFORNIA
KERN,0.8237,CALIFORNIA
SAN JOAQUIN,0.8621,CALIFORNIA
ORANGE,0.7216,CALIFORNIA
ALAMEDA,0.8548,CALIFORNIA
LOS ANGELES,0.949,CALIFORNIA
LOS ANGELES,0.9689,CALIFORNIA
LOS ANGELES,0.8929,CALIFORNIA
SAN JOAQUIN,0.8184,CALIFORNIA
LOS ANGELES,0.8471,CALIFORNIA
LOS ANGELES,0.8685,CALIFORNIA
SAN BERNARDINO,0.8662,CALIFORNIA
LOS ANGELES,0.7952,CALIFORNIA
SAN BERNARDINO,0.9109,CALIFORNIA
LOS ANGELES,0.8758,CALIFORNIA
LOS ANGELES,0.8734,CALIFORNIA
STANISLAUS,0.6823,CALIFORNIA
RIVERSIDE,0.8896,CALIFORNIA
LOS ANGELES,0.8362,CALIFORNIA
LOS ANGELES,0.9288,CALIFORNIA
LOS ANGELES,0.8335,CALIFORNIA
LOS ANGELES,0.7465,CALIFORNIA
LOS ANGELES,0.9851,CALIFORNIA
LOS ANGELES,0.8812,CALIFORNIA
LOS ANGELES,0.8584,CALIFORNIA
RIVERSIDE,0.912,CALIFORNIA
LOS ANGELES,0.5702,CALIFORNIA
ORANGE,0.6395,CALIFORNIA
LOS ANGELES,0.843,CALIFORNIA
SAN DIEGO,0.6505,CALIFORNIA
ORANGE,0.7941,CALIFORNIA
LOS ANGELES,0.8609,CALIFORNIA
TEHAMA,0.6675,CALIFORNIA
LOS ANGELES,0.8054,CALIFORNIA
SAN BERNARDINO,0.9064,CALIFORNIA
LOS ANGELES,0.9137,CALIFORNIA
LOS ANGELES,0.8416,CALIFORNIA
CONTRA COSTA,0.89,CALIFORNIA
FRESNO,0.8269,CALIFORNIA
RIVERSIDE,0.9052,CALIFORNIA
RIVERSIDE,0.7261,CALIFORNIA
LOS ANGELES,0.7707,CALIFORNIA
SAN BERNARDINO,0.9676,CALIFORNIA
KERN,0.9442,CALIFORNIA
FRESNO,0.8552,CALIFORNIA
LOS ANGELES,0.8161,CALIFORNIA
STANISLAUS,0.7084,CALIFORNIA
LOS ANGELES,0.8519,CALIFORNIA
SUTTER,0.7192,CALIFORNIA
LOS ANGELES,0.7643,CALIFORNIA
SANTA CLARA,0.7181,CALIFORNIA
LOS ANGELES,0.9144,CALIFORNIA
MADERA,0.8257,CALIFORNIA
SAN BERNARDINO,0.702,CALIFORNIA
LOS ANGELES,0.8147,CALIFORNIA
SACRAMENTO,0.8214,CALIFORNIA
SAN BERNARDINO,0.7628,CALIFORNIA
LOS ANGELES,0.6507,CALIFORNIA
SAN JOAQUIN,0.9238,CALIFORNIA
NEVADA,0.7151,CALIFORNIA
LOS ANGELES,0.7707,CALIFORNIA
LOS ANGELES,0.9739,CALIFORNIA
LOS ANGELES,0.8788,CALIFORNIA
ORANGE,0.9571,CALIFORNIA
SAN DIEGO,0.938,CALIFORNIA
LOS ANGELES,0.9356,CALIFORNIA
SAN JOAQUIN,0.8895,CALIFORNIA
RIVERSIDE,0.7167,CALIFORNIA
LOS ANGELES,0.8286,CALIFORNIA
MONTEREY,0.7664,CALIFORNIA
SAN DIEGO,0.6321,CALIFORNIA
RIVERSIDE,0.9542,CALIFORNIA
LOS ANGELES,0.8383,CALIFORNIA
SAN DIEGO,0.6547,CALIFORNIA
LOS ANGELES,0.9082,CALIFORNIA
LOS ANGELES,0.9562,CALIFORNIA
LOS ANGELES,0.9082,CALIFORNIA
LOS ANGELES,0.8861,CALIFORNIA
LOS ANGELES,0.8036,CALIFORNIA
TULARE,0.9478,CALIFORNIA
VENTURA,0.7308,CALIFORNIA
LOS ANGELES,0.7578,CALIFORNIA
RIVERSIDE,0.7527,CALIFORNIA
SACRAMENTO,0.9359,CALIFORNIA
LOS ANGELES,0.9506,CALIFORNIA
LOS ANGELES,0.7905,CALIFORNIA
LOS ANGELES,0.843,CALIFORNIA
ALAMEDA,0.8881,CALIFORNIA
SACRAMENTO,0.8464,CALIFORNIA
RIVERSIDE,0.845,CALIFORNIA
LOS ANGELES,0.821,CALIFORNIA
LOS ANGELES,0.9261,CALIFORNIA
LOS ANGELES,0.8284,CALIFORNIA
LOS ANGELES,0.7624,CALIFORNIA
LOS ANGELES,0.7584,CALIFORNIA
FRESNO,0.7885,CALIFORNIA
LOS ANGELES,0.7322,CALIFORNIA
LOS ANGELES,0.8114,CALIFORNIA
SHASTA,0.7658,CALIFORNIA
LOS ANGELES,0.8399,CALIFORNIA
LOS ANGELES,0.9545,CALIFORNIA
SANTA CLARA,0.8545,CALIFORNIA
YOLO,0.7331,CALIFORNIA
LOS ANGELES,0.9543,CALIFORNIA
RIVERSIDE,0.6726,CALIFORNIA
SAN DIEGO,0.8812,CALIFORNIA
RIVERSIDE,0.9968,CALIFORNIA
LOS ANGELES,0.8983,CALIFORNIA
SAN BERNARDINO,0.75,CALIFORNIA
VENTURA,0.7899,CALIFORNIA
FRESNO,0.9088,CALIFORNIA
LOS ANGELES,0.8753,CALIFORNIA
RIVERSIDE,0.8876,CALIFORNIA
LOS ANGELES,0.7288,CALIFORNIA
LOS ANGELES,0.8778,CALIFORNIA
LOS ANGELES,0.9262,CALIFORNIA
ALAMEDA,0.6381,CALIFORNIA
STANISLAUS,0.9319,CALIFORNIA
LOS ANGELES,0.9492,CALIFORNIA
LOS ANGELES,0.8343,CALIFORNIA
LOS ANGELES,0.8993,CALIFORNIA
MERCED,0.9091,CALIFORNIA
LOS ANGELES,0.6778,CALIFORNIA
LOS ANGELES,0.9866,CALIFORNIA
RIVERSIDE,0.8827,CALIFORNIA
LOS ANGELES,0.9111,CALIFORNIA
LOS ANGELES,0.7728,CALIFORNIA
FRESNO,0.893,CALIFORNIA
LOS ANGELES,0.8375,CALIFORNIA
LOS ANGELES,0.8881,CALIFORNIA
LOS ANGELES,0.7837,CALIFORNIA
LOS ANGELES,0.8148,CALIFORNIA
LOS ANGELES,0.8752,CALIFORNIA
RIVERSIDE,0.8289,CALIFORNIA
LOS ANGELES,0.8894,CALIFORNIA
LOS ANGELES,0.8563,CALIFORNIA
TULARE,0.8147,CALIFORNIA
SAN BERNARDINO,0.9817,CALIFORNIA
LOS ANGELES,0.8922,CALIFORNIA
SANTA CLARA,0.8578,CALIFORNIA
VENTURA,0.7577,CALIFORNIA
MENDOCINO,0.7484,CALIFORNIA
SAN DIEGO,0.7599,CALIFORNIA
TEHAMA,0.7198,CALIFORNIA
LOS ANGELES,0.7839,CALIFORNIA
ORANGE,0.897,CALIFORNIA
LOS ANGELES,0.7888,CALIFORNIA
LOS ANGELES,0.7688,CALIFORNIA
LOS ANGELES,0.8704,CALIFORNIA
TULARE,0.8249,CALIFORNIA
LOS ANGELES,0.725,CALIFORNIA
SAN BERNARDINO,0.7663,CALIFORNIA
FRESNO,0.9596,CALIFORNIA
LOS ANGELES,0.8959,CALIFORNIA
ORANGE,0.7634,CALIFORNIA
LOS ANGELES,0.8382,CALIFORNIA
ALAMEDA,0.679,CALIFORNIA
EL DORADO,0.7222,CALIFORNIA
LOS ANGELES,0.8592,CALIFORNIA
LOS ANGELES,0.9199,CALIFORNIA
LOS ANGELES,0.6417,CALIFORNIA
RIVERSIDE,0.9531,CALIFORNIA
LOS ANGELES,0.8846,CALIFORNIA
ORANGE,0.8425,CALIFORNIA
SAN DIEGO,0.8452,CALIFORNIA
LOS ANGELES,0.9707,CALIFORNIA
LOS ANGELES,0.8283,CALIFORNIA
ALAMEDA,0.8929,CALIFORNIA
SAN DIEGO,0.8855,CALIFORNIA
SAN BERNARDINO,0.9689,CALIFORNIA
LOS ANGELES,0.8751,CALIFORNIA
LOS ANGELES,0.9194,CALIFORNIA
MERCED,0.8837,CALIFORNIA
SAN FRANCISCO,0.7602,CALIFORNIA
LOS ANGELES,0.914,CALIFORNIA
RIVERSIDE,0.9155,CALIFORNIA
LOS ANGELES,0.8823,CALIFORNIA
LOS ANGELES,0.7807,CALIFORNIA
RIVERSIDE,0.6703,CALIFORNIA
LOS ANGELES,0.736,CALIFORNIA
KINGS,0.8484,CALIFORNIA
FRESNO,0.9051,CALIFORNIA
ALAMEDA,0.9061,CALIFORNIA
FRESNO,0.7261,CALIFORNIA
YOLO,0.7194,CALIFORNIA
ALAMEDA,0.7488,CALIFORNIA
TULARE,0.7296,CALIFORNIA
LOS ANGELES,0.9371,CALIFORNIA
SAN BERNARDINO,0.9547,CALIFORNIA
SISKIYOU,0.8666,CALIFORNIA
LOS ANGELES,0.7961,CALIFORNIA
LOS ANGELES,0.8553,CALIFORNIA
RIVERSIDE,0.8937,CALIFORNIA
LOS ANGELES,0.8749,CALIFORNIA
SAN BERNARDINO,0.8427,CALIFORNIA
LOS ANGELES,0.8016,CALIFORNIA
LOS ANGELES,0.8668,CALIFORNIA
LOS ANGELES,0.7603,CALIFORNIA
ORANGE,0.6471,CALIFORNIA
LOS ANGELES,0.8067,CALIFORNIA
LOS ANGELES,0.9185,CALIFORNIA
ORANGE,0.8465,CALIFORNIA
SANTA CRUZ,0.7949,CALIFORNIA
LOS ANGELES,0.8442,CALIFORNIA
SAN BERNARDINO,0.9133,CALIFORNIA
LOS ANGELES,0.8817,CALIFORNIA
FRESNO,0.852,CALIFORNIA
RIVERSIDE,0.837,CALIFORNIA
LOS ANGELES,0.8555,CALIFORNIA
STANISLAUS,0.906,CALIFORNIA
SAN BERNARDINO,0.9485,CALIFORNIA
SAN JOAQUIN,0.7483,CALIFORNIA
CONTRA COSTA,0.8062,CALIFORNIA
FRESNO,0.7472,CALIFORNIA
ORANGE,0.7864,CALIFORNIA
LOS ANGELES,0.8431,CALIFORNIA
LOS ANGELES,0.843,CALIFORNIA
LOS ANGELES,0.9321,CALIFORNIA
SAN BERNARDINO,0.8439,CALIFORNIA
RIVERSIDE,0.9014,CALIFORNIA
LOS ANGELES,0.8931,CALIFORNIA
YOLO,0.7691,CALIFORNIA
LOS ANGELES,0.9818,CALIFORNIA
SAN DIEGO,0.77,CALIFORNIA
MONTEREY,0.873,CALIFORNIA
SAN FRANCISCO,0.8155,CALIFORNIA
LOS ANGELES,0.6353,CALIFORNIA
SONOMA,0.5972,CALIFORNIA
LOS ANGELES,0.9634,CALIFORNIA
ORANGE,0.8401,CALIFORNIA
LOS ANGELES,0.8397,CALIFORNIA
LOS ANGELES,0.8522,CALIFORNIA
LOS ANGELES,0.7513,CALIFORNIA
RIVERSIDE,0.8099,CALIFORNIA
SOLANO,0.8049,CALIFORNIA
LOS ANGELES,0.884,CALIFORNIA
RIVERSIDE,0.8082,CALIFORNIA
LOS ANGELES,0.9054,CALIFORNIA
LOS ANGELES,0.8867,CALIFORNIA
SAN DIEGO,0.7754,CALIFORNIA
LOS ANGELES,0.928,CALIFORNIA
ALAMEDA,0.7279,CALIFORNIA
LOS ANGELES,0.8152,CALIFORNIA
SAN JOAQUIN,0.9081,CALIFORNIA
SANTA CLARA,0.8844,CALIFORNIA
LOS ANGELES,0.8876,CALIFORNIA
STANISLAUS,0.9048,CALIFORNIA
RIVERSIDE,0.9076,CALIFORNIA
ALAMEDA,0.9505,CALIFORNIA
LOS ANGELES,0.8845,CALIFORNIA
SONOMA,0.8246,CALIFORNIA
LOS ANGELES,0.9378,CALIFORNIA
LOS ANGELES,0.6874,CALIFORNIA
LOS ANGELES,0.796,CALIFORNIA
LOS ANGELES,0.7861,CALIFORNIA
RIVERSIDE,0.933,CALIFORNIA
SAN JOAQUIN,0.9041,CALIFORNIA
SAN DIEGO,0.9116,CALIFORNIA
LOS ANGELES,0.9175,CALIFORNIA
LOS ANGELES,0.6948,CALIFORNIA
RIVERSIDE,0.7887,CALIFORNIA
LOS ANGELES,0.7678,CALIFORNIA
FRESNO,0.9407,CALIFORNIA
ORANGE,0.7693,CALIFORNIA
KERN,0.9624,CALIFORNIA
MERCED,0.8415,CALIFORNIA
LOS ANGELES,0.9361,CALIFORNIA
SAN BERNARDINO,0.8873,CALIFORNIA
ORANGE,0.9043,CALIFORNIA
SAN DIEGO,0.8273,CALIFORNIA
LOS ANGELES,0.9673,CALIFORNIA
SOLANO,0.8454,CALIFORNIA
LOS ANGELES,0.9241,CALIFORNIA
YOLO,0.7955,CALIFORNIA
RIVERSIDE,0.9483,CALIFORNIA
LOS ANGELES,0.857,CALIFORNIA
LOS ANGELES,0.9054,CALIFORNIA
SAN BERNARDINO,0.9414,CALIFORNIA
SACRAMENTO,0.8483,CALIFORNIA
GLENN,0.8951,CALIFORNIA
LOS ANGELES,0.7844,CALIFORNIA
SAN BERNARDINO,0.8847,CALIFORNIA
TULARE,0.8856,CALIFORNIA
SUTTER,0.8803,CALIFORNIA
LOS ANGELES,0.9195,CALIFORNIA
ORANGE,0.7322,CALIFORNIA
LOS ANGELES,0.946,CALIFORNIA
SAN JOAQUIN,0.9089,CALIFORNIA
TULARE,0.9225,CALIFORNIA
SAN BERNARDINO,0.9081,CALIFORNIA
SOLANO,0.8669,CALIFORNIA
ORANGE,0.8504,CALIFORNIA
PLACER,0.6335,CALIFORNIA
SANTA BARBARA,0.6967,CALIFORNIA
MADERA,0.9811,CALIFORNIA
LOS ANGELES,0.7949,CALIFORNIA
SAN BERNARDINO,0.7613,CALIFORNIA
SAN JOAQUIN,0.7567,CALIFORNIA
ORANGE,0.7942,CALIFORNIA
FRESNO,0.9466,CALIFORNIA
SAN DIEGO,0.957,CALIFORNIA
LOS ANGELES,0.983,CALIFORNIA
LOS ANGELES,0.8854,CALIFORNIA
LOS ANGELES,0.9427,CALIFORNIA
LOS ANGELES,0.5906,CALIFORNIA
LOS ANGELES,0.8885,CALIFORNIA
ORANGE,0.8135,CALIFORNIA
SAN DIEGO,0.8684,CALIFORNIA
RIVERSIDE,0.9278,CALIFORNIA
LOS ANGELES,0.8234,CALIFORNIA
ORANGE,0.954,CALIFORNIA
SAN DIEGO,0.7411,CALIFORNIA
LOS ANGELES,0.8878,CALIFORNIA
ORANGE,0.7779,CALIFORNIA
RIVERSIDE,0.7668,CALIFORNIA
MERCED,0.961,CALIFORNIA
LOS ANGELES,0.7292,CALIFORNIA
LOS ANGELES,0.9411,CALIFORNIA
LOS ANGELES,0.7855,CALIFORNIA
MONTEREY,0.818,CALIFORNIA
ORANGE,0.7682,CALIFORNIA
LOS ANGELES,0.8742,CALIFORNIA
SAN DIEGO,0.7068,CALIFORNIA
LOS ANGELES,0.9279,CALIFORNIA
KERN,0.9052,CALIFORNIA
LOS ANGELES,0.9453,CALIFORNIA
RIVERSIDE,0.8782,CALIFORNIA
FRESNO,0.9433,CALIFORNIA
LOS ANGELES,0.9107,CALIFORNIA
SAN DIEGO,0.8585,CALIFORNIA
LOS ANGELES,0.7836,CALIFORNIA
LOS ANGELES,0.9159,CALIFORNIA
SAN FRANCISCO,0.9243,CALIFORNIA
LOS ANGELES,0.7345,CALIFORNIA
LOS ANGELES,0.9961,CALIFORNIA
LOS ANGELES,0.9079,CALIFORNIA
LOS ANGELES,0.919,CALIFORNIA
SAN BERNARDINO,0.9517,CALIFORNIA
LOS ANGELES,0.8015,CALIFORNIA
LOS ANGELES,0.9716,CALIFORNIA
LOS ANGELES,0.8944,CALIFORNIA
ORANGE,0.6982,CALIFORNIA
LOS ANGELES,0.8408,CALIFORNIA
KERN,0.948,CALIFORNIA
LOS ANGELES,0.8908,CALIFORNIA
LOS ANGELES,0.862,CALIFORNIA
SAN DIEGO,0.7729,CALIFORNIA
TULARE,0.8945,CALIFORNIA
ORANGE,0.8775,CALIFORNIA
LOS ANGELES,0.9496,CALIFORNIA
ORANGE,0.8874,CALIFORNIA
LOS ANGELES,0.8486,CALIFORNIA
LOS ANGELES,0.9115,CALIFORNIA
LOS ANGELES,0.9628,CALIFORNIA
LOS ANGELES,0.9577,CALIFORNIA
RIVERSIDE,0.7983,CALIFORNIA
LOS ANGELES,0.839,CALIFORNIA
LOS ANGELES,0.9245,CALIFORNIA
LOS ANGELES,0.9027,CALIFORNIA
MERCED,0.8604,CALIFORNIA
LOS ANGELES,0.9023,CALIFORNIA
LOS ANGELES,0.9062,CALIFORNIA
SACRAMENTO,0.748,CALIFORNIA
CONTRA COSTA,0.7974,CALIFORNIA
SACRAMENTO,0.7383,CALIFORNIA
LOS ANGELES,0.938,CALIFORNIA
SAN BERNARDINO,0.9498,CALIFORNIA
SACRAMENTO,0.9321,CALIFORNIA
SAN BERNARDINO,0.8094,CALIFORNIA
SAN JOAQUIN,0.8732,CALIFORNIA
LOS ANGELES,0.9036,CALIFORNIA
LOS ANGELES,0.8741,CALIFORNIA
LOS ANGELES,0.9133,CALIFORNIA
LOS ANGELES,0.878,CALIFORNIA
SANTA CLARA,0.9043,CALIFORNIA
RIVERSIDE,0.9353,CALIFORNIA
SAN DIEGO,0.6974,CALIFORNIA
ORANGE,0.7807,CALIFORNIA
LOS ANGELES,0.7616,CALIFORNIA
ORANGE,0.8653,CALIFORNIA
LOS ANGELES,0.7649,CALIFORNIA
FRESNO,0.9959,CALIFORNIA
SAN DIEGO,0.8448,CALIFORNIA
RIVERSIDE,0.8597,CALIFORNIA
SAN BERNARDINO,0.8871,CALIFORNIA
SAN JOAQUIN,0.8056,CALIFORNIA
SANTA CLARA,0.7829,CALIFORNIA
RIVERSIDE,0.8855,CALIFORNIA
LOS ANGELES,0.9873,CALIFORNIA
KINGS,0.8319,CALIFORNIA
LOS ANGELES,0.6338,CALIFORNIA
LOS ANGELES,0.8965,CALIFORNIA
COLUSA,0.6486,CALIFORNIA
SAN BERNARDINO,0.8442,CALIFORNIA
NAPA,0.9955,CALIFORNIA
FRESNO,0.7783,CALIFORNIA
SAN DIEGO,0.8211,CALIFORNIA
SHASTA,0.7834,CALIFORNIA
LOS ANGELES,0.9635,CALIFORNIA
ORANGE,0.7509,CALIFORNIA
SAN DIEGO,0.8413,CALIFORNIA
SOLANO,0.9354,CALIFORNIA
LOS ANGELES,0.6707,CALIFORNIA
SACRAMENTO,0.7152,CALIFORNIA
TULARE,0.8811,CALIFORNIA
CONTRA COSTA,0.7164,CALIFORNIA
LOS ANGELES,0.8309,CALIFORNIA
LOS ANGELES,0.8296,CALIFORNIA
LOS ANGELES,0.891,CALIFORNIA
LOS ANGELES,0.9073,CALIFORNIA
ORANGE,0.822,CALIFORNIA
TULARE,0.9941,CALIFORNIA
FRESNO,0.6594,CALIFORNIA
RIVERSIDE,0.7393,CALIFORNIA
LOS ANGELES,0.9708,CALIFORNIA
SAN JOAQUIN,0.8833,CALIFORNIA
SAN BERNARDINO,0.9421,CALIFORNIA
LOS ANGELES,0.875,CALIFORNIA
RIVERSIDE,0.8647,CALIFORNIA
LOS ANGELES,0.8118,CALIFORNIA
KERN,0.861,CALIFORNIA
LOS ANGELES,0.8126,CALIFORNIA
ORANGE,0.8606,CALIFORNIA
IMPERIAL,0.8784,CALIFORNIA
MERCED,0.8731,CALIFORNIA
MENDOCINO,0.7563,CALIFORNIA
SAN BERNARDINO,0.9779,CALIFORNIA
LOS ANGELES,0.7577,CALIFORNIA
TULARE,0.9305,CALIFORNIA
SAN FRANCISCO,0.8195,CALIFORNIA
MADERA,0.9023,CALIFORNIA
MENDOCINO,0.8319,CALIFORNIA
FRESNO,0.9013,CALIFORNIA
LOS ANGELES,0.8932,CALIFORNIA
LOS ANGELES,0.9147,CALIFORNIA
SAN DIEGO,0.9784,CALIFORNIA
KERN,0.9848,CALIFORNIA
GLENN,0.8028,CALIFORNIA
LOS ANGELES,0.8443,CALIFORNIA
LOS ANGELES,0.76,CALIFORNIA
KERN,0.9594,CALIFORNIA
SACRAMENTO,0.9479,CALIFORNIA
SAN BERNARDINO,0.7829,CALIFORNIA
SAN BERNARDINO,0.7342,CALIFORNIA
LOS ANGELES,0.9365,CALIFORNIA
LOS ANGELES,0.862,CALIFORNIA
STANISLAUS,0.957,CALIFORNIA
SAN DIEGO,0.8669,CALIFORNIA
LOS ANGELES,0.9605,CALIFORNIA
STANISLAUS,0.9076,CALIFORNIA
LOS ANGELES,0.9052,CALIFORNIA
LOS ANGELES,0.7899,CALIFORNIA
KINGS,0.9633,CALIFORNIA
LOS ANGELES,0.8773,CALIFORNIA
TULARE,0.9071,CALIFORNIA
LOS ANGELES,0.9029,CALIFORNIA
LOS ANGELES,0.9769,CALIFORNIA
RIVERSIDE,0.8545,CALIFORNIA
LOS ANGELES,0.9946,CALIFORNIA
SAN BERNARDINO,0.9803,CALIFORNIA
SAN JOAQUIN,0.8709,CALIFORNIA
LOS ANGELES,0.8683,CALIFORNIA
ALAMEDA,0.716,CALIFORNIA
LOS ANGELES,0.9372,CALIFORNIA
ORANGE,0.4922,CALIFORNIA
FRESNO,0.9758,CALIFORNIA
LOS ANGELES,0.9888,CALIFORNIA
LOS ANGELES,0.9553,CALIFORNIA
TULARE,0.9737,CALIFORNIA
SAN BERNARDINO,0.9851,CALIFORNIA
LOS ANGELES,0.9565,CALIFORNIA
MONTEREY,0.8291,CALIFORNIA
MONTEREY,0.8643,CALIFORNIA
SAN FRANCISCO,0.9089,CALIFORNIA
MERCED,0.8307,CALIFORNIA
SAN DIEGO,0.8972,CALIFORNIA
SAN DIEGO,0.8783,CALIFORNIA
ORANGE,0.7624,CALIFORNIA
LOS ANGELES,0.963,CALIFORNIA
LOS ANGELES,0.8825,CALIFORNIA
SAN DIEGO,0.9604,CALIFORNIA
SANTA BARBARA,0.8277,CALIFORNIA
SAN DIEGO,0.9873,CALIFORNIA
SAN DIEGO,0.9613,CALIFORNIA
LOS ANGELES,0.9049,CALIFORNIA
SAN DIEGO,0.7865,CALIFORNIA
INYO,0.713,CALIFORNIA
LOS ANGELES,0.9588,CALIFORNIA
ORANGE,0.8186,CALIFORNIA
LOS ANGELES,0.7913,CALIFORNIA
ORANGE,0.6448,CALIFORNIA
LOS ANGELES,0.9274,CALIFORNIA
SAN DIEGO,0.8417,CALIFORNIA
RIVERSIDE,0.9365,CALIFORNIA
LOS ANGELES,0.8648,CALIFORNIA
LOS ANGELES,0.9611,CALIFORNIA
ORANGE,0.7361,CALIFORNIA
LOS ANGELES,0.956,CALIFORNIA
SACRAMENTO,0.8115,CALIFORNIA
KERN,0.9927,CALIFORNIA
LOS ANGELES,0.9407,CALIFORNIA
SOLANO,0.7191,CALIFORNIA
LOS ANGELES,0.8914,CALIFORNIA
ALAMEDA,0.8599,CALIFORNIA
LOS ANGELES,0.9128,CALIFORNIA
LOS ANGELES,0.9205,CALIFORNIA
LOS ANGELES,0.8379,CALIFORNIA
LOS ANGELES,0.9694,CALIFORNIA
TULARE,0.9683,CALIFORNIA
VENTURA,0.7762,CALIFORNIA
RIVERSIDE,0.9575,CALIFORNIA
SAN DIEGO,0.8487,CALIFORNIA
VENTURA,0.8394,CALIFORNIA
FRESNO,0.797,CALIFORNIA
SAN JOAQUIN,0.8591,CALIFORNIA
LOS ANGELES,0.9025,CALIFORNIA
LOS ANGELES,0.9628,CALIFORNIA
RIVERSIDE,0.7507,CALIFORNIA
LOS ANGELES,0.8752,CALIFORNIA
SAN BERNARDINO,0.9229,CALIFORNIA
LOS ANGELES,0.6785,CALIFORNIA
RIVERSIDE,0.971,CALIFORNIA
LOS ANGELES,0.9366,CALIFORNIA
SAN BERNARDINO,0.9376,CALIFORNIA
LOS ANGELES,0.9189,CALIFORNIA
MONTEREY,0.7995,CALIFORNIA
RIVERSIDE,0.9039,CALIFORNIA
SANTA CLARA,0.8836,CALIFORNIA
ORANGE,0.8177,CALIFORNIA
FRESNO,0.927,CALIFORNIA
SAN DIEGO,0.9318,CALIFORNIA
KERN,0.8566,CALIFORNIA
SAN DIEGO,0.8823,CALIFORNIA
SISKIYOU,0.7965,CALIFORNIA
FRESNO,0.9362,CALIFORNIA
FRESNO,0.9894,CALIFORNIA
SAN BERNARDINO,0.8592,CALIFORNIA
STANISLAUS,0.9896,CALIFORNIA
ORANGE,0.6254,CALIFORNIA
LOS ANGELES,0.9959,CALIFORNIA
LOS ANGELES,0.8474,CALIFORNIA
SAN BERNARDINO,0.9223,CALIFORNIA
RIVERSIDE,0.9353,CALIFORNIA
KERN,0.9159,CALIFORNIA
RIVERSIDE,0.9007,CALIFORNIA
LOS ANGELES,0.7523,CALIFORNIA
RIVERSIDE,0.6727,CALIFORNIA
ALAMEDA,0.7495,CALIFORNIA
FRESNO,0.8997,CALIFORNIA
LOS ANGELES,0.8404,CALIFORNIA
LOS ANGELES,0.9389,CALIFORNIA
SAN FRANCISCO,0.7911,CALIFORNIA
SAN DIEGO,0.8764,CALIFORNIA
SAN DIEGO,0.8544,CALIFORNIA
LOS ANGELES,0.8676,CALIFORNIA
CONTRA COSTA,0.9365,CALIFORNIA
SAN DIEGO,0.7777,CALIFORNIA
TULARE,0.9835,CALIFORNIA
ALAMEDA,0.7741,CALIFORNIA
LOS ANGELES,0.876,CALIFORNIA
ALAMEDA,0.9176,CALIFORNIA
RIVERSIDE,0.9035,CALIFORNIA
KERN,0.9046,CALIFORNIA
SAN DIEGO,0.9732,CALIFORNIA
LOS ANGELES,0.8746,CALIFORNIA
SACRAMENTO,0.8314,CALIFORNIA
LOS ANGELES,0.8989,CALIFORNIA
FRESNO,0.9577,CALIFORNIA
LOS ANGELES,0.925,CALIFORNIA
SANTA CLARA,0.8404,CALIFORNIA
KERN,0.9778,CALIFORNIA
ORANGE,0.8316,CALIFORNIA
SAN DIEGO,0.9475,CALIFORNIA
IMPERIAL,0.978,CALIFORNIA
RIVERSIDE,0.8706,CALIFORNIA
SAN BERNARDINO,0.8825,CALIFORNIA
LOS ANGELES,0.9497,CALIFORNIA
LOS ANGELES,0.964,CALIFORNIA
LOS ANGELES,0.9584,CALIFORNIA
ORANGE,0.8393,CALIFORNIA
SACRAMENTO,0.9106,CALIFORNIA
LOS ANGELES,0.9737,CALIFORNIA
FRESNO,0.9631,CALIFORNIA
LOS ANGELES,0.9048,CALIFORNIA
LOS ANGELES,0.739,CALIFORNIA
LOS ANGELES,0.7792,CALIFORNIA
FRESNO,0.91,CALIFORNIA
LOS ANGELES,0.9666,CALIFORNIA
LOS ANGELES,0.9736,CALIFORNIA
RIVERSIDE,0.9211,CALIFORNIA
SOLANO,0.7765,CALIFORNIA
KERN,0.9579,CALIFORNIA
MONTEREY,0.8836,CALIFORNIA
RIVERSIDE,0.8962,CALIFORNIA
YUBA,0.8727,CALIFORNIA
KERN,0.9776,CALIFORNIA
SAN DIEGO,0.7952,CALIFORNIA
SAN JOAQUIN,0.9358,CALIFORNIA
LOS ANGELES,0.8582,CALIFORNIA
ALAMEDA,0.7184,CALIFORNIA
SACRAMENTO,0.9594,CALIFORNIA
LOS ANGELES,0.6589,CALIFORNIA
CONTRA COSTA,0.8485,CALIFORNIA
ORANGE,0.8649,CALIFORNIA
