LEAID,NAME_LEA21,NAME_COUNTY21
2700328,Ortonville Public Schools,Big Stone County
2709330,Cleveland Public School District,Blue Earth County
2733480,St. Clair Public School District,Blue Earth County
2733390,Springfield Public School District,Brown County
2709420,Cloquet Public School District,Carlton County
2709690,Cromwell-Wright Public Schools,Carlton County
2721450,Moose Lake Public School District,Carlton County
2702640,Lester Prairie Public School District,Carver County
2711670,Minnetonka Public School District,Carver County
2723910,Central Public School District,Carver County
2741460,Waconia Public School District,Carver County
2702910,Walker-Hackensack-Akeley School District,Cass County
2710140,Deer River Public School District,Cass County
2728200,Pequot Lakes Public Schools,Cass County
2728350,Pillager Public School District,Cass County
2728970,Pine River-Backus Public School District,Cass County
2700017,Chisago Lakes School District,Chisago County
2707410,Cambridge-Isanti Public School District,Chisago County
2723820,North Branch Public Schools,Chisago County
2732550,Rush City Public School District,Chisago County
2700126,Ada-Borup Public School District,Clay County
2740810,Ulen-Hitterdal Public School District,Clay County
2791448,Norman County West School District,Clay County
2700103,Clearbrook-Gonvick School District,Clearwater County
2730510,Red Lake Public School District,Clearwater County
2742780,Windom Public School District,Cottonwood County
2702760,Aitkin Public School District,Crow Wing County
2728200,Pequot Lakes Public Schools,Crow Wing County
2728970,Pine River-Backus Public School District,Crow Wing County
2707290,Burnsville Public School District,Dakota County
2707500,Cannon Falls Public School District,Dakota County
2717780,Lakeville Public School District,Dakota County
2730150,Randolph Public School District,Dakota County
2707350,Byron Public School District,Dodge County
2716980,Kasson-Mantorville School District,Dodge County
2703060,Alexandria Public School District,Douglas County
2728110,Parkers Prairie Public School District,Douglas County
2703030,Alden-Conger Public School District,Faribault County
2713040,Granada-Huntley-East Chain,Faribault County
2700007,Kingsland Public School District,Fillmore County
2718060,LeRoy-Ostrander Public Schools,Fillmore County
2718540,Mabel-Canton Public School District,Fillmore County
2703030,Alden-Conger Public School District,Freeborn County
2703450,Austin Public School District,Freeborn County
2718360,Lyle Public School District,Freeborn County
2707500,Cannon Falls Public School District,Goodhue County
2711760,Faribault Public School District,Goodhue County
2712900,Goodhue Public School District,Goodhue County
2717520,Lake City Public School District,Goodhue County
2730150,Randolph Public School District,Goodhue County
2703300,Ashby Public School District,Grant County
2703180,Anoka-Hennepin Public School District,Hennepin County
2705790,Bloomington Public School District,Hennepin County
2707200,Buffalo-Hanover-Montrose Public Schools,Hennepin County
2710170,Delano Public School District,Hennepin County
2711670,Minnetonka Public School District,Hennepin County
2732070,Rockford Public School District,Hennepin County
2733420,St. Anthony-New Brighton Schools,Hennepin County
2741460,Waconia Public School District,Hennepin County
2714280,Houston Public School District,Houston County
2717250,La Crescent-Hokah School District,Houston County
2718540,Mabel-Canton Public School District,Houston County
2702910,Walker-Hackensack-Akeley School District,Hubbard County
2704440,Bemidji Public School District,Hubbard County
2728080,Park Rapids Public School District,Hubbard County
2707410,Cambridge-Isanti Public School District,Isanti County
2723820,North Branch Public Schools,Isanti County
2733540,St. Francis Area Schools,Isanti County
2705730,Blackduck Public School District,Itasca County
2710140,Deer River Public School District,Itasca County
2700231,Jackson County Central School District,Jackson County
2700388,Round Lake-Brewster Public Schools,Jackson County
2718960,Martin County West School District,Jackson County
2742780,Windom Public School District,Jackson County
2728380,Pine City Public School District,Kanabec County
2700106,A.C.G.C. Public School District,Kandiyohi County
2700163,Renville County West School District,Kandiyohi County
2705660,Bird Island-Olivia-Lake Lillian Public School District,Kandiyohi County
2700008,St. Louis County School District,Koochiching County
2717010,Kelliher Public School District,Koochiching County
2733720,Nett Lake Public School District,Koochiching County
2700328,Ortonville Public Schools,Lac qui Parle County
2710090,Dawson-Boyd Public School District,Lac qui Parle County
2740740,Lake Superior Public School District,Lake County
2741850,Warroad Public School District,Lake of the Woods County
2700379,Tri-City United School District,Le Sueur County
2709330,Cleveland Public School District,Le Sueur County
2733870,St. Peter Public School District,Le Sueur County
2713680,Hendricks Public School District,Lincoln County
2717460,Lake Benton Public School District,Lincoln County
2700088,Lakeview School District,Lyon County
2721210,Milroy Public School District,Lyon County
2702640,Lester Prairie Public School District,McLeod County
2718210,Litchfield Public School District,McLeod County
2712300,Fosston Public School District,Mahnomen County
2718660,Mahnomen Public School District,Mahnomen County
2700024,Warren-Alvarado-Oslo School District,Marshall County
2713020,Goodridge Public School District,Marshall County
2732250,Roseau Public School District,Marshall County
2700231,Jackson County Central School District,Martin County
2713040,Granada-Huntley-East Chain,Martin County
2718960,Martin County West School District,Martin County
2700106,A.C.G.C. Public School District,Meeker County
2710060,Dassel-Cokato Public School District,Meeker County
2711190,Eden Valley-Watkins School District,Meeker County
2717220,Kimball Public School District,Meeker County
2718210,Litchfield Public School District,Meeker County
2714190,Holdingford Public School District,Morrison County
2728350,Pillager Public School District,Morrison County
2738280,Swanville Public School District,Morrison County
2700007,Kingsland Public School District,Mower County
2703450,Austin Public School District,Mower County
2718060,LeRoy-Ostrander Public Schools,Mower County
2718360,Lyle Public School District,Mower County
2700090,Murray County Central School District,Murray County
2700102,Sibley East School District,Nicollet County
2733870,St. Peter Public School District,Nicollet County
2700090,Murray County Central School District,Nobles County
2700388,Round Lake-Brewster Public Schools,Nobles County
2711460,Ellsworth Public School District,Nobles County
2718330,Luverne Public School District,Nobles County
2700126,Ada-Borup Public School District,Norman County
2709360,Climax-Shelly Public Schools,Norman County
2711910,Fertile-Beltrami School District,Norman County
2718660,Mahnomen Public School District,Norman County
2791448,Norman County West School District,Norman County
2707350,Byron Public School District,Olmsted County
2716980,Kasson-Mantorville School District,Olmsted County
2731800,Rochester Public School District,Olmsted County
2703300,Ashby Public School District,Otter Tail County
2705430,Bertha-Hewitt Public School District,Otter Tail County
2706150,Breckenridge Public School District,Otter Tail County
2710230,Detroit Lakes Public School District,Otter Tail County
2711880,Fergus Falls Public School District,Otter Tail County
2712360,Frazee-Vergas Public School District,Otter Tail County
2723520,New York Mills Public School District,Otter Tail County
2728110,Parkers Prairie Public School District,Otter Tail County
2728230,Perham-Dent Public School District,Otter Tail County
2732460,Rothsay Public School District,Otter Tail County
2713020,Goodridge Public School District,Pennington County
2721450,Moose Lake Public School District,Pine County
2728380,Pine City Public School District,Pine County
2732550,Rush City Public School District,Pine County
2742750,Willow River Public School District,Pine County
2717460,Lake Benton Public School District,Pipestone County
2700024,Warren-Alvarado-Oslo School District,Polk County
2700103,Clearbrook-Gonvick School District,Polk County
2709360,Climax-Shelly Public Schools,Polk County
2709720,Crookston Public School District,Polk County
2711910,Fertile-Beltrami School District,Polk County
2712300,Fosston Public School District,Polk County
2791449,Win-E-Mac School District,Polk County
2703060,Alexandria Public School District,Pope County
2723850,North St. Paul-Maplewood-Oakdale School District,Ramsey County
2733420,St. Anthony-New Brighton Schools,Ramsey County
2709720,Crookston Public School District,Red Lake County
2791449,Win-E-Mac School District,Red Lake County
2721210,Milroy Public School District,Redwood County
2733390,Springfield Public School District,Redwood County
2700163,Renville County West School District,Renville County
2705660,Bird Island-Olivia-Lake Lillian Public School District,Renville County
2700379,Tri-City United School District,Rice County
2711760,Faribault Public School District,Rice County
2711460,Ellsworth Public School District,Rock County
2718330,Luverne Public School District,Rock County
2732250,Roseau Public School District,Roseau County
2741850,Warroad Public School District,Roseau County
2700008,St. Louis County School District,St. Louis County
2709420,Cloquet Public School District,St. Louis County
2712210,Floodwood Public School District,St. Louis County
2733720,Nett Lake Public School District,St. Louis County
2740740,Lake Superior Public School District,St. Louis County
2705790,Bloomington Public School District,Scott County
2707290,Burnsville Public School District,Scott County
2717780,Lakeville Public School District,Scott County
2721390,Monticello Public School District,Sherburne County
2700102,Sibley East School District,Sibley County
2723910,Central Public School District,Sibley County
2711190,Eden Valley-Watkins School District,Stearns County
2714190,Holdingford Public School District,Stearns County
2717220,Kimball Public School District,Stearns County
2732820,Sartell-St. Stephen School District,Stearns County
2728050,Owatonna Public School District,Steele County
2705430,Bertha-Hewitt Public School District,Todd County
2738280,Swanville Public School District,Todd County
2740920,Verndale Public School District,Todd County
2712900,Goodhue Public School District,Wabasha County
2717520,Lake City Public School District,Wabasha County
2731800,Rochester Public School District,Wabasha County
2744070,Winona Area Public School District,Wabasha County
2740920,Verndale Public School District,Wadena County
2728050,Owatonna Public School District,Waseca County
2733480,St. Clair Public School District,Waseca County
2700017,Chisago Lakes School District,Washington County
2723850,North St. Paul-Maplewood-Oakdale School District,Washington County
2706150,Breckenridge Public School District,Wilkin County
2711880,Fergus Falls Public School District,Wilkin County
2732460,Rothsay Public School District,Wilkin County
2714280,Houston Public School District,Winona County
2717250,La Crescent-Hokah School District,Winona County
2744070,Winona Area Public School District,Winona County
2707200,Buffalo-Hanover-Montrose Public Schools,Wright County
2710060,Dassel-Cokato Public School District,Wright County
2710170,Delano Public School District,Wright County
2721390,Monticello Public School District,Wright County
2732070,Rockford Public School District,Wright County
2700088,Lakeview School District,Yellow Medicine County
2710090,Dawson-Boyd Public School District,Yellow Medicine County
2713680,Hendricks Public School District,Yellow Medicine County
2803390,Okolona Separate School District,Chickasaw County
2801800,Hattiesburg Public School District,Forrest County
2803630,Picayune School District,Hancock County
2803960,South Delta School District,Issaquena County
2804680,Western Line School District,Issaquena County
2801800,Hattiesburg Public School District,Lamar County
2802400,Lamar County School District,Lamar County
2800540,Baldwyn School District,Lee County
2803090,Nettleton School District,Lee County
2803090,Nettleton School District,Monroe County
2803390,Okolona Separate School District,Monroe County
2804380,Union Public School District,Neshoba County
2804380,Union Public School District,Newton County
2802400,Lamar County School District,Pearl River County
2803630,Picayune School District,Pearl River County
2800540,Baldwyn School District,Prentiss County
2803960,South Delta School District,Sharkey County
2804680,Western Line School District,Washington County
2905790,Adair County R-II School District,Adair County
2928500,South Nodaway County R-IV School District,Andrew County
2930600,Union Star R-II School District,Andrew County
2920880,Middle Grove C-1 School District,Audrain County
2923530,Paris R-II School District,Audrain County
2904020,Aurora R-VIII School District,Barry County
2910290,Crane R-III School District,Barry County
2921120,Monett R-I School District,Barry County
2926160,Reeds Spring R-IV School District,Barry County
2928200,Shell Knob 78 School District,Barry County
2928710,Southwest R-V School District,Barry County
2930810,Verona R-VII School District,Barry County
2905910,Bronaugh R-VII School District,Barton County
2912930,Golden City R-III School District,Barton County
2916140,Jasper County R-V School District,Barton County
2903120,Appleton City R-II School District,Bates County
2903200,Archie R-V School District,Bates County
2911070,Drexel R-IV School District,Bates County
2915330,Hume R-VIII School District,Bates County
2926310,Rich Hill R-IV School District,Bates County
2909900,Cole Camp R-I School District,Benton County
2923270,Osceola School District,Benton County
2929610,Morgan County R-I School District,Benton County
2931070,Warsaw R-IX School District,Benton County
2931920,Wheatland R-II School District,Benton County
2910620,Delta R-V School District,Bollinger County
2915600,Jackson R-II School District,Bollinger County
2919350,Woodland R-IV School District,Bollinger County
2923640,Meadow Heights R-II School District,Bollinger County
2924530,Perry County 32 School District,Bollinger County
2932490,Zalma R-V School District,Bollinger County
2911990,Fayette R-III School District,Boone County
2913710,Harrisburg R-VIII School District,Boone County
2921940,New Franklin R-I School District,Boone County
2922830,North Platte County R-I School District,Buchanan County
2910920,Doniphan R-I School District,Butler County
2913380,Greenville R-II School District,Butler County
2921720,Naylor R-II School District,Butler County
2921750,Neelyville R-IV School District,Butler County
2930520,Twin Rivers R-X School District,Butler County
2913590,Hamilton R-II School District,Caldwell County
2917970,Lathrop R-II School District,Caldwell County
2925410,Polo R-VII School District,Caldwell County
2928680,Southwest Livingston County R-I School District,Caldwell County
2916190,Jefferson City Public Schools,Callaway County
2929580,Stoutland R-II School District,Camden County
2910620,Delta R-V School District,Cape Girardeau County
2915600,Jackson R-II School District,Cape Girardeau County
2923640,Meadow Heights R-II School District,Cape Girardeau County
2906030,Brunswick R-II School District,Carroll County
2913500,Hale R-I School District,Carroll County
2922620,Norborne R-VIII School District,Carroll County
2930300,Tina-Avalon R-II School District,Carroll County
2930750,Van Buren R-I School District,Carter County
2903200,Archie R-V School District,Cass County
2911070,Drexel R-IV School District,Cass County
2914490,Holden R-III School District,Cass County
2916660,Kingsville R-I School District,Cass County
2918300,Lee's Summit R-VII School District,Cass County
2929520,Stockton R-I School District,Cedar County
2905940,Brookfield R-III School District,Chariton County
2906030,Brunswick R-II School District,Chariton County
2920050,Marceline R-V School District,Chariton County
2922920,Northwestern R-I School District,Chariton County
2905070,Billings R-IV School District,Christian County
2909780,Clever R-V School District,Christian County
2912180,Fordland R-III School District,Christian County
2926220,Republic R-III School District,Christian County
2907080,Canton R-V School District,Clark County
2916380,Clark County R-I School District,Clark County
2920700,Scotland County R-I School District,Clark County
2911650,Excelsior Springs 40 School District,Clay County
2916450,Kearney R-I School District,Clay County
2922800,North Kansas City 74 School District,Clay County
2925230,Platte County R-III School District,Clay County
2925290,Clinton County R-III School District,Clay County
2916450,Kearney R-I School District,Clinton County
2917970,Lathrop R-II School District,Clinton County
2923250,Osborn R-O School District,Clinton County
2925290,Clinton County R-III School District,Clinton County
2929490,Stewartsville C-2 School District,Clinton County
2911550,Cole County R-V School District,Cole County
2915660,Jamestown C-1 School District,Cole County
2916190,Jefferson City Public Schools,Cole County
2926970,Cole County R-I School District,Cole County
2905190,Blackwater R-II School District,Cooper County
2905580,Boonville R-I School District,Cooper County
2906510,Moniteau County R-I School District,Cooper County
2909090,Clarksburg C-2 School District,Cooper County
2923310,Otterville R-VI School District,Cooper County
2925170,Pilot Grove C-4 School District,Cooper County
2925530,Prairie Home R-V School District,Cooper County
2927330,Hardeman R-X School District,Cooper County
2910410,Crawford County R-2 School District,Crawford County
2910650,North Wood R-IV School District,Crawford County
2929520,Stockton R-I School District,Dade County
2920430,Marshfield R-I School District,Dallas County
2912870,Gilman City R-IV School District,Daviess County
2913590,Hamilton R-II School District,Daviess County
2915630,North Daviess R-III School District,Daviess County
2932250,Winston R-VI School District,Daviess County
2923250,Osborn R-O School District,DeKalb County
2929490,Stewartsville C-2 School District,DeKalb County
2930600,Union Star R-II School District,DeKalb County
2932250,Winston R-VI School District,DeKalb County
2910650,North Wood R-IV School District,Dent County
2910710,Dent-Phelps R-III School District,Dent County
2923040,Oak Hill R-I School District,Dent County
2906430,Cabool R-IV School District,Douglas County
2910950,Dora R-III School District,Douglas County
2912600,Gainesville R-V School District,Douglas County
2919980,Mansfield R-IV School District,Douglas County
2922950,Norwood R-I School District,Douglas County
2904950,Bernie R-XIII School District,Dunklin County
2905730,Delta C-7 School District,Dunklin County
2916500,Kennett 39 School District,Dunklin County
2931230,Richwoods R-VII School District,Franklin County
2908490,Osage County R-I School District,Gasconade County
2910410,Crawford County R-2 School District,Gasconade County
2919080,Osage County R-II School District,Gasconade County
2929340,Stanberry R-II School District,Gentry County
2920160,Marion C. Early R-V School District,Greene County
2925350,Pleasant Hope R-VI School District,Greene County
2926220,Republic R-III School District,Greene County
2929640,Strafford R-VI School District,Greene County
2912690,Grundy County R-V School District,Grundy County
2913440,Pleasant View R-VI School District,Grundy County
2925590,Princeton R-V School District,Grundy County
2928770,Spickard R-II School District,Grundy County
2906450,Cainsville R-I School District,Harrison County
2912870,Gilman City R-IV School District,Harrison County
2915630,North Daviess R-III School District,Harrison County
2908730,Chilhowee R-IV School District,Henry County
2910520,Lakeland R-III School District,Henry County
2918360,Leeton R-X School District,Henry County
2931070,Warsaw R-IX School District,Henry County
2905370,Bolivar R-I School District,Hickory County
2931920,Wheatland R-II School District,Hickory County
2911990,Fayette R-III School District,Howard County
2913710,Harrisburg R-VIII School District,Howard County
2914370,Higbee R-VIII School District,Howard County
2921940,New Franklin R-I School District,Howard County
2904140,Bakersfield R-IV School District,Howell County
2911850,Fairview R-XI School District,Howell County
2916860,Oregon-Howell R-III School District,Howell County
2903150,Arcadia Valley R-II School District,Iron County
2918450,Lesterville R-IV School District,Iron County
2930720,Valley R-VI School District,Iron County
2918300,Lee's Summit R-VII School District,Jackson County
2907350,Carl Junction R-I School District,Jasper County
2910800,Diamond R-IV School District,Jasper County
2912930,Golden City R-III School District,Jasper County
2916140,Jasper County R-V School District,Jasper County
2916350,Joplin School District,Jasper County
2926850,Rockwood R-VI School District,Jefferson County
2929820,Sunrise R-IX School District,Jefferson County
2931140,Kingston K-14 School District,Jefferson County
2908730,Chilhowee R-IV School District,Johnson County
2910080,Concordia R-II School District,Johnson County
2914490,Holden R-III School District,Johnson County
2916660,Kingsville R-I School District,Johnson County
2916830,Knob Noster R-VIII School District,Johnson County
2918360,Leeton R-X School District,Johnson County
2923100,Odessa R-VII School District,Johnson County
2905790,Adair County R-II School District,Knox County
2912720,Gasconade C-4 School District,Laclede County
2929580,Stoutland R-II School District,Laclede County
2903000,Santa Fe R-X School District,Lafayette County
2910080,Concordia R-II School District,Lafayette County
2923100,Odessa R-VII School District,Lafayette County
2926480,Richmond R-XVI School District,Lafayette County
2904020,Aurora R-VIII School District,Lawrence County
2921120,Monett R-I School District,Lawrence County
2930810,Verona R-VII School District,Lawrence County
2907080,Canton R-V School District,Lewis County
2916380,Clark County R-I School District,Lewis County
2923490,Palmyra R-I School District,Lewis County
2925140,Pike County R-III School District,Lincoln County
2931050,Warren County R-III School District,Lincoln County
2932310,Wright City R-II of Warren County,Lincoln County
2905940,Brookfield R-III School District,Linn County
2906000,Linn County R-I School District,Linn County
2906090,Bucklin R-II School District,Linn County
2920050,Marceline R-V School District,Linn County
2913440,Pleasant View R-VI School District,Livingston County
2913500,Hale R-I School District,Livingston County
2922920,Northwestern R-I School District,Livingston County
2928680,Southwest Livingston County R-I School District,Livingston County
2930300,Tina-Avalon R-II School District,Livingston County
2920610,McDonald County R-I School District,McDonald County
2921810,Neosho R-V School District,McDonald County
2927900,Seneca R-VII School District,McDonald County
2928710,Southwest R-V School District,McDonald County
2930420,East Newton County R-VI School District,McDonald County
2903480,Atlanta C-3 Schools,Macon County
2906090,Bucklin R-II School District,Macon County
2919410,Macon County R-I School District,Macon County
2928140,North Shelby School District,Macon County
2903150,Arcadia Valley R-II School District,Madison County
2929130,St. Elizabeth R-IV School District,Maries County
2913650,Hannibal 60 School District,Marion County
2920280,Marion County R-II School District,Marion County
2923490,Palmyra R-I School District,Marion County
2906450,Cainsville R-I School District,Mercer County
2925590,Princeton R-V School District,Mercer County
2928770,Spickard R-II School District,Mercer County
2911550,Cole County R-V School District,Miller County
2929130,St. Elizabeth R-IV School District,Miller County
2931830,Osage County R-III School District,Miller County
2904890,Scott County R-IV School District,Mississippi County
2911220,East Prairie R-II School District,Mississippi County
2905580,Boonville R-I School District,Moniteau County
2906510,Moniteau County R-I School District,Moniteau County
2909090,Clarksburg C-2 School District,Moniteau County
2915660,Jamestown C-1 School District,Moniteau County
2921180,Moniteau County R-V School District,Moniteau County
2925530,Prairie Home R-V School District,Moniteau County
2926970,Cole County R-I School District,Moniteau County
2930840,Morgan County R-II School District,Moniteau County
2920880,Middle Grove C-1 School District,Monroe County
2921100,Moberly School District,Monroe County
2923530,Paris R-II School District,Monroe County
2921180,Moniteau County R-V School District,Morgan County
2923310,Otterville R-VI School District,Morgan County
2929610,Morgan County R-I School District,Morgan County
2930840,Morgan County R-II School District,Morgan County
2900004,New Madrid County R-I School District,New Madrid County
2911220,East Prairie R-II School District,New Madrid County
2928260,Sikeston R-VI School District,New Madrid County
2907350,Carl Junction R-I School District,Newton County
2910800,Diamond R-IV School District,Newton County
2916350,Joplin School District,Newton County
2920610,McDonald County R-I School District,Newton County
2921810,Neosho R-V School District,Newton County
2927900,Seneca R-VII School District,Newton County
2930420,East Newton County R-VI School District,Newton County
2921660,Northeast Nodaway County R-V School District,Nodaway County
2928500,South Nodaway County R-IV School District,Nodaway County
2929340,Stanberry R-II School District,Nodaway County
2932300,Worth County R-III School District,Nodaway County
2916860,Oregon-Howell R-III School District,Oregon County
2908490,Osage County R-I School District,Osage County
2919080,Osage County R-II School District,Osage County
2931830,Osage County R-III School District,Osage County
2904140,Bakersfield R-IV School District,Ozark County
2910950,Dora R-III School District,Ozark County
2911850,Fairview R-XI School District,Ozark County
2912600,Gainesville R-V School District,Ozark County
2905730,Delta C-7 School District,Pemiscot County
2916500,Kennett 39 School District,Pemiscot County
2924530,Perry County 32 School District,Perry County
2909900,Cole Camp R-I School District,Pettis County
2915270,Pettis County R-V School District,Pettis County
2916830,Knob Noster R-VIII School District,Pettis County
2925170,Pilot Grove C-4 School District,Pettis County
2910710,Dent-Phelps R-III School District,Phelps County
2918600,Licking R-VIII School District,Phelps County
2922140,Newburg R-II School District,Phelps County
2925080,Phelps County R-III School District,Phelps County
2905660,Bowling Green R-I School District,Pike County
2925140,Pike County R-III School District,Pike County
2922800,North Kansas City 74 School District,Platte County
2922830,North Platte County R-I School District,Platte County
2925230,Platte County R-III School District,Platte County
2905370,Bolivar R-I School District,Polk County
2920160,Marion C. Early R-V School District,Polk County
2925350,Pleasant Hope R-VI School District,Polk County
2912720,Gasconade C-4 School District,Pulaski County
2922140,Newburg R-II School District,Pulaski County
2925080,Phelps County R-III School District,Pulaski County
2925640,Putnam County R-I School District,Putnam County
2905660,Bowling Green R-I School District,Ralls County
2913650,Hannibal 60 School District,Ralls County
2914370,Higbee R-VIII School District,Randolph County
2919410,Macon County R-I School District,Randolph County
2921100,Moberly School District,Randolph County
2911650,Excelsior Springs 40 School District,Ray County
2922620,Norborne R-VIII School District,Ray County
2925410,Polo R-VII School District,Ray County
2926480,Richmond R-XVI School District,Ray County
2918450,Lesterville R-IV School District,Reynolds County
2928590,Southern Reynolds County R-II School District,Reynolds County
2930750,Van Buren R-I School District,Reynolds County
2910920,Doniphan R-I School District,Ripley County
2921720,Naylor R-II School District,Ripley County
2921750,Neelyville R-IV School District,Ripley County
2903120,Appleton City R-II School District,St. Clair County
2910520,Lakeland R-III School District,St. Clair County
2923270,Osceola School District,St. Clair County
2911910,Farmington R-VII School District,Ste. Genevieve County
2929170,Central R-III School District,Ste. Genevieve County
2905130,Bismarck R-V School District,St. Francois County
2911910,Farmington R-VII School District,St. Francois County
2918240,West St. Francois County R-IV School District,St. Francois County
2925500,Potosi R-III School District,St. Francois County
2929170,Central R-III School District,St. Francois County
2929820,Sunrise R-IX School District,St. Francois County
2926850,Rockwood R-VI School District,St. Louis County
2903000,Santa Fe R-X School District,Saline County
2905190,Blackwater R-II School District,Saline County
2915270,Pettis County R-V School District,Saline County
2927330,Hardeman R-X School District,Saline County
2920700,Scotland County R-I School District,Scotland County
2904890,Scott County R-IV School District,Scott County
2928260,Sikeston R-VI School District,Scott County
2923040,Oak Hill R-I School District,Shannon County
2928590,Southern Reynolds County R-II School District,Shannon County
2929810,Summersville R-II School District,Shannon County
2903480,Atlanta C-3 Schools,Shelby County
2920280,Marion County R-II School District,Shelby County
2928140,North Shelby School District,Shelby County
2900004,New Madrid County R-I School District,Stoddard County
2904950,Bernie R-XIII School District,Stoddard County
2925650,Puxico R-VIII School District,Stoddard County
2930520,Twin Rivers R-X School District,Stoddard County
2932490,Zalma R-V School District,Stoddard County
2905070,Billings R-IV School District,Stone County
2909780,Clever R-V School District,Stone County
2910290,Crane R-III School District,Stone County
2914550,Hollister R-V School District,Stone County
2926160,Reeds Spring R-IV School District,Stone County
2928200,Shell Knob 78 School District,Stone County
2906000,Linn County R-I School District,Sullivan County
2912690,Grundy County R-V School District,Sullivan County
2925640,Putnam County R-I School District,Sullivan County
2914550,Hollister R-V School District,Taney County
2906430,Cabool R-IV School District,Texas County
2918600,Licking R-VIII School District,Texas County
2929810,Summersville R-II School District,Texas County
2905910,Bronaugh R-VII School District,Vernon County
2915330,Hume R-VIII School District,Vernon County
2926310,Rich Hill R-IV School District,Vernon County
2931050,Warren County R-III School District,Warren County
2932310,Wright City R-II of Warren County,Warren County
2905130,Bismarck R-V School District,Washington County
2918240,West St. Francois County R-IV School District,Washington County
2925500,Potosi R-III School District,Washington County
2930720,Valley R-VI School District,Washington County
2931140,Kingston K-14 School District,Washington County
2931230,Richwoods R-VII School District,Washington County
2913380,Greenville R-II School District,Wayne County
2919350,Woodland R-IV School District,Wayne County
2925650,Puxico R-VIII School District,Wayne County
2912180,Fordland R-III School District,Webster County
2920430,Marshfield R-I School District,Webster County
2929640,Strafford R-VI School District,Webster County
2921660,Northeast Nodaway County R-V School District,Worth County
2932300,Worth County R-III School District,Worth County
2919980,Mansfield R-IV School District,Wright County
2922950,Norwood R-I School District,Wright County
3010820,Wise River Elementary School District,Beaverhead County
3028500,Wisdom Elementary School District,Beaverhead County
3000095,Lame Deer High School District,Big Horn County
3026190,Three Forks High School District,Broadwater County
3001710,Absarokee Elementary School District,Carbon County
3016200,Laurel Elementary School District,Carbon County
3000006,Broadus Elementary School District,Carter County
3004860,Powder River County High School District,Carter County
3022750,Rocky Boy Elementary School District,Chouteau County
3028911,Rocky Boy High School District,Chouteau County
3007950,Spring Creek Elementary School District,Custer County
3022370,Richey Elementary School District,Dawson County
3023520,Savage Elementary School District,Dawson County
3008670,Deer Lodge Elementary School District,Deer Lodge County
3010820,Wise River Elementary School District,Deer Lodge County
3021450,Powell County High School District,Deer Lodge County
3028500,Wisdom Elementary School District,Deer Lodge County
3003820,Bigfork Elementary School District,Flathead County
3003840,Bigfork High School District,Flathead County
3000932,Shields Valley Elementary School District,Gallatin County
3026190,Three Forks High School District,Gallatin County
3028140,Willow Creek Elementary School District,Gallatin County
3000098,Chester-Joplin-Inverness Elementary School District,Hill County
3000101,Chester-Joplin-Inverness High School District,Hill County
3022750,Rocky Boy Elementary School District,Hill County
3028911,Rocky Boy High School District,Hill County
3005550,Cardwell Elementary School District,Jefferson County
3028140,Willow Creek Elementary School District,Jefferson County
3003820,Bigfork Elementary School District,Lake County
3003840,Bigfork High School District,Lake County
3006112,Charlo Elementary School District,Lake County
3006115,Charlo High School District,Lake County
3014640,Hot Springs K-12,Lake County
3018540,Missoula High School District,Lake County
3000098,Chester-Joplin-Inverness Elementary School District,Liberty County
3000101,Chester-Joplin-Inverness High School District,Liberty County
3005550,Cardwell Elementary School District,Madison County
3001860,Alberton K-12 Schools,Mineral County
3001860,Alberton K-12 Schools,Missoula County
3011100,Florence-Carlton K-12 Schools,Missoula County
3018540,Missoula High School District,Missoula County
3018240,Melstone Elementary School District,Musselshell County
3018270,Melstone High School District,Musselshell County
3000932,Shields Valley Elementary School District,Park County
3023370,Saco Elementary School District,Phillips County
3000102,Dutton/Brady K-12 Schools,Pondera County
3000006,Broadus Elementary School District,Powder River County
3000008,Ashland Elementary School District,Powder River County
3004860,Powder River County High School District,Powder River County
3007950,Spring Creek Elementary School District,Powder River County
3008670,Deer Lodge Elementary School District,Powell County
3021450,Powell County High School District,Powell County
3011100,Florence-Carlton K-12 Schools,Ravalli County
3007830,Culbertson Elementary School District,Richland County
3022370,Richey Elementary School District,Richland County
3023520,Savage Elementary School District,Richland County
3007830,Culbertson Elementary School District,Roosevelt County
3000008,Ashland Elementary School District,Rosebud County
3000095,Lame Deer High School District,Rosebud County
3018240,Melstone Elementary School District,Rosebud County
3018270,Melstone High School District,Rosebud County
3006112,Charlo Elementary School District,Sanders County
3006115,Charlo High School District,Sanders County
3014640,Hot Springs K-12,Sanders County
3001710,Absarokee Elementary School District,Stillwater County
3018660,Molt Elementary School District,Stillwater County
3022230,Reed Point Elementary School District,Stillwater County
3022260,Reed Point High School District,Stillwater County
3022230,Reed Point Elementary School District,Sweet Grass County
3022260,Reed Point High School District,Sweet Grass County
3000102,Dutton/Brady K-12 Schools,Teton County
3023370,Saco Elementary School District,Valley County
3016200,Laurel Elementary School District,Yellowstone County
3018660,Molt Elementary School District,Yellowstone County
3102820,Boone Central Schools,Antelope County
3174220,Neligh-Oakdale Schools,Antelope County
3100010,Anselmo-Merna Public Schools,Blaine County
3102820,Boone Central Schools,Boone County
3100105,Bridgeport Public Schools,Box Butte County
3102790,Ainsworth Community Schools,Brown County
3176170,Rock County Public Schools,Brown County
3178020,Valentine Community Schools,Brown County
3103060,Ansley Public Schools,Buffalo County
