LEAID,NAME_LEA21,NAME_COUNTY21
2915450,Scott City R-I School District,Scott County
2916470,Kelso C-7 School District,Scott County
2921420,Scott County Central Schools,Scott County
2923130,Oran R-III School District,Scott County
2911450,Eminence R-I School District,Shannon County
2904530,Bell City R-II School District,Stoddard County
2905250,Bloomfield R-XIV School District,Stoddard County
2910770,Dexter R-XI School District,Stoddard County
2926400,Richland R-I School District,Stoddard County
2905280,Blue Eye R-V School District,Stone County
2915390,Hurley R-I School District,Stone County
2913230,Green City R-I School District,Sullivan County
2920940,Milan C-2 School District,Sullivan County
2905760,Branson R-IV School District,Taney County
2912240,Forsyth R-III School District,Taney County
2916710,Kirbyville R-VI School District,Taney County
2920340,Mark Twain R-VIII School District,Taney County
2929910,Taneyville R-II School District,Taney County
2914840,Houston R-I School District,Texas County
2926040,Raymondville R-VII School District,Texas County
2929730,Success R-VI School District,Texas County
2921840,Nevada R-V School District,Vernon County
2927600,Northeast Vernon County R-I School District,Vernon County
2922500,Niangua R-V School District,Webster County
2927930,Seymour R-II School District,Webster County
2913770,Hartville R-II School District,Wright County
2919950,Manes R-V School District,Wright County
2929280,St. Louis City School District,St. Louis city
3003090,Beaverhead County High School District,Beaverhead County
3008910,Dillon Elementary School District,Beaverhead County
3012900,Grant Elementary School District,Beaverhead County
3015060,Jackson Elementary School District,Beaverhead County
3016710,Lima K-12 Schools,Beaverhead County
3021030,Polaris Elementary School District,Beaverhead County
3022290,Reichle Elementary School District,Beaverhead County
3003660,Spring Creek Elementary School District,Big Horn County
3013310,Hardin Elementary School District,Big Horn County
3013340,Hardin High School District,Big Horn County
3013360,Plenty Coups High School District,Big Horn County
3017010,Lodge Grass Elementary School District,Big Horn County
3017040,Lodge Grass High School District,Big Horn County
3021720,Pryor Elementary School District,Big Horn County
3028800,Wyola Elementary School District,Big Horn County
3003000,Bear Paw Elementary School District,Blaine County
3004050,Cleveland Elementary School District,Blaine County
3006260,Chinook Elementary School District,Blaine County
3006270,Chinook High School District,Blaine County
3013395,Harlem Elementary School District,Blaine County
3013400,Harlem High School District,Blaine County
3013660,Hays-Lodge Pole K-12 Schools,Blaine County
3019310,North Harlem Colony Elementary School District,Blaine County
3026640,Turner Elementary School District,Blaine County
3026670,Turner High School District,Blaine County
3028910,Zurich Elementary School District,Blaine County
3004980,Townsend K-12 Schools,Broadwater County
3003270,Belfry K-12 Schools,Carbon County
3004800,Bridger K-12 Schools,Carbon County
3011650,Fromberg K-12,Carbon County
3015200,Joliet Elementary School District,Carbon County
3015260,Joliet High School District,Carbon County
3017370,Luther Elementary School District,Carbon County
3022080,Red Lodge Elementary School District,Carbon County
3022110,Red Lodge High School District,Carbon County
3022710,Roberts K-12 Schools,Carbon County
3001950,Alzada Elementary School District,Carter County
3005610,Carter County High School District,Carter County
3009670,Ekalaka Elementary School District,Carter County
3013280,Hawks Home Elementary School District,Carter County
3003420,Belt Elementary School District,Cascade County
3003450,Belt High School District,Cascade County
3005850,Vaughn Elementary School District,Cascade County
3005880,Cascade Elementary School District,Cascade County
3005910,Cascade High School District,Cascade County
3013040,Great Falls Elementary School District,Cascade County
3013050,Great Falls High School District,Cascade County
3024300,Sun River Valley Elementary School District,Cascade County
3024330,Simms High School District,Cascade County
3025130,Centerville Elementary School District,Cascade County
3025140,Centerville High School District,Cascade County
3026880,Ulm Elementary School District,Cascade County
3003480,Benton Lake Elementary School District,Chouteau County
3003750,Big Sandy K-12 Schools,Chouteau County
3005760,Carter Elementary School District,Chouteau County
3011240,Fort Benton Elementary School District,Chouteau County
3011260,Fort Benton High School District,Chouteau County
3012210,Geraldine K-12,Chouteau County
3014070,Highwood K-12,Chouteau County
3015690,Knees Elementary School District,Chouteau County
3007930,Custer County High School District,Custer County
3007980,Kinsey Elementary School District,Custer County
3008010,S Y Elementary School District,Custer County
3008040,S H Elementary School District,Custer County
3015640,Kircher Elementary School District,Custer County
3018410,Miles City Elementary School District,Custer County
3026400,Trail Creek Elementary School District,Custer County
3023670,Scobey K-12 Schools,Daniels County
3004200,Bloomfield Elementary School District,Dawson County
3008340,Dawson High School District,Dawson County
3008400,Lindsay Elementary School District,Dawson County
3008470,Deer Creek Elementary School District,Dawson County
3012510,Glendive Elementary School District,Dawson County
3022410,Richey High School District,Dawson County
3002010,Anaconda Elementary School District,Deer Lodge County
3002030,Anaconda High School District,Deer Lodge County
3002730,Baker K-12 Schools,Fallon County
3021000,Plevna K-12 Schools,Fallon County
3002570,Ayers Elementary School District,Fergus County
3008730,Deerfield Elementary School District,Fergus County
3008850,Denton High School District,Fergus County
3008860,Denton Elementary School District,Fergus County
3010530,Fergus High School District,Fergus County
3012960,Grass Range Elementary School District,Fergus County
3012990,Grass Range High School District,Fergus County
3015610,King Colony Elementary School District,Fergus County
3016490,Lewistown Elementary School District,Fergus County
3018870,Moore Elementary School District,Fergus County
3018900,Moore High School District,Fergus County
3023160,Roy K-12 Schools,Fergus County
3024690,Spring Creek Colony Elementary School District,Fergus County
3028380,Winifred K-12 Schools,Fergus County
3000002,Somers Elementary School District,Flathead County
3000094,West Glacier Elementary School District,Flathead County
3002850,Smith Valley Elementary School District,Flathead County
3005990,Cayuse Prairie Elementary School District,Flathead County
3007110,Columbia Falls Elementary School District,Flathead County
3007140,Columbia Falls High School District,Flathead County
3007710,Creston Elementary School District,Flathead County
3008700,Deer Park Elementary School District,Flathead County
3010230,Fair-Mont-Egan Elementary School District,Flathead County
3010920,Evergreen Elementary School District,Flathead County
3010950,Olney-Bissell Elementary School District,Flathead County
3013800,Helena Flats Elementary School District,Flathead County
3015420,Flathead High School District,Flathead County
3015450,Kalispell Elementary School District,Flathead County
3015570,Kila Elementary School District,Flathead County
3017700,Marion Elementary School District,Flathead County
3020880,Pleasant Valley Elementary School District,Flathead County
3025500,Swan River Elementary School District,Flathead County
3027570,West Valley Elementary School District,Flathead County
3027740,Whitefish Elementary School District,Flathead County
3027790,Whitefish High School District,Flathead County
3000654,Big Sky School K-12,Gallatin County
3001980,Amsterdam Elementary School District,Gallatin County
3002070,Anderson Elementary School District,Gallatin County
3003290,Belgrade Elementary School District,Gallatin County
3003330,Belgrade High School District,Gallatin County
3004560,Bozeman Elementary School District,Gallatin County
3004590,Bozeman High School District,Gallatin County
3007500,Cottonwood Elementary School District,Gallatin County
3011790,Gallatin Gateway Elementary School District,Gallatin County
3016110,LaMotte Elementary School District,Gallatin County
3017520,Malmborg Elementary School District,Gallatin County
3017610,Manhattan School,Gallatin County
3017640,Manhattan High School District,Gallatin County
3018750,Monforton Elementary School District,Gallatin County
3020170,Pass Creek Elementary School District,Gallatin County
3024810,Springhill Elementary School District,Gallatin County
3027630,West Yellowstone K-12,Gallatin County
3028170,Willow Creek High School District,Gallatin County
3007030,Cohagen Elementary School District,Garfield County
3011880,Garfield County High School District,Garfield County
3011990,Ross Elementary School District,Garfield County
3012060,Sand Springs Elementary School District,Garfield County
3015340,Jordan Elementary School District,Garfield County
3015510,Kester Elementary School District,Garfield County
3020690,Pine Grove Elementary School District,Garfield County
3000003,Cut Bank Elementary School District,Glacier County
3000004,Mountain View Elementary School District,Glacier County
3005140,Browning Elementary School District,Glacier County
3005190,Browning High School District,Glacier County
3008190,Cut Bank High School District,Glacier County
3009510,East Glacier Park Elementary School District,Glacier County
3016290,Lavina K-12 Schools,Golden Valley County
3023340,Ryegate K-12 Schools,Golden Valley County
3009180,Drummond Elementary School District,Granite County
3009210,Drummond High School District,Granite County
3012840,Philipsburg K-12 Schools,Granite County
3013200,Hall Elementary School District,Granite County
3000096,North Star Elementary School District,Hill County
3000097,North Star High School District,Hill County
3004440,Box Elder Elementary School District,Hill County
3004500,Box Elder High School District,Hill County
3008310,Davey Elementary School District,Hill County
3012350,Gildford Colony Elementary School District,Hill County
3013560,Havre Elementary School District,Hill County
3013590,Havre High School District,Hill County
3014150,Cottonwood Elementary School District,Hill County
3002820,Basin Elementary School District,Jefferson County
3004380,Boulder Elementary School District,Jefferson County
3006840,Clancy Elementary School District,Jefferson County
3015120,Jefferson High School District,Jefferson County
3018780,Montana City Elementary School District,Jefferson County
3012300,Geyser K-12 Schools,Judith Basin County
3014430,Hobson K-12 Schools,Judith Basin County
3024990,Stanford K-12 Schools,Judith Basin County
3006110,St. Ignatius K-12 Schools,Lake County
3015900,Upper West Shore Elementary School District,Lake County
3015930,Swan Lake-Salmon Elementary School District,Lake County
3021060,Polson Elementary School District,Lake County
3021090,Polson High School District,Lake County
3022790,Ronan Elementary School District,Lake County
3022800,Ronan High School District,Lake County
3027150,Valley View Elementary School District,Lake County
3000005,Helena Elementary School District,Lewis and Clark County
3002430,Augusta Elementary School District,Lewis and Clark County
3002450,Augusta High School District,Lewis and Clark County
3002490,Auchard Creek Elementary School District,Lewis and Clark County
3009560,East Helena K-12,Lewis and Clark County
3013830,Helena High School District,Lewis and Clark County
3016810,Lincoln K-12 Schools,Lewis and Clark County
3026490,Trinity Elementary School District,Lewis and Clark County
3028550,Wolf Creek Elementary School District,Lewis and Clark County
3000093,Liberty Elementary School District,Liberty County
3006030,McCormick Elementary School District,Lincoln County
3010080,Eureka Elementary School District,Lincoln County
3011340,Fortine Elementary School District,Lincoln County
3016530,Libby K-12 Schools,Lincoln County
3016770,Lincoln County High School District,Lincoln County
3026460,Trego Elementary School District,Lincoln County
3026550,Troy Elementary School District,Lincoln County
3026580,Troy High School District,Lincoln County
3028830,Yaak Elementary School District,Lincoln County
3006790,Circle Elementary School District,McCone County
3006810,Circle High School District,McCone County
3027340,Vida Elementary School District,McCone County
3009930,Ennis K-12 Schools,Madison County
3013530,Harrison K-12 Schools,Madison County
3017460,Alder Elementary School District,Madison County
3024150,Sheridan Elementary School District,Madison County
3024180,Sheridan High School District,Madison County
3026730,Twin Bridges K-12 Schools,Madison County
3028770,White Sulphur Springs K-12,Meagher County
3024930,St. Regis K-12 Schools,Mineral County
3025470,Superior K-12 Schools,Mineral County
3004260,Bonner Elementary School District,Missoula County
3006870,Clinton Elementary School District,Missoula County
3008880,DeSmet Elementary School District,Missoula County
3011520,Frenchtown K-12 Schools,Missoula County
3013860,Hellgate Elementary School District,Missoula County
3017130,Lolo Elementary School District,Missoula County
3018570,Missoula Elementary School District,Missoula County
3021330,Potomac Elementary School District,Missoula County
3023730,Seeley Lake Elementary School District,Missoula County
3025380,Sunset Elementary School District,Missoula County
3025530,Swan Valley Elementary School District,Missoula County
3025890,Target Range Elementary School District,Missoula County
3028650,Woodman Elementary School District,Missoula County
3023040,Roundup Elementary School District,Musselshell County
3023070,Roundup High School District,Musselshell County
3000933,Shields Valley High School District,Park County
3002300,Arrowhead Elementary School District,Park County
3007350,Cooke City Elementary School District,Park County
3011820,Gardiner Elementary School District,Park County
3011850,Gardiner High School District,Park County
3016880,Livingston Elementary School District,Park County
3020100,Park High School District,Park County
3020670,Pine Creek Elementary School District,Park County
3028470,Winnett K-12 Schools,Petroleum County
3009120,Dodson K-12,Phillips County
3017580,Malta K-12 Schools,Phillips County
3023400,Saco High School District,Phillips County
3027930,Whitewater K-12 Schools,Phillips County
3000099,Heart Butte K-12 Schools,Pondera County
3007320,Conrad High School District,Pondera County
3007330,Conrad Elementary School District,Pondera County
3009330,Dupuyer Elementary School District,Pondera County
3021150,Miami Elementary School District,Pondera County
3027060,Valier Elementary School District,Pondera County
3027090,Valier High School District,Pondera County
3000007,South Stacey Elementary School District,Powder River County
3003600,Biddle Elementary School District,Powder River County
3002550,Avon Elementary School District,Powell County
3009780,Elliston Elementary School District,Powell County
3012570,Gold Creek Elementary School District,Powell County
3013890,Helmville Elementary School District,Powell County
3019950,Ovando Elementary School District,Powell County
3021480,Garrison Elementary School District,Powell County
3025950,Terry K-12 Schools,Prairie County
3007410,Corvallis K-12 Schools,Ravalli County
3008280,Darby K-12 Schools,Ravalli County
3013260,Hamilton K-12 Schools,Ravalli County
3017190,Lone Rock Elementary School District,Ravalli County
3025020,Stevensville Elementary School District,Ravalli County
3025050,Stevensville High School District,Ravalli County
3027270,Victor K-12 Schools,Ravalli County
3005130,Brorson Elementary School District,Richland County
3010210,Fairview Elementary School District,Richland County
3010290,Fairview High School District,Richland County
3015990,Lambert Elementary School District,Richland County
3016020,Lambert High School District,Richland County
3021960,Rau Elementary School District,Richland County
3023550,Savage High School District,Richland County
3024200,Sidney Elementary School District,Richland County
3024230,Sidney High School District,Richland County
3002640,Bainville K-12 Schools,Roosevelt County
3005010,Brockton Elementary School District,Roosevelt County
3005040,Brockton High School District,Roosevelt County
3007860,Culbertson High School District,Roosevelt County
3011550,Froid Elementary School District,Roosevelt County
3011580,Froid High School District,Roosevelt County
3011670,Frontier Elementary School District,Roosevelt County
3021240,Poplar Elementary School District,Roosevelt County
3021270,Poplar High School District,Roosevelt County
3028590,Wolf Point Elementary School District,Roosevelt County
3028620,Wolf Point High School District,Roosevelt County
3003990,Birney Elementary School District,Rosebud County
3007050,Colstrip Elementary School District,Rosebud County
3007080,Colstrip High School District,Rosebud County
3011160,Forsyth Elementary School District,Rosebud County
3011190,Forsyth High School District,Rosebud County
3016050,Lame Deer Elementary School District,Rosebud County
3022920,Rosebud K-12,Rosebud County
3000090,Noxon Elementary School District,Sanders County
3009030,Dixon Elementary School District,Sanders County
3019500,Noxon High School District,Sanders County
3020850,Plains K-12 Schools,Sanders County
3026070,Thompson Falls Elementary School District,Sanders County
3026100,Thompson Falls High School District,Sanders County
3026520,Trout Creek Elementary School District,Sanders County
3018170,Medicine Lake K-12 Schools,Sheridan County
3020960,Plentywood K-12 Schools,Sheridan County
3027730,Westby K-12 Schools,Sheridan County
3005280,Butte Elementary School District,Silver Bow County
3005310,Butte High School District,Silver Bow County
3009000,Divide Elementary School District,Silver Bow County
3018210,Melrose Elementary School District,Silver Bow County
3021850,Ramsay Elementary School District,Silver Bow County
3001740,Absarokee High School District,Stillwater County
3007190,Columbus Elementary School District,Stillwater County
3007200,Columbus High School District,Stillwater County
3010800,Fishtail Elementary School District,Stillwater County
3019530,Nye Elementary School District,Stillwater County
3020040,Park City Elementary School District,Stillwater County
3020070,Park City High School District,Stillwater County
3021870,Rapelje Elementary School District,Stillwater County
3021900,Rapelje High School District,Stillwater County
3003800,Big Timber Elementary School District,Sweet Grass County
3013140,Greycliff Elementary School District,Sweet Grass County
3018060,McLeod Elementary School District,Sweet Grass County
3018290,Melville Elementary School District,Sweet Grass County
3025560,Sweet Grass County High School District,Sweet Grass County
3005330,Bynum Elementary School District,Teton County
3006320,Choteau Elementary School District,Teton County
3006330,Choteau High School District,Teton County
3010140,Fairfield Elementary School District,Teton County
3010170,Fairfield High School District,Teton County
3012600,Golden Ridge Elementary School District,Teton County
3013110,Greenfield Elementary School District,Teton County
3020240,Pendroy Elementary School District,Teton County
3021510,Power Elementary School District,Teton County
3021540,Power High School District,Teton County
3011730,Galata Elementary School District,Toole County
3023900,Shelby Elementary School District,Toole County
3023910,Shelby High School District,Toole County
3025320,Sunburst K-12 Schools,Toole County
3014760,Hysham K-12 Schools,Treasure County
3011420,Frazer Elementary School District,Valley County
3011460,Frazer High School District,Valley County
3012420,Glasgow K-12 Schools,Valley County
3014340,Hinsdale Elementary School District,Valley County
3014370,Hinsdale High School District,Valley County
3017340,Lustre Elementary School District,Valley County
3019170,Nashua K-12 Schools,Valley County
3019740,Opheim K-12 Schools,Valley County
3013470,Harlowton K-12 Schools,Wheatland County
3028020,Wibaux K-12 Schools,Wibaux County
3003870,Billings Elementary School District,Yellowstone County
3003900,Billings High School District,Yellowstone County
3004230,Blue Creek Elementary School District,Yellowstone County
3005460,Canyon Creek Elementary School District,Yellowstone County
3008130,Custer K-12 Schools,Yellowstone County
3009720,Elder Grove Elementary School District,Yellowstone County
3009840,Elysian Elementary School District,Yellowstone County
3014700,Huntley Project K-12 Schools,Yellowstone County
3014820,Independent Elementary School District,Yellowstone County
3016230,Laurel High School District,Yellowstone County
3016950,Lockwood K-12,Yellowstone County
3018960,Morin Elementary School District,Yellowstone County
3020790,Pioneer Elementary School District,Yellowstone County
3023940,Shepherd Elementary School District,Yellowstone County
3023970,Shepherd High School District,Yellowstone County
3028860,Yellowstone Academy Elementary School District,Yellowstone County
3171580,Hastings Public Schools,Adams County
3100070,Amherst Public Schools,Buffalo County
3175660,Plattsmouth Community Schools,Cass County
3178540,Weeping Water Public Schools,Cass County
3105280,Cody-Kilgore Public Schools,Cherry County
3176710,Sidney Public Schools,Cheyenne County
3100011,Broken Bow Public Schools,Custer County
3176860,South Sioux City Community Schools,Dakota County
3100165,Douglas County West Community Schools,Douglas County
3170110,Elkhorn Public Schools,Douglas County
3175900,Ralston Public Schools,Douglas County
3178660,Westside Community Schools,Douglas County
3100118,Fillmore Central Public Schools,Fillmore County
3103600,Beatrice Public Schools,Gage County
3178940,Wood River Rural Schools,Hall County
3171010,Giltner Public Schools,Hamilton County
3100082,Stuart Public Schools,Holt County
3100172,West Holt Public Schools,Holt County
3174850,O'Neill Public Schools,Holt County
3170020,Elba Public Schools,Howard County
3172570,Kimball Public Schools,Kimball County
3174370,Niobrara Public Schools,Knox County
3176400,Santee Community Schools,Knox County
3172840,Lincoln Public Schools,Lancaster County
3100022,North Platte Public Schools,Lincoln County
3100023,Maxwell Public Schools,Lincoln County
3100024,Sutherland Public Schools,Lincoln County
3104290,Brady Public Schools,Lincoln County
3171820,Hershey Public Schools,Lincoln County
3175000,Osceola Public Schools,Polk County
3103810,Bellevue Public Schools,Sarpy County
3175270,Papillion-La Vista Community Schools,Sarpy County
3175630,Springfield Platteview Community Schools,Sarpy County
3104870,Cedar Bluffs Public Schools,Saunders County
3173590,Mead Public Schools,Saunders County
3178210,Wahoo Public Schools,Saunders County
3100098,Gering Public Schools,Scotts Bluff County
3173800,Minatare Public Schools,Scotts Bluff County
3100041,Stanton Community Schools,Stanton County
3119560,Umo N Ho N Nation Public Schools,Thurston County
3178300,Walthill Public Schools,Thurston County
3178810,Winnebago Public Schools,Thurston County
3104100,Blair Community Schools,Washington County
3179050,York Public Schools,York County
3200030,Churchill County School District,Churchill County
3200060,Clark County School District,Clark County
3200090,Douglas County School District,Douglas County
3200120,Elko County School District,Elko County
3200150,Esmeralda County School District,Esmeralda County
3200180,Eureka County School District,Eureka County
3200210,Humboldt County School District,Humboldt County
3200240,Lander County School District,Lander County
3200270,Lincoln County School District,Lincoln County
3200300,Lyon County School District,Lyon County
3200330,Mineral County School District,Mineral County
3200360,Nye County School District,Nye County
3200420,Pershing County School District,Pershing County
3200450,Storey County School District,Storey County
3200480,Washoe County School District,Washoe County
3200510,White Pine County School District,White Pine County
3200390,Carson City School District,Carson City
3300049,Prospect Mountain High School Joint Maintenance Agreement District,Belknap County
3301440,Alton School District,Belknap County
3301620,Barnstead School District,Belknap County
3303180,Gilford School District,Belknap County
3303210,Gilmanton School District,Belknap County
3304140,Laconia School District,Belknap County
3301350,Albany School District,Carroll County
3301680,Bartlett School District,Carroll County
3302200,Chatham School District,Carroll County
3302490,Conway School District,Carroll County
3302850,Eaton School District,Carroll County
3303120,Freedom School District,Carroll County
3303279,Hale's Location School District,Carroll County
3303640,Hart's Location School District,Carroll County
3303990,Jackson School District,Carroll County
3304560,Madison School District,Carroll County
3304960,Moultonborough School District,Carroll County
3306600,Tamworth School District,Carroll County
3306780,Wakefield School District,Carroll County
3302280,Chesterfield School District,Cheshire County
3303275,Surry School District,Cheshire County
3303293,Sullivan School District,Cheshire County
3303630,Harrisville School District,Cheshire County
3303780,Hinsdale School District,Cheshire County
3304030,Jaffrey-Rindge Cooperative School District,Cheshire County
3304050,Keene School District,Cheshire County
3304620,Marlborough School District,Cheshire County
3304650,Marlow School District,Cheshire County
3304890,Monadnock Regional School District,Cheshire County
3305010,Nelson School District,Cheshire County
3306390,Stoddard School District,Cheshire County
3307020,Westmoreland School District,Cheshire County
3307140,Winchester School District,Cheshire County
3300035,Gorham Randolph Shelburne Cooperative School District,Coos County
3301860,Berlin School District,Coos County
3302370,Clarksville School District,Coos County
3302400,Colebrook School District,Coos County
3302430,Columbia School District,Coos County
3302510,Coos County School District,Coos County
3302730,Dummer School District,Coos County
3302940,Errol School District,Coos County
3304800,Milan School District,Coos County
3305400,Northumberland School District,Coos County
3305700,Pittsburg School District,Coos County
3306330,Stark School District,Coos County
3306360,Stewartstown School District,Coos County
3306450,Stratford School District,Coos County
3307050,White Mountain Regional School District,Coos County
3301560,Ashland School District,Grafton County
3301710,Bath School District,Grafton County
3301830,Benton School District,Grafton County
3301890,Bethlehem School District,Grafton County
3302100,Campton School District,Grafton County
3302670,Dresden School District,Grafton County
3302870,Ellsworth School District,Grafton County
3303600,Hanover School District,Grafton County
3303660,Haverhill Cooperative School District,Grafton County
3303810,Holderness School District,Grafton County
3304150,Lafayette Regional School District,Grafton County
3304170,Landaff School District,Grafton County
3304230,Lebanon School District,Grafton County
3304260,Lincoln-Woodstock School District,Grafton County
3304290,Lisbon Regional School District,Grafton County
3304380,Littleton School District,Grafton County
3304500,Lyme School District,Grafton County
3304680,Mascoma Valley Regional School District,Grafton County
3304920,Monroe School District,Grafton County
3305670,Piermont School District,Grafton County
3305790,Plymouth School District,Grafton County
3305830,Profile School District,Grafton County
3306000,Rumney School District,Grafton County
3306660,Thornton School District,Grafton County
3306870,Warren School District,Grafton County
3306910,Waterville Valley School District,Grafton County
3306990,Wentworth School District,Grafton County
3333009,Rivendell Interstate School District,Grafton County
3399965,Pemi-Baker Regional School District,Grafton County
3301470,Amherst School District,Hillsborough County
3301740,Bedford School District,Hillsborough County
3302070,Brookline School District,Hillsborough County
3303240,Goffstown School District,Hillsborough County
3303276,Mason School District,Hillsborough County
3303750,Hillsboro-Deering Cooperative School District,Hillsborough County
3303840,Hollis School District,Hillsborough County
3303850,Hollis-Brookline Cooperative School District,Hillsborough County
3303930,Hudson School District,Hillsborough County
3304350,Litchfield School District,Hillsborough County
3304590,Manchester School District,Hillsborough County
3304670,Mascenic Regional School District,Hillsborough County
3304740,Merrimack School District,Hillsborough County
3304830,Milford School District,Hillsborough County
3304950,Mont Vernon School District,Hillsborough County
3304980,Nashua School District,Hillsborough County
3305040,New Boston School District,Hillsborough County
3305550,Pelham School District,Hillsborough County
3306260,Souhegan Cooperative School District,Hillsborough County
3306930,Weare School District,Hillsborough County
3307115,Wilton-Lyndeborough School District,Hillsborough County
3307200,Windsor School District,Hillsborough County
3301380,Allenstown School District,Merrimack County
3301500,Andover School District,Merrimack County
3301950,Bow School District,Merrimack County
3302310,Chichester School District,Merrimack County
3302460,Concord School District,Merrimack County
3302760,Dunbarton School District,Merrimack County
3302910,Epsom School District,Merrimack County
3303090,Franklin School District,Merrimack County
3303690,Henniker School District,Merrimack County
3303720,Hill School District,Merrimack County
3303870,Hooksett School District,Merrimack County
3303900,Hopkinton School District,Merrimack County
3304760,Merrimack Valley School District,Merrimack County
3305580,Pembroke School District,Merrimack County
3305730,Pittsfield School District,Merrimack County
3300017,Exeter Regional Cooperative School District,Rockingham County
3301590,Auburn School District,Rockingham County
3302010,Brentwood School District,Rockingham County
3302130,Candia School District,Rockingham County
3302250,Chester School District,Rockingham County
3302580,Deerfield School District,Rockingham County
3302610,Derry School District,Rockingham County
3302790,East Kingston School District,Rockingham County
3302880,Epping School District,Rockingham County
3302970,Exeter School District,Rockingham County
3303150,Fremont School District,Rockingham County
3303420,Greenland School District,Rockingham County
3303480,Hampstead School District,Rockingham County
3303510,Hampton School District,Rockingham County
3303540,Hampton Falls School District,Rockingham County
3304080,Kensington School District,Rockingham County
3304410,Londonderry School District,Rockingham County
3305070,New Castle School District,Rockingham County
3305190,Newfields School District,Rockingham County
3305250,Newington School District,Rockingham County
3305280,Newmarket School District,Rockingham County
3305370,North Hampton School District,Rockingham County
3305430,Northwood School District,Rockingham County
3305460,Nottingham School District,Rockingham County
3305820,Portsmouth School District,Rockingham County
3305880,Raymond School District,Rockingham County
3306030,Rye School District,Rockingham County
3306060,Salem School District,Rockingham County
3306080,Sanborn Regional School District,Rockingham County
3306150,Seabrook School District,Rockingham County
3306270,South Hampton School District,Rockingham County
3306480,Stratham School District,Rockingham County
3306720,Timberlane Regional School District,Rockingham County
3307170,Windham School District,Rockingham County
3307230,Winnacunnet Cooperative School District,Rockingham County
3300616,Milton School District,Strafford County
3301650,Barrington School District,Strafford County
3302640,Dover School District,Strafford County
3303000,Farmington School District,Strafford County
3304770,Middleton School District,Strafford County
3305520,Oyster River Cooperative School District,Strafford County
3305940,Rochester School District,Strafford County
3305970,Rollinsford School District,Strafford County
3306240,Somersworth School District,Strafford County
3306420,Strafford School District,Strafford County
3302340,Claremont School District,Sullivan County
3302520,Cornish School District,Sullivan County
3302550,Croydon School District,Sullivan County
3303303,Lempster School District,Sullivan County
3303304,Goshen School District,Sullivan County
3303360,Grantham School District,Sullivan County
3305310,Newport School District,Sullivan County
3305760,Plainfield School District,Sullivan County
3306540,Sunapee School District,Sullivan County
3306750,Unity School District,Sullivan County
3306900,Washington School District,Sullivan County
3400660,Absecon City School District,Atlantic County
3400960,Atlantic City School District,Atlantic County
3402340,Brigantine City School District,Atlantic County
3402400,Buena Regional School District,Atlantic County
3403510,Corbin City School District,Atlantic County
3404530,Egg Harbor City School District,Atlantic County
3404560,Egg Harbor Township School District,Atlantic County
3404860,Estell Manor City School District,Atlantic County
3405280,Folsom Borough School District,Atlantic County
3405730,Galloway Township School District,Atlantic County
3406060,Greater Egg Harbor Regional School District,Atlantic County
3406510,Hamilton Township School District,Atlantic County
3406570,Hammonton Town School District,Atlantic County
3408670,Linwood City School District,Atlantic County
3408671,Longport Borough School District,Atlantic County
3409360,Mainland Regional School District,Atlantic County
3409690,Margate City School District,Atlantic County
3411070,Mullica Township School District,Atlantic County
3411790,Northfield City School District,Atlantic County
3413200,Pleasantville City School District,Atlantic County
3413380,Port Republic City School District,Atlantic County
3415030,Somers Point City School District,Atlantic County
3416680,Ventnor City School District,Atlantic County
3417850,Weymouth Township School District,Atlantic County
3400750,Allendale Borough School District,Bergen County
3400870,Alpine Borough School District,Bergen County
3401500,Bergenfield Borough School District,Bergen County
3401920,Bogota Borough School District,Bergen County
3402790,Carlstadt Borough School District,Bergen County
3402800,Carlstadt-East Rutherford School District,Bergen County
3403270,Cliffside Park Borough School District,Bergen County
3403390,Closter Borough School District,Bergen County
3403600,Cresskill Borough School District,Bergen County
3403810,Demarest Borough School District,Bergen County
3403990,Dumont Borough School District,Bergen County
3404290,East Rutherford Borough School District,Bergen County
3404440,Edgewater Borough School District,Bergen County
3404660,Elmwood Park Borough School District,Bergen County
3404710,Emerson Borough School District,Bergen County
3404740,Englewood City School District,Bergen County
3404770,Englewood Cliffs Borough School District,Bergen County
3404980,Fair Lawn Borough School District,Bergen County
3405070,Fairview Borough School District,Bergen County
3405310,Fort Lee Borough School District,Bergen County
3405370,Franklin Lakes Borough School District,Bergen County
3405760,Garfield City School District,Bergen County
3405970,Glen Rock Borough School District,Bergen County
3406270,Hackensack City School District,Bergen County
3406840,Harrington Park Borough School District,Bergen County
3406930,Hasbrouck Heights Borough School District,Bergen County
3406960,Haworth Borough School District,Bergen County
3407260,Hillsdale Borough School District,Bergen County
3407320,Ho-Ho-Kus Borough School District,Bergen County
3408520,Leonia Borough School District,Bergen County
3408760,Little Ferry Borough School District,Bergen County
3408850,Lodi Borough School District,Bergen County
3409210,Lyndhurst Township School District,Bergen County
3409330,Mahwah Township School District,Bergen County
3409810,Maywood Borough School District,Bergen County
3410140,Midland Park Borough School District,Bergen County
3410620,Montvale Borough School District,Bergen County
3410680,Moonachie Borough School District,Bergen County
3411280,New Milford Borough School District,Bergen County
3411430,North Arlington Borough School District,Bergen County
3411730,Northern Highlands Regional School District,Bergen County
3411760,Northern Valley Regional School District,Bergen County
3411820,Northvale Borough School District,Bergen County
3411850,Norwood Borough School District,Bergen County
