SURVYEAR	FIPST	LEAID	TOTD912	EBS912	DRP912	TOTDPL	AFGEB	AFGR	TOTOHC
2009-10	05	0506690	-3	311	-3.0	59	85	69.4	-2
2009-10	05	0506840	-3	526	-3.0	108	138	78.3	-2
2009-10	05	0506870	22	332	6.6	63	94	67.0	-2
2009-10	05	0506900	-3	873	-3.0	191	211	90.5	-2
2009-10	05	0506930	12	265	4.5	52	70	74.3	-2
2009-10	05	0506990	-3	1088	-3.0	237	263	90.1	-2
2009-10	05	0507110	16	239	6.7	51	62	82.3	-2
2009-10	05	0507140	-3	150	-3.0	35	44	79.5	-2
2009-10	05	0507170	9	219	4.1	52	61	85.2	-2
2009-10	05	0507230	12	222	5.4	50	61	82.0	-2
2009-10	05	0507290	-3	329	-3.0	67	70	95.7	-2
2009-10	05	0507320	16	261	6.1	49	64	76.6	-2
2009-10	05	0507350	19	340	5.6	86	96	89.6	-2
2009-10	05	0507380	-3	837	-3.0	197	242	81.4	-2
2009-10	05	0507410	7	118	5.9	19	32	59.4	-2
2009-10	05	0507530	-3	193	-3.0	48	54	88.9	-2
2009-10	05	0507560	23	504	4.6	105	138	76.1	-2
2009-10	05	0507620	-3	205	-3.0	58	64	90.6	-2
2009-10	05	0507680	75	699	10.7	138	235	58.7	-2
2009-10	05	0507710	-3	150	-3.0	43	52	82.7	-2
2009-10	05	0507740	10	207	4.8	39	53	73.6	-2
2009-10	05	0507770	-3	475	-3.0	106	134	79.1	-2
2009-10	05	0507840	39	705	5.5	174	226	77.0	-2
2009-10	05	0507860	-3	257	-3.0	57	55	100.0	-2
2009-10	05	0507890	150	898	16.7	187	277	67.5	-2
2009-10	05	0507920	-3	308	-3.0	68	72	94.4	-2
2009-10	05	0507990	-3	314	-3.0	71	83	85.5	-2
2009-10	05	0508010	-3	156	-3.0	41	51	80.4	-2
2009-10	05	0508040	100	1649	6.1	319	486	65.6	-2
2009-10	05	0508130	-3	762	-3.0	157	213	73.7	-2
2009-10	05	0508240	-3	276	-3.0	61	72	84.7	-2
2009-10	05	0508280	93	1444	6.4	293	356	82.3	-2
2009-10	05	0508340	-3	185	-3.0	46	59	78.0	-2
2009-10	05	0508400	-3	367	-3.0	79	100	79.0	-2
2009-10	05	0508490	7	139	5.0	29	33	87.9	-2
2009-10	05	0508610	53	1210	4.4	257	332	77.4	-2
2009-10	05	0508640	-3	394	-3.0	89	134	66.4	-2
2009-10	05	0508670	-3	923	-3.0	175	241	72.6	-2
2009-10	05	0508700	-3	356	-3.0	79	100	79.0	-2
2009-10	05	0508730	-3	270	-3.0	59	76	77.6	-2
2009-10	05	0508940	-3	393	-3.0	81	96	84.4	-2
2009-10	05	0509000	-3	7259	-3.0	1298	2071	62.7	-2
2009-10	05	0509060	35	551	6.4	116	137	84.7	-2
2009-10	05	0509150	9	190	4.7	38	40	95.0	-2
2009-10	05	0509190	-3	224	-3.0	51	78	65.4	-2
2009-10	05	0509240	28	607	4.6	140	178	78.7	-2
2009-10	05	0509270	-3	139	-3.0	35	42	83.3	-2
2009-10	05	0509330	-3	321	-3.0	67	94	71.3	-2
2009-10	05	0509360	26	384	6.8	87	123	70.7	-2
2009-10	05	0509390	-3	1187	-3.0	274	347	79.0	-2
2009-10	05	0509420	-3	169	-3.0	41	53	77.4	-2
2009-10	05	0509480	-3	238	-3.0	50	59	84.7	-2
2009-10	05	0509510	22	179	12.3	43	64	67.2	-2
2009-10	05	0509540	-3	297	-3.0	62	73	84.9	-2
2009-10	05	0509570	-3	167	-3.0	37	37	100.0	-2
2009-10	05	0509600	-3	184	-3.0	41	51	80.4	-2
2009-10	05	0509630	-3	366	-3.0	78	109	71.6	-2
2009-10	05	0509720	-3	272	-3.0	63	77	81.8	-2
2009-10	05	0509750	-3	594	-3.0	148	165	89.7	-2
2009-10	05	0509780	-3	159	-3.0	38	49	77.6	-2
2009-10	05	0509840	-3	628	-3.0	159	185	85.9	-2
2009-10	05	0509990	-3	168	-3.0	44	53	83.0	-2
2009-10	05	0510080	-3	137	-3.0	34	34	100.0	-2
2009-10	05	0510170	9	180	5.0	39	58	67.2	-2
2009-10	05	0510200	-3	465	-3.0	99	134	73.9	-2
2009-10	05	0510260	-3	208	-3.0	41	55	74.5	-2
2009-10	05	0510290	-3	129	-3.0	22	44	50.0	-2
2009-10	05	0510320	11	182	6.0	42	44	95.5	-2
2009-10	05	0510380	-3	556	-3.0	126	148	85.1	-2
2009-10	05	0510410	-3	153	-3.0	32	40	80.0	-2
2009-10	05	0510440	-3	862	-3.0	170	225	75.6	-2
2009-10	05	0510560	-3	154	-3.0	39	40	97.5	-2
2009-10	05	0510620	7	144	4.9	20	39	51.3	-2
2009-10	05	0510680	217	2926	7.4	555	772	71.9	-2
2009-10	05	0510920	9	116	7.8	21	23	91.3	-2
2009-10	05	0510950	17	349	4.9	57	127	44.9	-2
2009-10	05	0510980	-3	121	-3.0	30	31	96.8	-2
2009-10	05	0511010	-3	547	-3.0	140	155	90.3	-2
2009-10	05	0511070	-3	220	-3.0	50	73	68.5	-2
2009-10	05	0511130	-3	329	-3.0	85	105	81.0	-2
2009-10	05	0511220	-3	230	-3.0	56	72	77.8	-2
2009-10	05	0511340	-3	352	-3.0	92	93	98.9	-2
2009-10	05	0511370	-3	297	-3.0	62	76	81.6	-2
2009-10	05	0511610	-3	581	-3.0	127	162	78.4	-2
2009-10	05	0511700	-3	473	-3.0	99	123	80.5	-2
2009-10	05	0511730	10	180	5.6	41	51	80.4	-2
2009-10	05	0511760	-3	500	-3.0	111	128	86.7	-2
2009-10	05	0511820	-3	323	-3.0	78	103	75.7	-2
2009-10	05	0511850	-3	4373	-3.0	792	1366	58.0	-2
2009-10	05	0511880	8	182	4.4	51	47	100.0	-2
2009-10	05	0511970	-3	4041	-3.0	834	1121	74.4	-2
2009-10	05	0512000	-3	277	-3.0	66	63	100.0	-2
2009-10	05	0512060	-3	1516	-3.0	328	411	79.8	-2
2009-10	05	0512090	-3	224	-3.0	46	63	73.0	-2
2009-10	05	0512180	-3	114	-3.0	28	30	93.3	-2
2009-10	05	0512210	-3	1102	-3.0	241	316	76.3	-2
2009-10	05	0512420	-3	139	-3.0	37	42	88.1	-2
2009-10	05	0512450	-3	1138	-3.0	267	283	94.3	-2
2009-10	05	0512480	-3	171	-3.0	32	44	72.7	-2
2009-10	05	0512510	-3	279	-3.0	60	62	96.8	-2
2009-10	05	0512520	-3	699	-3.0	143	218	65.6	-2
2009-10	05	0512540	-3	456	-3.0	91	114	79.8	-2
2009-10	05	0512570	-3	157	-3.0	34	41	82.9	-2
2009-10	05	0512630	-3	147	-3.0	36	50	72.0	-2
2009-10	05	0512660	-3	4844	-3.0	944	1271	74.3	-2
2009-10	05	0512870	7	116	6.0	33	45	73.3	-2
2009-10	05	0512930	11	180	6.1	41	56	73.2	-2
2009-10	05	0512960	32	581	5.5	124	168	73.8	-2
2009-10	05	0513080	-3	979	-3.0	213	277	76.9	-2
2009-10	05	0513110	133	1222	10.9	230	355	64.8	-2
2009-10	05	0513230	-3	250	-3.0	53	60	88.3	-2
2009-10	05	0513260	-3	82	-3.0	17	27	63.0	-2
2009-10	05	0513350	-3	283	-3.0	73	91	80.2	-2
2009-10	05	0513380	-3	625	-3.0	133	144	92.4	-2
2009-10	05	0513410	-3	1673	-3.0	331	458	72.3	-2
2009-10	05	0513440	-3	137	-3.0	40	46	87.0	-2
2009-10	05	0513530	-3	878	-3.0	191	232	82.3	-2
2009-10	05	0513560	-3	126	-3.0	34	36	94.4	-2
2009-10	05	0513680	-3	490	-3.0	105	141	74.5	-2
2009-10	05	0513930	45	992	4.5	212	285	74.4	-2
2009-10	05	0513950	-3	120	-3.0	11	29	37.9	-2
2009-10	05	0514010	-3	381	-3.0	79	96	82.3	-2
2009-10	05	0514020	-3	190	-3.0	41	60	68.3	-2
2009-10	05	0514040	-3	169	-3.0	46	50	92.0	-2
2009-10	05	0514140	-3	970	-3.0	201	265	75.8	-2
2009-10	05	0514160	-3	201	-3.0	31	43	72.1	-2
2009-10	05	0514370	-3	142	-3.0	35	37	94.6	-2
2009-10	05	0514400	-3	188	-3.0	57	58	98.3	-2
2009-10	05	0514430	-3	895	-3.0	172	223	77.1	-2
2009-10	05	0514490	-3	290	-3.0	62	65	95.4	-2
2009-10	06	0600001	-3	595	-3.0	124	161	77.0	-2
2009-10	06	0600002	-4	0	-4.0	-1	0	-1.0	-2
2009-10	06	0600003	-3	227	-3.0	34	37	91.9	-2
2009-10	06	0600006	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600007	9	207	4.3	54	43	100.0	-2
2009-10	06	0600009	-3	80	-3.0	20	27	74.1	-2
2009-10	06	0600011	6	76	7.9	17	40	42.5	-2
2009-10	06	0600012	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600013	-3	3524	-3.0	865	800	100.0	-2
2009-10	06	0600014	-3	7816	-3.0	1533	1838	83.4	-2
2009-10	06	0600015	25	498	5.0	101	109	92.7	-2
2009-10	06	0600016	556	6238	8.9	1237	1365	90.6	-2
2009-10	06	0600017	-3	5099	-3.0	1111	1327	83.7	-2
2009-10	06	0600018	-3	113	-3.0	27	29	93.1	-2
2009-10	06	0600019	-3	549	-3.0	337	341	98.8	-2
2009-10	06	0600020	-3	5095	-3.0	1244	1256	99.0	-2
2009-10	06	0600021	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600022	-3	669	-3.0	95	334	28.4	-2
2009-10	06	0600025	-3	2422	-3.0	587	507	100.0	-2
2009-10	06	0600026	-3	471	-3.0	113	131	86.3	-2
2009-10	06	0600027	-3	6988	-3.0	1449	1741	83.2	-2
2009-10	06	0600028	-3	9880	-3.0	2087	2198	94.9	-2
2009-10	06	0600029	-3	7450	-3.0	1485	1729	85.9	-2
2009-10	06	0600031	-3	15	-3.0	-1	2	-1.0	-2
2009-10	06	0600032	-3	2698	-3.0	651	649	100.0	-2
2009-10	06	0600033	-3	825	-3.0	202	235	86.0	-2
2009-10	06	0600034	186	2067	9.0	405	436	92.9	-2
2009-10	06	0600035	-3	764	-3.0	160	181	88.4	-2
2009-10	06	0600036	-3	4040	-3.0	880	949	92.7	-2
2009-10	06	0600037	-3	171	-3.0	40	39	100.0	-2
2009-10	06	0600038	28	299	9.4	93	72	100.0	-2
2009-10	06	0600039	-3	785	-3.0	170	209	81.3	-2
2009-10	06	0600040	-3	551	-3.0	118	143	82.5	-2
2009-10	06	0600042	8	93	8.6	15	17	88.2	-2
2009-10	06	0600043	-3	800	-3.0	196	231	84.8	-2
2009-10	06	0600044	-3	849	-3.0	185	229	80.8	-2
2009-10	06	0600045	-3	717	-3.0	143	175	81.7	-2
2009-10	06	0600046	35	746	4.7	139	172	80.8	-2
2009-10	06	0600047	-3	6789	-3.0	1330	1541	86.3	-2
2009-10	06	0600048	-3	2366	-3.0	539	585	92.1	-2
2009-10	06	0600049	-3	261	-3.0	59	63	93.7	-2
2009-10	06	0600050	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600051	37	773	4.8	162	173	93.6	-2
2009-10	06	0600052	-3	1506	-3.0	351	424	82.8	-2
2009-10	06	0600053	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600056	-4	0	-4.0	-2	73	-2.0	-2
2009-10	06	0600057	-4	0	-4.0	-2	99	-2.0	-2
2009-10	06	0600060	-3	807	-3.0	182	189	96.3	-2
2009-10	06	0600061	49	805	6.1	190	239	79.5	-2
2009-10	06	0600062	-3	1843	-3.0	409	443	92.3	-2
2009-10	06	0600063	-3	1327	-3.0	360	318	100.0	-2
2009-10	06	0600064	-3	6104	-3.0	1206	1273	94.7	-2
2009-10	06	0600065	-3	2026	-3.0	439	477	92.0	-2
2009-10	06	0600066	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600067	-3	561	-3.0	134	146	91.8	-2
2009-10	06	0600068	-3	643	-3.0	142	166	85.5	-2
2009-10	06	0600069	-3	1472	-3.0	329	386	85.2	-2
2009-10	06	0600071	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600072	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600073	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600074	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600075	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600076	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600077	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600078	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600079	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600080	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600081	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600082	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600083	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600084	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600085	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600086	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600088	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600089	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600090	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600091	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600092	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600093	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600094	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600095	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600096	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600097	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600098	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600099	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600100	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600101	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600102	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600103	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600104	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600105	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600106	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600107	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600108	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600109	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600110	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600111	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600112	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600113	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600114	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600115	-3	544	-3.0	-1	-2	-2.0	-2
2009-10	06	0600116	-3	223	-3.0	26	39	66.7	-2
2009-10	06	0600117	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600118	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600119	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600120	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600121	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600122	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600123	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600124	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600125	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600126	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600127	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600128	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600129	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600130	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600131	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600132	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600133	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600134	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600135	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600136	-3	411	-3.0	79	-2	-2.0	-2
2009-10	06	0600137	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600138	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600139	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600140	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600141	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600142	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600143	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600144	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600145	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600146	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600147	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600148	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600149	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600151	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0600153	-3	8295	-3.0	1815	1848	98.2	-2
2009-10	06	0600155	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0600158	-3	4771	-3.0	964	1079	89.3	-2
2009-10	06	0600159	-3	223	-3.0	59	-2	-2.0	-2
2009-10	06	0600160	-3	1178	-3.0	261	-2	-2.0	-2
2009-10	06	0601322	-3	851	-3.0	-1	-2	-1.0	-2
2009-10	06	0601323	-4	0	-4.0	15	-2	-2.0	-2
2009-10	06	0601324	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601325	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601326	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601327	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601328	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601329	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601330	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601331	-3	409	-3.0	100	-2	-2.0	-2
2009-10	06	0601332	1015	9503	10.7	1824	-2	-2.0	-2
2009-10	06	0601333	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601334	-3	104	-3.0	-1	-2	-1.0	-2
2009-10	06	0601335	-4	0	-4.0	-2	-2	-2.0	-2
2009-10	06	0601336	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601337	-3	25	-3.0	-1	-2	-1.0	-2
2009-10	06	0601338	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601339	-3	341	-3.0	87	-2	-2.0	-2
2009-10	06	0601340	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601342	-3	5	-3.0	-1	-2	-1.0	-2
2009-10	06	0601343	-4	-2	-4.0	-2	-2	-2.0	-2
2009-10	06	0601344	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601345	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601346	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601347	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601348	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601349	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601350	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601351	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601352	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601353	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601354	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601355	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601356	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601357	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601358	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601359	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601360	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601361	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601362	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601363	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601364	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601365	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601366	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601367	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601368	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601369	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601370	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601371	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601372	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601373	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601374	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601375	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601376	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601377	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601378	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601379	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601380	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601381	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601382	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601383	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601384	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601385	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601386	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601387	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601388	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601389	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601390	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601391	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601392	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601393	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601394	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601395	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601396	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601397	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601398	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601399	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601400	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601401	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601402	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601403	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601404	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601405	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601406	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601407	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601408	-2	-2	-2.0	7	-2	-2.0	-2
2009-10	06	0601620	-3	7200	-3.0	1666	1774	93.9	-2
2009-10	06	0601650	-3	5636	-3.0	1370	-2	-2.0	-2
2009-10	06	0601680	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601710	107	165	64.8	-1	-2	-1.0	-2
2009-10	06	0601770	-3	3589	-3.0	776	893	86.9	-2
2009-10	06	0601860	-3	1316	-3.0	321	320	100.0	-2
2009-10	06	0601890	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601950	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0601980	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602010	17	136	12.5	17	30	56.7	-2
2009-10	06	0602070	-4	6	-4.0	-1	5	-1.0	-2
2009-10	06	0602100	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602160	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602220	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602250	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602310	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602360	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602370	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602430	-3	5860	-3.0	1130	1707	66.2	-2
2009-10	06	0602450	-3	1527	-3.0	362	386	93.8	-2
2009-10	06	0602550	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602610	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602630	-3	22272	-3.0	4223	5736	73.6	-2
2009-10	06	0602670	-3	2344	-3.0	526	-2	-2.0	-2
2009-10	06	0602700	96	2055	4.7	420	-2	-2.0	-2
2009-10	06	0602730	-3	180	-3.0	38	45	84.4	-2
2009-10	06	0602760	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0602820	2031	26206	7.8	4673	-2	-2.0	-2
2009-10	06	0602850	264	6108	4.3	1263	1605	78.7	-2
2009-10	06	0602970	-3	3666	-3.0	854	833	100.0	-2
2009-10	06	0603000	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603030	-3	1667	-3.0	426	-2	-2.0	-2
2009-10	06	0603060	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603090	-3	23	-3.0	-1	16	-1.0	-2
2009-10	06	0603180	56	324	17.3	50	86	58.1	-2
2009-10	06	0603270	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603300	-3	1641	-3.0	382	406	94.1	-2
2009-10	06	0603420	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603480	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603600	330	3318	9.9	711	890	79.9	-2
2009-10	06	0603610	-3	62	-3.0	12	10	100.0	-2
2009-10	06	0603630	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603690	859	9158	9.4	1839	1977	93.0	-2
2009-10	06	0603720	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603750	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603780	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0603840	-3	1325	-3.0	234	385	60.8	-2
2009-10	06	0603870	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0604020	142	2003	7.1	421	625	67.4	-2
2009-10	06	0604080	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0604110	-3	1388	-3.0	280	384	72.9	-2
2009-10	06	0604200	54	73	74.0	-1	-2	-1.0	-2
2009-10	06	0604230	-3	989	-3.0	261	278	93.9	-2
2009-10	06	0604260	-2	-2	-2.0	-2	-2	-2.0	-2
2009-10	06	0604290	-3	2416	-3.0	462	595	77.6	-2
