2010_MEDIAN_HOUSEHOLD_INCOME,COUNTY,STATE
47500,FLAGLER COUNTY,FLORIDA
44184,FLAGLER COUNTY,FLORIDA
40481,FLAGLER COUNTY,FLORIDA
41289,FLAGLER COUNTY,FLORIDA
52768,FLAGLER COUNTY,FLORIDA
72671,FLAGLER COUNTY,FLORIDA
44257,FLAGLER COUNTY,FLORIDA
73631,FLAGLER COUNTY,FLORIDA
52500,FLAGLER COUNTY,FLORIDA
35217,FRANKLIN COUNTY,FLORIDA
45268,FRANKLIN COUNTY,FLORIDA
33500,FRANKLIN COUNTY,FLORIDA
37917,FRANKLIN COUNTY,FLORIDA
53653,GADSDEN COUNTY,FLORIDA
31548,GADSDEN COUNTY,FLORIDA
32327,GADSDEN COUNTY,FLORIDA
37303,GADSDEN COUNTY,FLORIDA
39216,GADSDEN COUNTY,FLORIDA
53125,GADSDEN COUNTY,FLORIDA
30843,GADSDEN COUNTY,FLORIDA
19008,GADSDEN COUNTY,FLORIDA
32724,GADSDEN COUNTY,FLORIDA
36514,GILCHRIST COUNTY,FLORIDA
33636,GILCHRIST COUNTY,FLORIDA
37965,GILCHRIST COUNTY,FLORIDA
35278,GILCHRIST COUNTY,FLORIDA
38088,GILCHRIST COUNTY,FLORIDA
28903,GLADES COUNTY,FLORIDA
40102,GLADES COUNTY,FLORIDA
36684,GLADES COUNTY,FLORIDA
35966,GULF COUNTY,FLORIDA
37065,GULF COUNTY,FLORIDA
45324,GULF COUNTY,FLORIDA
40000,HAMILTON COUNTY,FLORIDA
35021,HAMILTON COUNTY,FLORIDA
31359,HAMILTON COUNTY,FLORIDA
33912,HARDEE COUNTY,FLORIDA
38955,HARDEE COUNTY,FLORIDA
30090,HARDEE COUNTY,FLORIDA
35900,HARDEE COUNTY,FLORIDA
41818,HARDEE COUNTY,FLORIDA
36516,HARDEE COUNTY,FLORIDA
43056,HENDRY COUNTY,FLORIDA
28413,HENDRY COUNTY,FLORIDA
32610,HENDRY COUNTY,FLORIDA
35385,HENDRY COUNTY,FLORIDA
38919,HENDRY COUNTY,FLORIDA
37245,HENDRY COUNTY,FLORIDA
42781,HERNANDO COUNTY,FLORIDA
44773,HERNANDO COUNTY,FLORIDA
44293,HERNANDO COUNTY,FLORIDA
39033,HERNANDO COUNTY,FLORIDA
54188,HERNANDO COUNTY,FLORIDA
54375,HERNANDO COUNTY,FLORIDA
47021,HERNANDO COUNTY,FLORIDA
28693,HERNANDO COUNTY,FLORIDA
25250,HERNANDO COUNTY,FLORIDA
34289,HERNANDO COUNTY,FLORIDA
40941,HERNANDO COUNTY,FLORIDA
37304,HERNANDO COUNTY,FLORIDA
51639,HERNANDO COUNTY,FLORIDA
46951,HERNANDO COUNTY,FLORIDA
30274,HERNANDO COUNTY,FLORIDA
34012,HERNANDO COUNTY,FLORIDA
34604,HERNANDO COUNTY,FLORIDA
47069,HERNANDO COUNTY,FLORIDA
58048,HERNANDO COUNTY,FLORIDA
46968,HERNANDO COUNTY,FLORIDA
50938,HERNANDO COUNTY,FLORIDA
59750,HERNANDO COUNTY,FLORIDA
47702,HERNANDO COUNTY,FLORIDA
57797,HERNANDO COUNTY,FLORIDA
35492,HERNANDO COUNTY,FLORIDA
42028,HERNANDO COUNTY,FLORIDA
43314,HERNANDO COUNTY,FLORIDA
37786,HERNANDO COUNTY,FLORIDA
41719,HERNANDO COUNTY,FLORIDA
34756,HERNANDO COUNTY,FLORIDA
33443,HERNANDO COUNTY,FLORIDA
43210,HERNANDO COUNTY,FLORIDA
43645,HERNANDO COUNTY,FLORIDA
31423,HERNANDO COUNTY,FLORIDA
27394,HERNANDO COUNTY,FLORIDA
24630,HERNANDO COUNTY,FLORIDA
46429,HERNANDO COUNTY,FLORIDA
37409,HERNANDO COUNTY,FLORIDA
45461,HERNANDO COUNTY,FLORIDA
29236,HERNANDO COUNTY,FLORIDA
43608,HERNANDO COUNTY,FLORIDA
48053,HERNANDO COUNTY,FLORIDA
41165,HERNANDO COUNTY,FLORIDA
47230,HERNANDO COUNTY,FLORIDA
43194,HIGHLANDS COUNTY,FLORIDA
30401,HIGHLANDS COUNTY,FLORIDA
37099,HIGHLANDS COUNTY,FLORIDA
36273,HIGHLANDS COUNTY,FLORIDA
20136,HIGHLANDS COUNTY,FLORIDA
37781,HIGHLANDS COUNTY,FLORIDA
32361,HIGHLANDS COUNTY,FLORIDA
39925,HIGHLANDS COUNTY,FLORIDA
38987,HIGHLANDS COUNTY,FLORIDA
37930,HIGHLANDS COUNTY,FLORIDA
38547,HIGHLANDS COUNTY,FLORIDA
30845,HIGHLANDS COUNTY,FLORIDA
28351,HIGHLANDS COUNTY,FLORIDA
40056,HIGHLANDS COUNTY,FLORIDA
22917,HIGHLANDS COUNTY,FLORIDA
25806,HIGHLANDS COUNTY,FLORIDA
45122,HIGHLANDS COUNTY,FLORIDA
36399,HIGHLANDS COUNTY,FLORIDA
43083,HIGHLANDS COUNTY,FLORIDA
36183,HIGHLANDS COUNTY,FLORIDA
32994,HIGHLANDS COUNTY,FLORIDA
45897,HIGHLANDS COUNTY,FLORIDA
35463,HIGHLANDS COUNTY,FLORIDA
29830,HIGHLANDS COUNTY,FLORIDA
33109,HILLSBOROUGH COUNTY,FLORIDA
35559,HILLSBOROUGH COUNTY,FLORIDA
23855,HILLSBOROUGH COUNTY,FLORIDA
39375,HILLSBOROUGH COUNTY,FLORIDA
31027,HILLSBOROUGH COUNTY,FLORIDA
34554,HILLSBOROUGH COUNTY,FLORIDA
28723,HILLSBOROUGH COUNTY,FLORIDA
47338,HILLSBOROUGH COUNTY,FLORIDA
33231,HILLSBOROUGH COUNTY,FLORIDA
47602,HILLSBOROUGH COUNTY,FLORIDA
20306,HILLSBOROUGH COUNTY,FLORIDA
31856,HILLSBOROUGH COUNTY,FLORIDA
26387,HILLSBOROUGH COUNTY,FLORIDA
24557,HILLSBOROUGH COUNTY,FLORIDA
22636,HILLSBOROUGH COUNTY,FLORIDA
25556,HILLSBOROUGH COUNTY,FLORIDA
60485,HILLSBOROUGH COUNTY,FLORIDA
27691,HILLSBOROUGH COUNTY,FLORIDA
39337,HILLSBOROUGH COUNTY,FLORIDA
27861,HILLSBOROUGH COUNTY,FLORIDA
49826,HILLSBOROUGH COUNTY,FLORIDA
49583,HILLSBOROUGH COUNTY,FLORIDA
38110,HILLSBOROUGH COUNTY,FLORIDA
20784,HILLSBOROUGH COUNTY,FLORIDA
27126,HILLSBOROUGH COUNTY,FLORIDA
26604,HILLSBOROUGH COUNTY,FLORIDA
29239,HILLSBOROUGH COUNTY,FLORIDA
49803,HILLSBOROUGH COUNTY,FLORIDA
38772,HILLSBOROUGH COUNTY,FLORIDA
31094,HILLSBOROUGH COUNTY,FLORIDA
25429,HILLSBOROUGH COUNTY,FLORIDA
24133,HILLSBOROUGH COUNTY,FLORIDA
39547,HILLSBOROUGH COUNTY,FLORIDA
46250,HILLSBOROUGH COUNTY,FLORIDA
37059,HILLSBOROUGH COUNTY,FLORIDA
13407,HILLSBOROUGH COUNTY,FLORIDA
20541,HILLSBOROUGH COUNTY,FLORIDA
24952,HILLSBOROUGH COUNTY,FLORIDA
23137,HILLSBOROUGH COUNTY,FLORIDA
24023,HILLSBOROUGH COUNTY,FLORIDA
24615,HILLSBOROUGH COUNTY,FLORIDA
25679,HILLSBOROUGH COUNTY,FLORIDA
14375,HILLSBOROUGH COUNTY,FLORIDA
26897,HILLSBOROUGH COUNTY,FLORIDA
30396,HILLSBOROUGH COUNTY,FLORIDA
2499,HILLSBOROUGH COUNTY,FLORIDA
14057,HILLSBOROUGH COUNTY,FLORIDA
31528,HILLSBOROUGH COUNTY,FLORIDA
9340,HILLSBOROUGH COUNTY,FLORIDA
29239,HILLSBOROUGH COUNTY,FLORIDA
28713,HILLSBOROUGH COUNTY,FLORIDA
32461,HILLSBOROUGH COUNTY,FLORIDA
49821,HILLSBOROUGH COUNTY,FLORIDA
49063,HILLSBOROUGH COUNTY,FLORIDA
48165,HILLSBOROUGH COUNTY,FLORIDA
22254,HILLSBOROUGH COUNTY,FLORIDA
56071,HILLSBOROUGH COUNTY,FLORIDA
103170,HILLSBOROUGH COUNTY,FLORIDA
98327,HILLSBOROUGH COUNTY,FLORIDA
41642,HILLSBOROUGH COUNTY,FLORIDA
86012,HILLSBOROUGH COUNTY,FLORIDA
63854,HILLSBOROUGH COUNTY,FLORIDA
51008,HILLSBOROUGH COUNTY,FLORIDA
69712,HILLSBOROUGH COUNTY,FLORIDA
128594,HILLSBOROUGH COUNTY,FLORIDA
107255,HILLSBOROUGH COUNTY,FLORIDA
85903,HILLSBOROUGH COUNTY,FLORIDA
49232,HILLSBOROUGH COUNTY,FLORIDA
102721,HILLSBOROUGH COUNTY,FLORIDA
90221,HILLSBOROUGH COUNTY,FLORIDA
115658,HILLSBOROUGH COUNTY,FLORIDA
41458,HILLSBOROUGH COUNTY,FLORIDA
43306,HILLSBOROUGH COUNTY,FLORIDA
48854,HILLSBOROUGH COUNTY,FLORIDA
90714,HILLSBOROUGH COUNTY,FLORIDA
52500,HILLSBOROUGH COUNTY,FLORIDA
64821,HILLSBOROUGH COUNTY,FLORIDA
54323,HILLSBOROUGH COUNTY,FLORIDA
50338,HILLSBOROUGH COUNTY,FLORIDA
30852,HILLSBOROUGH COUNTY,FLORIDA
50148,HILLSBOROUGH COUNTY,FLORIDA
59387,HILLSBOROUGH COUNTY,FLORIDA
47500,HILLSBOROUGH COUNTY,FLORIDA
59375,HILLSBOROUGH COUNTY,FLORIDA
51911,HILLSBOROUGH COUNTY,FLORIDA
51795,HILLSBOROUGH COUNTY,FLORIDA
54271,HILLSBOROUGH COUNTY,FLORIDA
38971,HILLSBOROUGH COUNTY,FLORIDA
51161,HILLSBOROUGH COUNTY,FLORIDA
22105,HILLSBOROUGH COUNTY,FLORIDA
49973,HILLSBOROUGH COUNTY,FLORIDA
82631,HILLSBOROUGH COUNTY,FLORIDA
62143,HILLSBOROUGH COUNTY,FLORIDA
66678,HILLSBOROUGH COUNTY,FLORIDA
82071,HILLSBOROUGH COUNTY,FLORIDA
102143,HILLSBOROUGH COUNTY,FLORIDA
57981,HILLSBOROUGH COUNTY,FLORIDA
56136,HILLSBOROUGH COUNTY,FLORIDA
33500,HILLSBOROUGH COUNTY,FLORIDA
49679,HILLSBOROUGH COUNTY,FLORIDA
45591,HILLSBOROUGH COUNTY,FLORIDA
39750,HILLSBOROUGH COUNTY,FLORIDA
32393,HILLSBOROUGH COUNTY,FLORIDA
36408,HILLSBOROUGH COUNTY,FLORIDA
42114,HILLSBOROUGH COUNTY,FLORIDA
54103,HILLSBOROUGH COUNTY,FLORIDA
49250,HILLSBOROUGH COUNTY,FLORIDA
52679,HILLSBOROUGH COUNTY,FLORIDA
17792,HILLSBOROUGH COUNTY,FLORIDA
14087,HILLSBOROUGH COUNTY,FLORIDA
28077,HILLSBOROUGH COUNTY,FLORIDA
42951,HILLSBOROUGH COUNTY,FLORIDA
41978,HILLSBOROUGH COUNTY,FLORIDA
21433,HILLSBOROUGH COUNTY,FLORIDA
25829,HILLSBOROUGH COUNTY,FLORIDA
21595,HILLSBOROUGH COUNTY,FLORIDA
20379,HILLSBOROUGH COUNTY,FLORIDA
15601,HILLSBOROUGH COUNTY,FLORIDA
22364,HILLSBOROUGH COUNTY,FLORIDA
15148,HILLSBOROUGH COUNTY,FLORIDA
27500,HILLSBOROUGH COUNTY,FLORIDA
87361,HILLSBOROUGH COUNTY,FLORIDA
75164,HILLSBOROUGH COUNTY,FLORIDA
72629,HILLSBOROUGH COUNTY,FLORIDA
57578,HILLSBOROUGH COUNTY,FLORIDA
40794,HILLSBOROUGH COUNTY,FLORIDA
103542,HILLSBOROUGH COUNTY,FLORIDA
53348,HILLSBOROUGH COUNTY,FLORIDA
55199,HILLSBOROUGH COUNTY,FLORIDA
49375,HILLSBOROUGH COUNTY,FLORIDA
62285,HILLSBOROUGH COUNTY,FLORIDA
79712,HILLSBOROUGH COUNTY,FLORIDA
32808,HILLSBOROUGH COUNTY,FLORIDA
71842,HILLSBOROUGH COUNTY,FLORIDA
29417,HILLSBOROUGH COUNTY,FLORIDA
84042,HILLSBOROUGH COUNTY,FLORIDA
62863,HILLSBOROUGH COUNTY,FLORIDA
39255,HILLSBOROUGH COUNTY,FLORIDA
49226,HILLSBOROUGH COUNTY,FLORIDA
32112,HILLSBOROUGH COUNTY,FLORIDA
67175,HILLSBOROUGH COUNTY,FLORIDA
53500,HILLSBOROUGH COUNTY,FLORIDA
63184,HILLSBOROUGH COUNTY,FLORIDA
61938,HILLSBOROUGH COUNTY,FLORIDA
72105,HILLSBOROUGH COUNTY,FLORIDA
74655,HILLSBOROUGH COUNTY,FLORIDA
68698,HILLSBOROUGH COUNTY,FLORIDA
65000,HILLSBOROUGH COUNTY,FLORIDA
44435,HILLSBOROUGH COUNTY,FLORIDA
56903,HILLSBOROUGH COUNTY,FLORIDA
49250,HILLSBOROUGH COUNTY,FLORIDA
46571,HILLSBOROUGH COUNTY,FLORIDA
49219,HILLSBOROUGH COUNTY,FLORIDA
47731,HILLSBOROUGH COUNTY,FLORIDA
68942,HILLSBOROUGH COUNTY,FLORIDA
79179,HILLSBOROUGH COUNTY,FLORIDA
91719,HILLSBOROUGH COUNTY,FLORIDA
79535,HILLSBOROUGH COUNTY,FLORIDA
106602,HILLSBOROUGH COUNTY,FLORIDA
110714,HILLSBOROUGH COUNTY,FLORIDA
105049,HILLSBOROUGH COUNTY,FLORIDA
82723,HILLSBOROUGH COUNTY,FLORIDA
72468,HILLSBOROUGH COUNTY,FLORIDA
60990,HILLSBOROUGH COUNTY,FLORIDA
111667,HILLSBOROUGH COUNTY,FLORIDA
99044,HILLSBOROUGH COUNTY,FLORIDA
100208,HILLSBOROUGH COUNTY,FLORIDA
105904,HILLSBOROUGH COUNTY,FLORIDA
43622,HILLSBOROUGH COUNTY,FLORIDA
88705,HILLSBOROUGH COUNTY,FLORIDA
75326,HILLSBOROUGH COUNTY,FLORIDA
43986,HILLSBOROUGH COUNTY,FLORIDA
52159,HILLSBOROUGH COUNTY,FLORIDA
40634,HILLSBOROUGH COUNTY,FLORIDA
52953,HILLSBOROUGH COUNTY,FLORIDA
54847,HILLSBOROUGH COUNTY,FLORIDA
104554,HILLSBOROUGH COUNTY,FLORIDA
38611,HILLSBOROUGH COUNTY,FLORIDA
49788,HILLSBOROUGH COUNTY,FLORIDA
47129,HILLSBOROUGH COUNTY,FLORIDA
45000,HILLSBOROUGH COUNTY,FLORIDA
37938,HILLSBOROUGH COUNTY,FLORIDA
36136,HILLSBOROUGH COUNTY,FLORIDA
38408,HILLSBOROUGH COUNTY,FLORIDA
67219,HILLSBOROUGH COUNTY,FLORIDA
52361,HILLSBOROUGH COUNTY,FLORIDA
54674,HILLSBOROUGH COUNTY,FLORIDA
53559,HILLSBOROUGH COUNTY,FLORIDA
40060,HILLSBOROUGH COUNTY,FLORIDA
32328,HILLSBOROUGH COUNTY,FLORIDA
37986,HILLSBOROUGH COUNTY,FLORIDA
38955,HILLSBOROUGH COUNTY,FLORIDA
41598,HILLSBOROUGH COUNTY,FLORIDA
34547,HILLSBOROUGH COUNTY,FLORIDA
35000,HILLSBOROUGH COUNTY,FLORIDA
36364,HILLSBOROUGH COUNTY,FLORIDA
45579,HILLSBOROUGH COUNTY,FLORIDA
25595,HILLSBOROUGH COUNTY,FLORIDA
47292,HILLSBOROUGH COUNTY,FLORIDA
33705,HILLSBOROUGH COUNTY,FLORIDA
71285,HILLSBOROUGH COUNTY,FLORIDA
49844,HILLSBOROUGH COUNTY,FLORIDA
48083,HILLSBOROUGH COUNTY,FLORIDA
64348,HILLSBOROUGH COUNTY,FLORIDA
68581,HILLSBOROUGH COUNTY,FLORIDA
71166,HILLSBOROUGH COUNTY,FLORIDA
77102,HILLSBOROUGH COUNTY,FLORIDA
38788,HILLSBOROUGH COUNTY,FLORIDA
9345,HILLSBOROUGH COUNTY,FLORIDA
39030,HILLSBOROUGH COUNTY,FLORIDA
58688,HILLSBOROUGH COUNTY,FLORIDA
52480,HILLSBOROUGH COUNTY,FLORIDA
55363,HILLSBOROUGH COUNTY,FLORIDA
58881,HILLSBOROUGH COUNTY,FLORIDA
37316,HILLSBOROUGH COUNTY,FLORIDA
40536,HILLSBOROUGH COUNTY,FLORIDA
51504,HILLSBOROUGH COUNTY,FLORIDA
46228,HILLSBOROUGH COUNTY,FLORIDA
68750,HILLSBOROUGH COUNTY,FLORIDA
71125,HILLSBOROUGH COUNTY,FLORIDA
48388,HILLSBOROUGH COUNTY,FLORIDA
35168,HILLSBOROUGH COUNTY,FLORIDA
33341,HILLSBOROUGH COUNTY,FLORIDA
46599,HILLSBOROUGH COUNTY,FLORIDA
29273,HILLSBOROUGH COUNTY,FLORIDA
39577,HILLSBOROUGH COUNTY,FLORIDA
50750,HILLSBOROUGH COUNTY,FLORIDA
37426,HILLSBOROUGH COUNTY,FLORIDA
53571,HILLSBOROUGH COUNTY,FLORIDA
41735,HILLSBOROUGH COUNTY,FLORIDA
75833,HILLSBOROUGH COUNTY,FLORIDA
41361,HILLSBOROUGH COUNTY,FLORIDA
79561,HILLSBOROUGH COUNTY,FLORIDA
85422,HILLSBOROUGH COUNTY,FLORIDA
71200,HILLSBOROUGH COUNTY,FLORIDA
111686,HILLSBOROUGH COUNTY,FLORIDA
86429,HILLSBOROUGH COUNTY,FLORIDA
38979,HILLSBOROUGH COUNTY,FLORIDA
86925,HILLSBOROUGH COUNTY,FLORIDA
48472,HILLSBOROUGH COUNTY,FLORIDA
63023,HILLSBOROUGH COUNTY,FLORIDA
67125,HILLSBOROUGH COUNTY,FLORIDA
65959,HILLSBOROUGH COUNTY,FLORIDA
55183,HILLSBOROUGH COUNTY,FLORIDA
32646,HILLSBOROUGH COUNTY,FLORIDA
47192,HILLSBOROUGH COUNTY,FLORIDA
56356,HILLSBOROUGH COUNTY,FLORIDA
57688,HILLSBOROUGH COUNTY,FLORIDA
49935,HILLSBOROUGH COUNTY,FLORIDA
48819,HILLSBOROUGH COUNTY,FLORIDA
47166,HILLSBOROUGH COUNTY,FLORIDA
31667,HILLSBOROUGH COUNTY,FLORIDA
74146,HILLSBOROUGH COUNTY,FLORIDA
74231,HILLSBOROUGH COUNTY,FLORIDA
40712,HILLSBOROUGH COUNTY,FLORIDA
45530,HILLSBOROUGH COUNTY,FLORIDA
73684,HILLSBOROUGH COUNTY,FLORIDA
89194,HILLSBOROUGH COUNTY,FLORIDA
90348,HILLSBOROUGH COUNTY,FLORIDA
93571,HILLSBOROUGH COUNTY,FLORIDA
34565,HILLSBOROUGH COUNTY,FLORIDA
27009,HILLSBOROUGH COUNTY,FLORIDA
37937,HILLSBOROUGH COUNTY,FLORIDA
31293,HILLSBOROUGH COUNTY,FLORIDA
39464,HILLSBOROUGH COUNTY,FLORIDA
31875,HILLSBOROUGH COUNTY,FLORIDA
43665,HILLSBOROUGH COUNTY,FLORIDA
44107,HILLSBOROUGH COUNTY,FLORIDA
53432,HILLSBOROUGH COUNTY,FLORIDA
24327,HILLSBOROUGH COUNTY,FLORIDA
34095,HILLSBOROUGH COUNTY,FLORIDA
33636,HILLSBOROUGH COUNTY,FLORIDA
55793,HILLSBOROUGH COUNTY,FLORIDA
60303,HILLSBOROUGH COUNTY,FLORIDA
65321,HILLSBOROUGH COUNTY,FLORIDA
63750,HILLSBOROUGH COUNTY,FLORIDA
56341,HILLSBOROUGH COUNTY,FLORIDA
54976,HILLSBOROUGH COUNTY,FLORIDA
39077,HILLSBOROUGH COUNTY,FLORIDA
29144,HILLSBOROUGH COUNTY,FLORIDA
30000,HILLSBOROUGH COUNTY,FLORIDA
83245,HILLSBOROUGH COUNTY,FLORIDA
71810,HILLSBOROUGH COUNTY,FLORIDA
73983,HILLSBOROUGH COUNTY,FLORIDA
71853,HILLSBOROUGH COUNTY,FLORIDA
86667,HILLSBOROUGH COUNTY,FLORIDA
84038,HILLSBOROUGH COUNTY,FLORIDA
164453,HILLSBOROUGH COUNTY,FLORIDA
103365,HILLSBOROUGH COUNTY,FLORIDA
110154,HILLSBOROUGH COUNTY,FLORIDA
40526,HILLSBOROUGH COUNTY,FLORIDA
69444,HILLSBOROUGH COUNTY,FLORIDA
73176,HILLSBOROUGH COUNTY,FLORIDA
39537,HILLSBOROUGH COUNTY,FLORIDA
39799,HILLSBOROUGH COUNTY,FLORIDA
37140,HILLSBOROUGH COUNTY,FLORIDA
36250,HILLSBOROUGH COUNTY,FLORIDA
51364,HILLSBOROUGH COUNTY,FLORIDA
73534,HILLSBOROUGH COUNTY,FLORIDA
37885,HILLSBOROUGH COUNTY,FLORIDA
50850,HILLSBOROUGH COUNTY,FLORIDA
59792,HILLSBOROUGH COUNTY,FLORIDA
40352,HILLSBOROUGH COUNTY,FLORIDA
47005,HILLSBOROUGH COUNTY,FLORIDA
38921,HILLSBOROUGH COUNTY,FLORIDA
37392,HILLSBOROUGH COUNTY,FLORIDA
86574,HILLSBOROUGH COUNTY,FLORIDA
73269,HILLSBOROUGH COUNTY,FLORIDA
67061,HILLSBOROUGH COUNTY,FLORIDA
95625,HILLSBOROUGH COUNTY,FLORIDA
43576,HILLSBOROUGH COUNTY,FLORIDA
16750,HILLSBOROUGH COUNTY,FLORIDA
29792,HILLSBOROUGH COUNTY,FLORIDA
39259,HOLMES COUNTY,FLORIDA
32192,HOLMES COUNTY,FLORIDA
27465,HOLMES COUNTY,FLORIDA
36215,HOLMES COUNTY,FLORIDA
33175,INDIAN RIVER COUNTY,FLORIDA
39461,INDIAN RIVER COUNTY,FLORIDA
46750,INDIAN RIVER COUNTY,FLORIDA
20372,INDIAN RIVER COUNTY,FLORIDA
21029,INDIAN RIVER COUNTY,FLORIDA
31563,INDIAN RIVER COUNTY,FLORIDA
131250,INDIAN RIVER COUNTY,FLORIDA
107600,INDIAN RIVER COUNTY,FLORIDA
70469,INDIAN RIVER COUNTY,FLORIDA
77074,INDIAN RIVER COUNTY,FLORIDA
26971,INDIAN RIVER COUNTY,FLORIDA
47673,INDIAN RIVER COUNTY,FLORIDA
43327,INDIAN RIVER COUNTY,FLORIDA
32167,INDIAN RIVER COUNTY,FLORIDA
39352,INDIAN RIVER COUNTY,FLORIDA
42905,INDIAN RIVER COUNTY,FLORIDA
67835,INDIAN RIVER COUNTY,FLORIDA
67008,INDIAN RIVER COUNTY,FLORIDA
36719,INDIAN RIVER COUNTY,FLORIDA
45426,INDIAN RIVER COUNTY,FLORIDA
51338,INDIAN RIVER COUNTY,FLORIDA
60670,INDIAN RIVER COUNTY,FLORIDA
33460,INDIAN RIVER COUNTY,FLORIDA
48375,INDIAN RIVER COUNTY,FLORIDA
40223,INDIAN RIVER COUNTY,FLORIDA
35631,INDIAN RIVER COUNTY,FLORIDA
37093,INDIAN RIVER COUNTY,FLORIDA
50082,INDIAN RIVER COUNTY,FLORIDA
38514,INDIAN RIVER COUNTY,FLORIDA
37444,JACKSON COUNTY,FLORIDA
33125,JACKSON COUNTY,FLORIDA
28315,JACKSON COUNTY,FLORIDA
31029,JACKSON COUNTY,FLORIDA
50417,JACKSON COUNTY,FLORIDA
23687,JACKSON COUNTY,FLORIDA
61102,JACKSON COUNTY,FLORIDA
41050,JACKSON COUNTY,FLORIDA
38030,JACKSON COUNTY,FLORIDA
50038,JACKSON COUNTY,FLORIDA
42878,JACKSON COUNTY,FLORIDA
37266,JEFFERSON COUNTY,FLORIDA
46964,JEFFERSON COUNTY,FLORIDA
40186,JEFFERSON COUNTY,FLORIDA
47321,LAFAYETTE COUNTY,FLORIDA
43672,LAFAYETTE COUNTY,FLORIDA
33727,LAKE COUNTY,FLORIDA
36957,LAKE COUNTY,FLORIDA
50634,LAKE COUNTY,FLORIDA
35645,LAKE COUNTY,FLORIDA
38093,LAKE COUNTY,FLORIDA
56154,LAKE COUNTY,FLORIDA
63433,LAKE COUNTY,FLORIDA
40759,LAKE COUNTY,FLORIDA
32600,LAKE COUNTY,FLORIDA
46630,LAKE COUNTY,FLORIDA
61042,LAKE COUNTY,FLORIDA
28342,LAKE COUNTY,FLORIDA
42473,LAKE COUNTY,FLORIDA
42841,LAKE COUNTY,FLORIDA
34892,LAKE COUNTY,FLORIDA
37378,LAKE COUNTY,FLORIDA
45482,LAKE COUNTY,FLORIDA
50603,LAKE COUNTY,FLORIDA
39335,LAKE COUNTY,FLORIDA
40295,LAKE COUNTY,FLORIDA
46932,LAKE COUNTY,FLORIDA
33558,LAKE COUNTY,FLORIDA
59602,LAKE COUNTY,FLORIDA
36469,LAKE COUNTY,FLORIDA
31738,LAKE COUNTY,FLORIDA
26813,LAKE COUNTY,FLORIDA
36589,LAKE COUNTY,FLORIDA
39350,LAKE COUNTY,FLORIDA
24342,LAKE COUNTY,FLORIDA
43484,LAKE COUNTY,FLORIDA
53941,LAKE COUNTY,FLORIDA
31545,LAKE COUNTY,FLORIDA
24959,LAKE COUNTY,FLORIDA
39188,LAKE COUNTY,FLORIDA
37083,LAKE COUNTY,FLORIDA
41716,LAKE COUNTY,FLORIDA
60455,LAKE COUNTY,FLORIDA
38299,LAKE COUNTY,FLORIDA
52535,LAKE COUNTY,FLORIDA
40354,LAKE COUNTY,FLORIDA
55273,LAKE COUNTY,FLORIDA
45941,LAKE COUNTY,FLORIDA
46211,LAKE COUNTY,FLORIDA
63147,LAKE COUNTY,FLORIDA
45842,LAKE COUNTY,FLORIDA
49890,LAKE COUNTY,FLORIDA
54666,LAKE COUNTY,FLORIDA
27984,LAKE COUNTY,FLORIDA
70056,LAKE COUNTY,FLORIDA
40124,LAKE COUNTY,FLORIDA
68586,LAKE COUNTY,FLORIDA
63075,LAKE COUNTY,FLORIDA
54202,LAKE COUNTY,FLORIDA
44658,LAKE COUNTY,FLORIDA
79957,LAKE COUNTY,FLORIDA
43877,LAKE COUNTY,FLORIDA
30151,LEE COUNTY,FLORIDA
31438,LEE COUNTY,FLORIDA
46210,LEE COUNTY,FLORIDA
38061,LEE COUNTY,FLORIDA
18087,LEE COUNTY,FLORIDA
32045,LEE COUNTY,FLORIDA
26849,LEE COUNTY,FLORIDA
28608,LEE COUNTY,FLORIDA
23008,LEE COUNTY,FLORIDA
31667,LEE COUNTY,FLORIDA
87434,LEE COUNTY,FLORIDA
53807,LEE COUNTY,FLORIDA
21981,LEE COUNTY,FLORIDA
26719,LEE COUNTY,FLORIDA
29227,LEE COUNTY,FLORIDA
63233,LEE COUNTY,FLORIDA
30875,LEE COUNTY,FLORIDA
31322,LEE COUNTY,FLORIDA
75559,LEE COUNTY,FLORIDA
49762,LEE COUNTY,FLORIDA
30120,LEE COUNTY,FLORIDA
51150,LEE COUNTY,FLORIDA
43458,LEE COUNTY,FLORIDA
41017,LEE COUNTY,FLORIDA
41472,LEE COUNTY,FLORIDA
53417,LEE COUNTY,FLORIDA
54252,LEE COUNTY,FLORIDA
46000,LEE COUNTY,FLORIDA
62740,LEE COUNTY,FLORIDA
81500,LEE COUNTY,FLORIDA
88298,LEE COUNTY,FLORIDA
45691,LEE COUNTY,FLORIDA
79509,LEE COUNTY,FLORIDA
51250,LEE COUNTY,FLORIDA
41944,LEE COUNTY,FLORIDA
58542,LEE COUNTY,FLORIDA
44375,LEE COUNTY,FLORIDA
43417,LEE COUNTY,FLORIDA
44850,LEE COUNTY,FLORIDA
50511,LEE COUNTY,FLORIDA
43709,LEE COUNTY,FLORIDA
55755,LEE COUNTY,FLORIDA
86500,LEE COUNTY,FLORIDA
70034,LEE COUNTY,FLORIDA
43584,LEE COUNTY,FLORIDA
42417,LEE COUNTY,FLORIDA
46920,LEE COUNTY,FLORIDA
31900,LEE COUNTY,FLORIDA
57688,LEE COUNTY,FLORIDA
47617,LEE COUNTY,FLORIDA
