2010_MEDIAN_HOUSEHOLD_INCOME,COUNTY,STATE
41827,LUZERNE COUNTY,PENNSYLVANIA
35053,LUZERNE COUNTY,PENNSYLVANIA
30192,LUZERNE COUNTY,PENNSYLVANIA
25522,LUZERNE COUNTY,PENNSYLVANIA
18696,LUZERNE COUNTY,PENNSYLVANIA
31000,LUZERNE COUNTY,PENNSYLVANIA
32596,LUZERNE COUNTY,PENNSYLVANIA
30000,LUZERNE COUNTY,PENNSYLVANIA
28934,LUZERNE COUNTY,PENNSYLVANIA
32847,LUZERNE COUNTY,PENNSYLVANIA
39118,LUZERNE COUNTY,PENNSYLVANIA
52500,LUZERNE COUNTY,PENNSYLVANIA
37500,LUZERNE COUNTY,PENNSYLVANIA
47451,LUZERNE COUNTY,PENNSYLVANIA
50313,LUZERNE COUNTY,PENNSYLVANIA
45666,LUZERNE COUNTY,PENNSYLVANIA
29583,LUZERNE COUNTY,PENNSYLVANIA
29029,LUZERNE COUNTY,PENNSYLVANIA
35244,LUZERNE COUNTY,PENNSYLVANIA
34583,LUZERNE COUNTY,PENNSYLVANIA
46026,LUZERNE COUNTY,PENNSYLVANIA
47618,LUZERNE COUNTY,PENNSYLVANIA
70156,LUZERNE COUNTY,PENNSYLVANIA
58992,LUZERNE COUNTY,PENNSYLVANIA
63750,LUZERNE COUNTY,PENNSYLVANIA
59907,LUZERNE COUNTY,PENNSYLVANIA
46596,LUZERNE COUNTY,PENNSYLVANIA
79655,LUZERNE COUNTY,PENNSYLVANIA
59750,LUZERNE COUNTY,PENNSYLVANIA
63258,LUZERNE COUNTY,PENNSYLVANIA
57414,LUZERNE COUNTY,PENNSYLVANIA
62000,LUZERNE COUNTY,PENNSYLVANIA
54722,LUZERNE COUNTY,PENNSYLVANIA
44074,LUZERNE COUNTY,PENNSYLVANIA
48969,LUZERNE COUNTY,PENNSYLVANIA
71700,LUZERNE COUNTY,PENNSYLVANIA
43000,LUZERNE COUNTY,PENNSYLVANIA
53884,LUZERNE COUNTY,PENNSYLVANIA
36250,LUZERNE COUNTY,PENNSYLVANIA
60651,LUZERNE COUNTY,PENNSYLVANIA
52349,LUZERNE COUNTY,PENNSYLVANIA
29096,LUZERNE COUNTY,PENNSYLVANIA
39127,LUZERNE COUNTY,PENNSYLVANIA
62159,LUZERNE COUNTY,PENNSYLVANIA
49432,LUZERNE COUNTY,PENNSYLVANIA
39441,LUZERNE COUNTY,PENNSYLVANIA
38620,LUZERNE COUNTY,PENNSYLVANIA
23669,LUZERNE COUNTY,PENNSYLVANIA
47250,LUZERNE COUNTY,PENNSYLVANIA
41125,LUZERNE COUNTY,PENNSYLVANIA
25022,LUZERNE COUNTY,PENNSYLVANIA
41825,LUZERNE COUNTY,PENNSYLVANIA
33846,LUZERNE COUNTY,PENNSYLVANIA
48983,LUZERNE COUNTY,PENNSYLVANIA
52641,LUZERNE COUNTY,PENNSYLVANIA
28627,LUZERNE COUNTY,PENNSYLVANIA
30333,LUZERNE COUNTY,PENNSYLVANIA
40119,LUZERNE COUNTY,PENNSYLVANIA
36821,LUZERNE COUNTY,PENNSYLVANIA
35652,LUZERNE COUNTY,PENNSYLVANIA
34345,LUZERNE COUNTY,PENNSYLVANIA
40000,LUZERNE COUNTY,PENNSYLVANIA
42772,LUZERNE COUNTY,PENNSYLVANIA
40022,LUZERNE COUNTY,PENNSYLVANIA
40504,LUZERNE COUNTY,PENNSYLVANIA
58242,LUZERNE COUNTY,PENNSYLVANIA
48571,LUZERNE COUNTY,PENNSYLVANIA
84233,LUZERNE COUNTY,PENNSYLVANIA
69964,LUZERNE COUNTY,PENNSYLVANIA
82826,LUZERNE COUNTY,PENNSYLVANIA
58182,LUZERNE COUNTY,PENNSYLVANIA
35505,LUZERNE COUNTY,PENNSYLVANIA
53060,LUZERNE COUNTY,PENNSYLVANIA
64911,LUZERNE COUNTY,PENNSYLVANIA
56204,LUZERNE COUNTY,PENNSYLVANIA
52604,LUZERNE COUNTY,PENNSYLVANIA
27368,LUZERNE COUNTY,PENNSYLVANIA
46477,LUZERNE COUNTY,PENNSYLVANIA
45191,LUZERNE COUNTY,PENNSYLVANIA
45917,LUZERNE COUNTY,PENNSYLVANIA
55722,LUZERNE COUNTY,PENNSYLVANIA
62589,LUZERNE COUNTY,PENNSYLVANIA
68667,LUZERNE COUNTY,PENNSYLVANIA
40547,LUZERNE COUNTY,PENNSYLVANIA
38026,LUZERNE COUNTY,PENNSYLVANIA
44578,LUZERNE COUNTY,PENNSYLVANIA
31607,LUZERNE COUNTY,PENNSYLVANIA
26772,LUZERNE COUNTY,PENNSYLVANIA
29481,LUZERNE COUNTY,PENNSYLVANIA
26614,LUZERNE COUNTY,PENNSYLVANIA
43800,LUZERNE COUNTY,PENNSYLVANIA
26397,LUZERNE COUNTY,PENNSYLVANIA
31083,LUZERNE COUNTY,PENNSYLVANIA
31503,LUZERNE COUNTY,PENNSYLVANIA
30028,LUZERNE COUNTY,PENNSYLVANIA
34814,LUZERNE COUNTY,PENNSYLVANIA
34850,LUZERNE COUNTY,PENNSYLVANIA
40539,LUZERNE COUNTY,PENNSYLVANIA
46404,LYCOMING COUNTY,PENNSYLVANIA
54750,LYCOMING COUNTY,PENNSYLVANIA
39500,LYCOMING COUNTY,PENNSYLVANIA
18550,LYCOMING COUNTY,PENNSYLVANIA
29871,LYCOMING COUNTY,PENNSYLVANIA
27256,LYCOMING COUNTY,PENNSYLVANIA
9112,LYCOMING COUNTY,PENNSYLVANIA
35082,LYCOMING COUNTY,PENNSYLVANIA
35906,LYCOMING COUNTY,PENNSYLVANIA
43333,LYCOMING COUNTY,PENNSYLVANIA
55227,LYCOMING COUNTY,PENNSYLVANIA
52625,LYCOMING COUNTY,PENNSYLVANIA
52898,LYCOMING COUNTY,PENNSYLVANIA
58297,LYCOMING COUNTY,PENNSYLVANIA
54290,LYCOMING COUNTY,PENNSYLVANIA
51949,LYCOMING COUNTY,PENNSYLVANIA
40917,LYCOMING COUNTY,PENNSYLVANIA
63382,LYCOMING COUNTY,PENNSYLVANIA
42480,LYCOMING COUNTY,PENNSYLVANIA
36654,LYCOMING COUNTY,PENNSYLVANIA
60169,LYCOMING COUNTY,PENNSYLVANIA
39977,LYCOMING COUNTY,PENNSYLVANIA
47619,LYCOMING COUNTY,PENNSYLVANIA
45000,LYCOMING COUNTY,PENNSYLVANIA
48833,LYCOMING COUNTY,PENNSYLVANIA
46542,LYCOMING COUNTY,PENNSYLVANIA
46741,LYCOMING COUNTY,PENNSYLVANIA
57448,LYCOMING COUNTY,PENNSYLVANIA
45643,LYCOMING COUNTY,PENNSYLVANIA
47750,MCKEAN COUNTY,PENNSYLVANIA
22034,MCKEAN COUNTY,PENNSYLVANIA
34417,MCKEAN COUNTY,PENNSYLVANIA
44276,MCKEAN COUNTY,PENNSYLVANIA
55032,MCKEAN COUNTY,PENNSYLVANIA
45000,MCKEAN COUNTY,PENNSYLVANIA
39341,MCKEAN COUNTY,PENNSYLVANIA
40865,MCKEAN COUNTY,PENNSYLVANIA
45625,MCKEAN COUNTY,PENNSYLVANIA
43042,MCKEAN COUNTY,PENNSYLVANIA
33632,MCKEAN COUNTY,PENNSYLVANIA
50030,MCKEAN COUNTY,PENNSYLVANIA
30536,MERCER COUNTY,PENNSYLVANIA
32500,MERCER COUNTY,PENNSYLVANIA
58125,MERCER COUNTY,PENNSYLVANIA
34622,MERCER COUNTY,PENNSYLVANIA
38676,MERCER COUNTY,PENNSYLVANIA
30777,MERCER COUNTY,PENNSYLVANIA
63471,MERCER COUNTY,PENNSYLVANIA
67426,MERCER COUNTY,PENNSYLVANIA
40955,MERCER COUNTY,PENNSYLVANIA
51581,MERCER COUNTY,PENNSYLVANIA
46699,MERCER COUNTY,PENNSYLVANIA
48327,MERCER COUNTY,PENNSYLVANIA
44362,MERCER COUNTY,PENNSYLVANIA
22826,MERCER COUNTY,PENNSYLVANIA
43457,MERCER COUNTY,PENNSYLVANIA
51075,MERCER COUNTY,PENNSYLVANIA
40862,MERCER COUNTY,PENNSYLVANIA
45972,MERCER COUNTY,PENNSYLVANIA
52708,MERCER COUNTY,PENNSYLVANIA
47385,MERCER COUNTY,PENNSYLVANIA
45929,MERCER COUNTY,PENNSYLVANIA
46910,MERCER COUNTY,PENNSYLVANIA
44750,MERCER COUNTY,PENNSYLVANIA
54641,MERCER COUNTY,PENNSYLVANIA
43938,MERCER COUNTY,PENNSYLVANIA
52588,MERCER COUNTY,PENNSYLVANIA
53426,MERCER COUNTY,PENNSYLVANIA
16941,MERCER COUNTY,PENNSYLVANIA
32963,MERCER COUNTY,PENNSYLVANIA
23333,MERCER COUNTY,PENNSYLVANIA
47542,MIFFLIN COUNTY,PENNSYLVANIA
42321,MIFFLIN COUNTY,PENNSYLVANIA
35969,MIFFLIN COUNTY,PENNSYLVANIA
44833,MIFFLIN COUNTY,PENNSYLVANIA
38558,MIFFLIN COUNTY,PENNSYLVANIA
32464,MIFFLIN COUNTY,PENNSYLVANIA
25640,MIFFLIN COUNTY,PENNSYLVANIA
35331,MIFFLIN COUNTY,PENNSYLVANIA
36925,MIFFLIN COUNTY,PENNSYLVANIA
37609,MIFFLIN COUNTY,PENNSYLVANIA
44411,MIFFLIN COUNTY,PENNSYLVANIA
45931,MIFFLIN COUNTY,PENNSYLVANIA
68982,MONROE COUNTY,PENNSYLVANIA
59240,MONROE COUNTY,PENNSYLVANIA
58707,MONROE COUNTY,PENNSYLVANIA
57273,MONROE COUNTY,PENNSYLVANIA
52208,MONROE COUNTY,PENNSYLVANIA
49767,MONROE COUNTY,PENNSYLVANIA
49286,MONROE COUNTY,PENNSYLVANIA
65085,MONROE COUNTY,PENNSYLVANIA
54722,MONROE COUNTY,PENNSYLVANIA
48276,MONROE COUNTY,PENNSYLVANIA
55324,MONROE COUNTY,PENNSYLVANIA
26103,MONROE COUNTY,PENNSYLVANIA
57473,MONROE COUNTY,PENNSYLVANIA
54513,MONROE COUNTY,PENNSYLVANIA
60586,MONROE COUNTY,PENNSYLVANIA
43977,MONROE COUNTY,PENNSYLVANIA
61534,MONROE COUNTY,PENNSYLVANIA
53438,MONROE COUNTY,PENNSYLVANIA
35464,MONROE COUNTY,PENNSYLVANIA
35375,MONROE COUNTY,PENNSYLVANIA
54179,MONROE COUNTY,PENNSYLVANIA
76071,MONROE COUNTY,PENNSYLVANIA
69125,MONROE COUNTY,PENNSYLVANIA
56387,MONROE COUNTY,PENNSYLVANIA
61369,MONROE COUNTY,PENNSYLVANIA
47060,MONROE COUNTY,PENNSYLVANIA
73856,MONROE COUNTY,PENNSYLVANIA
64841,MONROE COUNTY,PENNSYLVANIA
68664,MONROE COUNTY,PENNSYLVANIA
61452,MONROE COUNTY,PENNSYLVANIA
58718,MONROE COUNTY,PENNSYLVANIA
62250,MONROE COUNTY,PENNSYLVANIA
47670,MONROE COUNTY,PENNSYLVANIA
121941,MONTGOMERY COUNTY,PENNSYLVANIA
95500,MONTGOMERY COUNTY,PENNSYLVANIA
115556,MONTGOMERY COUNTY,PENNSYLVANIA
47875,MONTGOMERY COUNTY,PENNSYLVANIA
87083,MONTGOMERY COUNTY,PENNSYLVANIA
59722,MONTGOMERY COUNTY,PENNSYLVANIA
64698,MONTGOMERY COUNTY,PENNSYLVANIA
73967,MONTGOMERY COUNTY,PENNSYLVANIA
51172,MONTGOMERY COUNTY,PENNSYLVANIA
65183,MONTGOMERY COUNTY,PENNSYLVANIA
79531,MONTGOMERY COUNTY,PENNSYLVANIA
76759,MONTGOMERY COUNTY,PENNSYLVANIA
61282,MONTGOMERY COUNTY,PENNSYLVANIA
66250,MONTGOMERY COUNTY,PENNSYLVANIA
90612,MONTGOMERY COUNTY,PENNSYLVANIA
48088,MONTGOMERY COUNTY,PENNSYLVANIA
112991,MONTGOMERY COUNTY,PENNSYLVANIA
102833,MONTGOMERY COUNTY,PENNSYLVANIA
84966,MONTGOMERY COUNTY,PENNSYLVANIA
86177,MONTGOMERY COUNTY,PENNSYLVANIA
106285,MONTGOMERY COUNTY,PENNSYLVANIA
87950,MONTGOMERY COUNTY,PENNSYLVANIA
90190,MONTGOMERY COUNTY,PENNSYLVANIA
119500,MONTGOMERY COUNTY,PENNSYLVANIA
92952,MONTGOMERY COUNTY,PENNSYLVANIA
78235,MONTGOMERY COUNTY,PENNSYLVANIA
55938,MONTGOMERY COUNTY,PENNSYLVANIA
75938,MONTGOMERY COUNTY,PENNSYLVANIA
67011,MONTGOMERY COUNTY,PENNSYLVANIA
50774,MONTGOMERY COUNTY,PENNSYLVANIA
50205,MONTGOMERY COUNTY,PENNSYLVANIA
54599,MONTGOMERY COUNTY,PENNSYLVANIA
52250,MONTGOMERY COUNTY,PENNSYLVANIA
68398,MONTGOMERY COUNTY,PENNSYLVANIA
52188,MONTGOMERY COUNTY,PENNSYLVANIA
82037,MONTGOMERY COUNTY,PENNSYLVANIA
79600,MONTGOMERY COUNTY,PENNSYLVANIA
112614,MONTGOMERY COUNTY,PENNSYLVANIA
136087,MONTGOMERY COUNTY,PENNSYLVANIA
56953,MONTGOMERY COUNTY,PENNSYLVANIA
105861,MONTGOMERY COUNTY,PENNSYLVANIA
81818,MONTGOMERY COUNTY,PENNSYLVANIA
70613,MONTGOMERY COUNTY,PENNSYLVANIA
58567,MONTGOMERY COUNTY,PENNSYLVANIA
50882,MONTGOMERY COUNTY,PENNSYLVANIA
122857,MONTGOMERY COUNTY,PENNSYLVANIA
110956,MONTGOMERY COUNTY,PENNSYLVANIA
90133,MONTGOMERY COUNTY,PENNSYLVANIA
130179,MONTGOMERY COUNTY,PENNSYLVANIA
130026,MONTGOMERY COUNTY,PENNSYLVANIA
97988,MONTGOMERY COUNTY,PENNSYLVANIA
87955,MONTGOMERY COUNTY,PENNSYLVANIA
75402,MONTGOMERY COUNTY,PENNSYLVANIA
154087,MONTGOMERY COUNTY,PENNSYLVANIA
72581,MONTGOMERY COUNTY,PENNSYLVANIA
70571,MONTGOMERY COUNTY,PENNSYLVANIA
67868,MONTGOMERY COUNTY,PENNSYLVANIA
59940,MONTGOMERY COUNTY,PENNSYLVANIA
84817,MONTGOMERY COUNTY,PENNSYLVANIA
91250,MONTGOMERY COUNTY,PENNSYLVANIA
79167,MONTGOMERY COUNTY,PENNSYLVANIA
66389,MONTGOMERY COUNTY,PENNSYLVANIA
81450,MONTGOMERY COUNTY,PENNSYLVANIA
78893,MONTGOMERY COUNTY,PENNSYLVANIA
58711,MONTGOMERY COUNTY,PENNSYLVANIA
88092,MONTGOMERY COUNTY,PENNSYLVANIA
70724,MONTGOMERY COUNTY,PENNSYLVANIA
73162,MONTGOMERY COUNTY,PENNSYLVANIA
66695,MONTGOMERY COUNTY,PENNSYLVANIA
80174,MONTGOMERY COUNTY,PENNSYLVANIA
98200,MONTGOMERY COUNTY,PENNSYLVANIA
115729,MONTGOMERY COUNTY,PENNSYLVANIA
89236,MONTGOMERY COUNTY,PENNSYLVANIA
38948,MONTGOMERY COUNTY,PENNSYLVANIA
87083,MONTGOMERY COUNTY,PENNSYLVANIA
63438,MONTGOMERY COUNTY,PENNSYLVANIA
104476,MONTGOMERY COUNTY,PENNSYLVANIA
94351,MONTGOMERY COUNTY,PENNSYLVANIA
87237,MONTGOMERY COUNTY,PENNSYLVANIA
111250,MONTGOMERY COUNTY,PENNSYLVANIA
120871,MONTGOMERY COUNTY,PENNSYLVANIA
101429,MONTGOMERY COUNTY,PENNSYLVANIA
109680,MONTGOMERY COUNTY,PENNSYLVANIA
82591,MONTGOMERY COUNTY,PENNSYLVANIA
117344,MONTGOMERY COUNTY,PENNSYLVANIA
101176,MONTGOMERY COUNTY,PENNSYLVANIA
128611,MONTGOMERY COUNTY,PENNSYLVANIA
111932,MONTGOMERY COUNTY,PENNSYLVANIA
123438,MONTGOMERY COUNTY,PENNSYLVANIA
93873,MONTGOMERY COUNTY,PENNSYLVANIA
73846,MONTGOMERY COUNTY,PENNSYLVANIA
70991,MONTGOMERY COUNTY,PENNSYLVANIA
60256,MONTGOMERY COUNTY,PENNSYLVANIA
75246,MONTGOMERY COUNTY,PENNSYLVANIA
59360,MONTGOMERY COUNTY,PENNSYLVANIA
56037,MONTGOMERY COUNTY,PENNSYLVANIA
40891,MONTGOMERY COUNTY,PENNSYLVANIA
60139,MONTGOMERY COUNTY,PENNSYLVANIA
43819,MONTGOMERY COUNTY,PENNSYLVANIA
43682,MONTGOMERY COUNTY,PENNSYLVANIA
48299,MONTGOMERY COUNTY,PENNSYLVANIA
34210,MONTGOMERY COUNTY,PENNSYLVANIA
34012,MONTGOMERY COUNTY,PENNSYLVANIA
31019,MONTGOMERY COUNTY,PENNSYLVANIA
64318,MONTGOMERY COUNTY,PENNSYLVANIA
60556,MONTGOMERY COUNTY,PENNSYLVANIA
73147,MONTGOMERY COUNTY,PENNSYLVANIA
63125,MONTGOMERY COUNTY,PENNSYLVANIA
107823,MONTGOMERY COUNTY,PENNSYLVANIA
65858,MONTGOMERY COUNTY,PENNSYLVANIA
70909,MONTGOMERY COUNTY,PENNSYLVANIA
99000,MONTGOMERY COUNTY,PENNSYLVANIA
81875,MONTGOMERY COUNTY,PENNSYLVANIA
131607,MONTGOMERY COUNTY,PENNSYLVANIA
159400,MONTGOMERY COUNTY,PENNSYLVANIA
201537,MONTGOMERY COUNTY,PENNSYLVANIA
118214,MONTGOMERY COUNTY,PENNSYLVANIA
120281,MONTGOMERY COUNTY,PENNSYLVANIA
176944,MONTGOMERY COUNTY,PENNSYLVANIA
184875,MONTGOMERY COUNTY,PENNSYLVANIA
53750,MONTGOMERY COUNTY,PENNSYLVANIA
79539,MONTGOMERY COUNTY,PENNSYLVANIA
108125,MONTGOMERY COUNTY,PENNSYLVANIA
53926,MONTGOMERY COUNTY,PENNSYLVANIA
87781,MONTGOMERY COUNTY,PENNSYLVANIA
55685,MONTGOMERY COUNTY,PENNSYLVANIA
144659,MONTGOMERY COUNTY,PENNSYLVANIA
95893,MONTGOMERY COUNTY,PENNSYLVANIA
81929,MONTGOMERY COUNTY,PENNSYLVANIA
46350,MONTGOMERY COUNTY,PENNSYLVANIA
57794,MONTGOMERY COUNTY,PENNSYLVANIA
63818,MONTGOMERY COUNTY,PENNSYLVANIA
59631,MONTGOMERY COUNTY,PENNSYLVANIA
73920,MONTGOMERY COUNTY,PENNSYLVANIA
102813,MONTGOMERY COUNTY,PENNSYLVANIA
105208,MONTGOMERY COUNTY,PENNSYLVANIA
123185,MONTGOMERY COUNTY,PENNSYLVANIA
134286,MONTGOMERY COUNTY,PENNSYLVANIA
66112,MONTGOMERY COUNTY,PENNSYLVANIA
88661,MONTGOMERY COUNTY,PENNSYLVANIA
87692,MONTGOMERY COUNTY,PENNSYLVANIA
81840,MONTGOMERY COUNTY,PENNSYLVANIA
69306,MONTGOMERY COUNTY,PENNSYLVANIA
91230,MONTGOMERY COUNTY,PENNSYLVANIA
110417,MONTGOMERY COUNTY,PENNSYLVANIA
115313,MONTGOMERY COUNTY,PENNSYLVANIA
142625,MONTGOMERY COUNTY,PENNSYLVANIA
97688,MONTGOMERY COUNTY,PENNSYLVANIA
45036,MONTGOMERY COUNTY,PENNSYLVANIA
58281,MONTGOMERY COUNTY,PENNSYLVANIA
104896,MONTGOMERY COUNTY,PENNSYLVANIA
75321,MONTGOMERY COUNTY,PENNSYLVANIA
107188,MONTGOMERY COUNTY,PENNSYLVANIA
97247,MONTGOMERY COUNTY,PENNSYLVANIA
50479,MONTGOMERY COUNTY,PENNSYLVANIA
113607,MONTGOMERY COUNTY,PENNSYLVANIA
106823,MONTGOMERY COUNTY,PENNSYLVANIA
121330,MONTGOMERY COUNTY,PENNSYLVANIA
95156,MONTGOMERY COUNTY,PENNSYLVANIA
58625,MONTGOMERY COUNTY,PENNSYLVANIA
63245,MONTGOMERY COUNTY,PENNSYLVANIA
95724,MONTGOMERY COUNTY,PENNSYLVANIA
86932,MONTGOMERY COUNTY,PENNSYLVANIA
107003,MONTGOMERY COUNTY,PENNSYLVANIA
94449,MONTGOMERY COUNTY,PENNSYLVANIA
70536,MONTGOMERY COUNTY,PENNSYLVANIA
83884,MONTGOMERY COUNTY,PENNSYLVANIA
97651,MONTGOMERY COUNTY,PENNSYLVANIA
64138,MONTGOMERY COUNTY,PENNSYLVANIA
62500,MONTGOMERY COUNTY,PENNSYLVANIA
55536,MONTGOMERY COUNTY,PENNSYLVANIA
75962,MONTGOMERY COUNTY,PENNSYLVANIA
86875,MONTGOMERY COUNTY,PENNSYLVANIA
96859,MONTGOMERY COUNTY,PENNSYLVANIA
71532,MONTGOMERY COUNTY,PENNSYLVANIA
84272,MONTGOMERY COUNTY,PENNSYLVANIA
55345,MONTGOMERY COUNTY,PENNSYLVANIA
62500,MONTGOMERY COUNTY,PENNSYLVANIA
59931,MONTGOMERY COUNTY,PENNSYLVANIA
77537,MONTGOMERY COUNTY,PENNSYLVANIA
64890,MONTGOMERY COUNTY,PENNSYLVANIA
92936,MONTGOMERY COUNTY,PENNSYLVANIA
81810,MONTGOMERY COUNTY,PENNSYLVANIA
99673,MONTGOMERY COUNTY,PENNSYLVANIA
85494,MONTGOMERY COUNTY,PENNSYLVANIA
82963,MONTGOMERY COUNTY,PENNSYLVANIA
92361,MONTGOMERY COUNTY,PENNSYLVANIA
78955,MONTGOMERY COUNTY,PENNSYLVANIA
81919,MONTGOMERY COUNTY,PENNSYLVANIA
102716,MONTGOMERY COUNTY,PENNSYLVANIA
82232,MONTGOMERY COUNTY,PENNSYLVANIA
72683,MONTGOMERY COUNTY,PENNSYLVANIA
23250,MONTGOMERY COUNTY,PENNSYLVANIA
55705,MONTGOMERY COUNTY,PENNSYLVANIA
47830,MONTGOMERY COUNTY,PENNSYLVANIA
49917,MONTGOMERY COUNTY,PENNSYLVANIA
28875,MONTGOMERY COUNTY,PENNSYLVANIA
47708,MONTGOMERY COUNTY,PENNSYLVANIA
39615,MONTGOMERY COUNTY,PENNSYLVANIA
25500,MONTGOMERY COUNTY,PENNSYLVANIA
90320,MONTGOMERY COUNTY,PENNSYLVANIA
64225,MONTGOMERY COUNTY,PENNSYLVANIA
44732,MONTGOMERY COUNTY,PENNSYLVANIA
81767,MONTGOMERY COUNTY,PENNSYLVANIA
101389,MONTGOMERY COUNTY,PENNSYLVANIA
103520,MONTGOMERY COUNTY,PENNSYLVANIA
77659,MONTGOMERY COUNTY,PENNSYLVANIA
89375,MONTGOMERY COUNTY,PENNSYLVANIA
74063,MONTGOMERY COUNTY,PENNSYLVANIA
114718,MONTGOMERY COUNTY,PENNSYLVANIA
50613,MONTOUR COUNTY,PENNSYLVANIA
55656,MONTOUR COUNTY,PENNSYLVANIA
32929,MONTOUR COUNTY,PENNSYLVANIA
58817,MONTOUR COUNTY,PENNSYLVANIA
57012,NORTHAMPTON COUNTY,PENNSYLVANIA
98688,NORTHAMPTON COUNTY,PENNSYLVANIA
62661,NORTHAMPTON COUNTY,PENNSYLVANIA
65062,NORTHAMPTON COUNTY,PENNSYLVANIA
16146,NORTHAMPTON COUNTY,PENNSYLVANIA
51803,NORTHAMPTON COUNTY,PENNSYLVANIA
43250,NORTHAMPTON COUNTY,PENNSYLVANIA
29432,NORTHAMPTON COUNTY,PENNSYLVANIA
37713,NORTHAMPTON COUNTY,PENNSYLVANIA
22828,NORTHAMPTON COUNTY,PENNSYLVANIA
54000,NORTHAMPTON COUNTY,PENNSYLVANIA
29143,NORTHAMPTON COUNTY,PENNSYLVANIA
47738,NORTHAMPTON COUNTY,PENNSYLVANIA
63017,NORTHAMPTON COUNTY,PENNSYLVANIA
35276,NORTHAMPTON COUNTY,PENNSYLVANIA
32959,NORTHAMPTON COUNTY,PENNSYLVANIA
19474,NORTHAMPTON COUNTY,PENNSYLVANIA
45527,NORTHAMPTON COUNTY,PENNSYLVANIA
41325,NORTHAMPTON COUNTY,PENNSYLVANIA
50709,NORTHAMPTON COUNTY,PENNSYLVANIA
50659,NORTHAMPTON COUNTY,PENNSYLVANIA
63221,NORTHAMPTON COUNTY,PENNSYLVANIA
62908,NORTHAMPTON COUNTY,PENNSYLVANIA
65466,NORTHAMPTON COUNTY,PENNSYLVANIA
53317,NORTHAMPTON COUNTY,PENNSYLVANIA
36972,NORTHAMPTON COUNTY,PENNSYLVANIA
92059,NORTHAMPTON COUNTY,PENNSYLVANIA
71441,NORTHAMPTON COUNTY,PENNSYLVANIA
55481,NORTHAMPTON COUNTY,PENNSYLVANIA
59357,NORTHAMPTON COUNTY,PENNSYLVANIA
65583,NORTHAMPTON COUNTY,PENNSYLVANIA
61875,NORTHAMPTON COUNTY,PENNSYLVANIA
50464,NORTHAMPTON COUNTY,PENNSYLVANIA
46327,NORTHAMPTON COUNTY,PENNSYLVANIA
67386,NORTHAMPTON COUNTY,PENNSYLVANIA
53892,NORTHAMPTON COUNTY,PENNSYLVANIA
77543,NORTHAMPTON COUNTY,PENNSYLVANIA
74528,NORTHAMPTON COUNTY,PENNSYLVANIA
50469,NORTHAMPTON COUNTY,PENNSYLVANIA
87568,NORTHAMPTON COUNTY,PENNSYLVANIA
52232,NORTHAMPTON COUNTY,PENNSYLVANIA
86688,NORTHAMPTON COUNTY,PENNSYLVANIA
75552,NORTHAMPTON COUNTY,PENNSYLVANIA
64559,NORTHAMPTON COUNTY,PENNSYLVANIA
82826,NORTHAMPTON COUNTY,PENNSYLVANIA
98220,NORTHAMPTON COUNTY,PENNSYLVANIA
46694,NORTHAMPTON COUNTY,PENNSYLVANIA
46900,NORTHAMPTON COUNTY,PENNSYLVANIA
78377,NORTHAMPTON COUNTY,PENNSYLVANIA
76019,NORTHAMPTON COUNTY,PENNSYLVANIA
59107,NORTHAMPTON COUNTY,PENNSYLVANIA
77625,NORTHAMPTON COUNTY,PENNSYLVANIA
60000,NORTHAMPTON COUNTY,PENNSYLVANIA
72435,NORTHAMPTON COUNTY,PENNSYLVANIA
86316,NORTHAMPTON COUNTY,PENNSYLVANIA
98316,NORTHAMPTON COUNTY,PENNSYLVANIA
92292,NORTHAMPTON COUNTY,PENNSYLVANIA
91394,NORTHAMPTON COUNTY,PENNSYLVANIA
66452,NORTHAMPTON COUNTY,PENNSYLVANIA
90969,NORTHAMPTON COUNTY,PENNSYLVANIA
59633,NORTHAMPTON COUNTY,PENNSYLVANIA
49324,NORTHAMPTON COUNTY,PENNSYLVANIA
54919,NORTHAMPTON COUNTY,PENNSYLVANIA
72708,NORTHAMPTON COUNTY,PENNSYLVANIA
88878,NORTHAMPTON COUNTY,PENNSYLVANIA
83953,NORTHAMPTON COUNTY,PENNSYLVANIA
61130,NORTHAMPTON COUNTY,PENNSYLVANIA
59464,NORTHAMPTON COUNTY,PENNSYLVANIA
55901,NORTHUMBERLAND COUNTY,PENNSYLVANIA
46359,NORTHUMBERLAND COUNTY,PENNSYLVANIA
34775,NORTHUMBERLAND COUNTY,PENNSYLVANIA
45000,NORTHUMBERLAND COUNTY,PENNSYLVANIA
52051,NORTHUMBERLAND COUNTY,PENNSYLVANIA
44476,NORTHUMBERLAND COUNTY,PENNSYLVANIA
61296,NORTHUMBERLAND COUNTY,PENNSYLVANIA
59139,NORTHUMBERLAND COUNTY,PENNSYLVANIA
40690,NORTHUMBERLAND COUNTY,PENNSYLVANIA
30359,NORTHUMBERLAND COUNTY,PENNSYLVANIA
36458,NORTHUMBERLAND COUNTY,PENNSYLVANIA
34623,NORTHUMBERLAND COUNTY,PENNSYLVANIA
35330,NORTHUMBERLAND COUNTY,PENNSYLVANIA
35848,NORTHUMBERLAND COUNTY,PENNSYLVANIA
32132,NORTHUMBERLAND COUNTY,PENNSYLVANIA
31458,NORTHUMBERLAND COUNTY,PENNSYLVANIA
27284,NORTHUMBERLAND COUNTY,PENNSYLVANIA
41774,NORTHUMBERLAND COUNTY,PENNSYLVANIA
